Unnamed: 0.1,Unnamed: 0,Jornada,Dia,Data,Horário,home,xG_home,xG_away,away,Assistance,Local,Árbitro,Relatório da Partida,goals_home,goals_away,formacao_home,formacao_away,Faltas_home,Faltas_away,Escanteios_home,Escanteios_away,Cruzamentos_home,Cruzamentos_away,Contatos_home,Contatos_away,Bote defensivo_home,Bote defensivo_away,Cortes_home,Cortes_away,Defesas_home,Defesas_away,Impedimentos_home,Impedimentos_away,Tiro de meta_home,Tiro de meta_away,Bolas longas_home,Bolas longas_away,yellow_card_home,red_card_home,yellow_red_card_home,yellow_card_away,red_card_away,yellow_red_card_away,jogador1_home,jogador2_home,jogador3_home,jogador4_home,jogador5_home,jogador6_home,jogador7_home,jogador8_home,jogador9_home,jogador10_home,jogador11_home,jogador12_home,jogador13_home,jogador14_home,jogador15_home,jogador16_home,jogador17_home,jogador1_away,jogador2_away,jogador3_away,jogador4_away,jogador5_away,jogador6_away,jogador7_away,jogador8_away,jogador9_away,jogador10_away,jogador11_away,jogador12_away,jogador13_away,jogador14_away,jogador15_away,jogador16_away,jogador17_away,HS,AS,HST,AST,B365H,B365D,B365A
181,181,21,sáb,2019-02-09,15:30,Maritimo,0.4,1.1,Aves,6307,Estádio dos Barreiros,Rui Costa,/pt/partidas/512d8e8d/Maritimo-Aves-2019Fevereiro9-Primeira-Liga,0,1,4-4-2,3-5-2,17.0,19.0,4.0,8.0,29.0,17.0,692.0,446.0,22.0,13.0,14.0,13.0,18.0,37.0,0.0,2.0,9.0,11.0,90.0,96.0,2.0,0.0,0.0,2.0,0.0,0.0,Charles,Bebeto,Douglas Grolli,Zainadine Júnior,Jorge Correa,Edgar Costa,João Gamboa,Ricardo Jorge Oliveira Valente,Josip Vuković,Fábio China,Diederrick Joel,Amir Abedzadeh,Lucas Áfrico,Ruan,Rodrigo Pinho,Fabrício Baiano,Eulânio Ângelo Chipela Gomes,Quentin Beunardeau,Rodrigo Alves Soares,Vitor Costa,Bruno Manuel Araújo Braga,Carlos Ponck,Vítor Gomes,Derley,Diego Galo,Jorge Fellipe,Mama Samba Baldé,Luquinhas,André Ferreira,Rodrigo Defendi,Luis Fariña,Le Tong,Caique,Mato Miloš,8,14,0,4,2.3,3.1,3.3
182,182,21,sáb,2019-02-09,18:00,Portimonense,0.7,1.4,Rio Ave,2495,Estádio do Portimonense SC,Hélder Malheiro,/pt/partidas/9e0d2e4a/Portimonense-Rio-Ave-2019Fevereiro9-Primeira-Liga,0,1,4-3-3,4-2-3-1,32.0,21.0,4.0,4.0,22.0,10.0,486.0,501.0,10.0,17.0,10.0,9.0,12.0,25.0,0.0,7.0,,,78.0,56.0,5.0,0.0,1.0,1.0,0.0,0.0,Ricardo Abel Barbosa Ferreira,Lucas Possignolo,Paulinho,Jackson Martínez,Bruno Tabata,Henrique,Pedro Sá,Lucas Fernandes,Rúben Fernandes,Wellington,Vítor Tormena,Leonardo Navacchio,Emmanuel Hackman,Felipe Macedo,João Carlos,Chidera Ezeh,Aylton Boa Morte,Leonardo César Jardim,Matheus Reis,Rúben Semedo,Nélson Monte,Murilo Oliveira de Freitas,Ricardo José Vaz Alves Monteiro,Bruno Moreira,Diego Lopes,Filipe Augusto,Eliseu Cassamá,Galeno,Paulo Vítor Fagundes dos Anjos,Jonathan Buatu Mananga,Carlos,Said Ahmed Said,Ronan,Nikola Jambor,14,8,4,3,2.1,3.3,3.5
183,183,21,sáb,2019-02-09,20:30,Tondela,1.2,0.4,Guimaraes,2410,Estádio João Cardoso,Manuel Oliveira,/pt/partidas/6d7e3e37/Tondela-Vitoria-Guimaraes-2019Fevereiro9-Primeira-Liga,1,0,4-2-3-1,4-3-3,19.0,12.0,8.0,3.0,19.0,18.0,463.0,605.0,24.0,9.0,17.0,6.0,19.0,28.0,3.0,8.0,7.0,6.0,86.0,68.0,2.0,0.0,0.0,1.0,0.0,0.0,Cláudio Ramos,João Jaquité,António Xavier,Juan Delgado,Sergio Peña,Fahd Moufi,Tomané,Ricardo Costa,Joãozinho,Bruno Monteiro,Jorge Filipe Oliveira Fernandes,Pedro José Moreira Silva,Ícaro do Carmo Silva,Azongha Tembeng Abenego,João Pedro,Pité,Jhon Murillo,Douglas,Pedrão,Rafa Soares,Pedro Rodrigues,Alexandre Guedes,Falaye Sacko,Tozé,Alhassan Wakaso,Joseph Amoah,Frederico Venâncio,Davidson da Luz Pereira,João Miguel Macedo Silva,Welthon,João Carlos Teixeira,Mattheus Oliveira,Florent Hanin,Ola John,12,10,5,3,3.2,3.1,2.3
184,184,21,dom,2019-02-10,15:00,Sp Braga,2.7,0.9,Chaves,17362,Estádio Municipal de Braga,Hugo Miguel,/pt/partidas/5c3c3b97/Braga-Chaves-2019Fevereiro10-Primeira-Liga,2,1,4-4-2,4-3-3,10.0,11.0,8.0,3.0,38.0,10.0,689.0,435.0,18.0,16.0,14.0,21.0,18.0,34.0,4.0,0.0,6.0,11.0,60.0,71.0,2.0,0.0,0.0,2.0,0.0,0.0,Tiago Sá,Nuno Sequeira,Paulinho,Ricardo Horta,Claudemir de Souza,Fransérgio,Raul Silva,Bruno Viana,Ricardo Esgaio,Marcelo Goiano,Dyego Sousa,José Carlos Marafona,Wilson Eduardo,Ricardo,João Novais,Murilo Costa,João Palhinha,António Filipe de Carvalho,Jefferson de Jesus Santos,William,Luís Martins,Erdem Şen,Nikola Maraš,Gastón Campi,Bruno Gallo,Niltinho,Lionn,Rúben Macedo,Ricardo Jorge Novo Nunes,Paulo Sérgio Mota,Renan Bardini Bressan,André Luis,Costinha,Nemanja Ćalasan,15,9,6,2,1.33,4.75,11.0
185,185,21,dom,2019-02-10,15:00,Boavista,2.5,0.4,Santa Clara,4072,Estádio do Bessa Século XXI,Artur Soares Dias,/pt/partidas/867d343d/Boavista-Santa-Clara-2019Fevereiro10-Primeira-Liga,1,0,4-4-2,4-1-3-2,16.0,16.0,5.0,3.0,21.0,14.0,556.0,588.0,11.0,16.0,11.0,16.0,28.0,27.0,1.0,1.0,8.0,7.0,96.0,91.0,1.0,0.0,0.0,1.0,0.0,0.0,Helton Leite,Raphael,Talocha,Mateus Galiano da Costa,Alberto Bueno,Edu Machado,Rafael Costa,Neris,Índio,Rafael Lopes,Idrissa Mandiang,Rafael Bracalli,Gonçalo Cardoso,Nwankwo Obiora,Gustavo Sauer,Jeferson Fernandes Macedo,Carraça,Marco André Rocha Pereira,Fábio Cardoso,Osama Rashid,César,Kaio Pantaleão,Bruno Lamas,Mamadu Candé,Lucas Marques,Zé Manuel,Patrick,Guilherme Schettine,Serginho,Ukra,Denis Pineda,João Paulo Lázaro Lucas,Malick Evouna,Francisco Ramos,13,10,1,4,2.15,3.0,3.8
186,186,21,dom,2019-02-10,17:30,Benfica,5.8,0.2,Nacional,54810,Estádio do Sport Lisboa e Benfica,Nuno Almeida,/pt/partidas/68aa1f35/Benfica-Nacional-2019Fevereiro10-Primeira-Liga,10,0,4-4-2,4-4-2,13.0,13.0,8.0,2.0,19.0,5.0,605.0,366.0,22.0,15.0,17.0,14.0,5.0,14.0,6.0,2.0,4.0,6.0,52.0,62.0,1.0,0.0,0.0,0.0,0.0,0.0,Odisseas Vlachodimos,Álex Grimaldo,Rúben Dias,Gabriel,Haris Seferović,Pizzi,Andreas Samaris,Rafa Silva,André Almeida,João Félix,Francisco Reis Ferreira,Mile Svilar,Jonas,Franco Cervi,Eduardo Salvio,Filip Krovinović,Florentino Luís,Daniel Guimarães,Abdullahi Ibrahim Alhassan,João Pedro Gomes Camacho,Filipe Ferreira,Sérgio Marakis,Kalindi Alves de Souza,Aleksandar Paločević,Lazar Rosić,Julio,Sardor Rashidov,Vítor Gonçalves,Ohoulo Framelin,Diogo Alexis Rodrigues Coelho,Giorgi Arabidze,Diego Barcelos,Brayan Riascos,Witi,24,5,14,2,1.14,7.5,17.0
187,187,21,dom,2019-02-10,20:00,Feirense,1.4,1.1,Sp Lisbon,4114,Estádio Marcolino de Castro,Manuel Mota,/pt/partidas/8ce23f47/Feirense-Sporting-CP-2019Fevereiro10-Primeira-Liga,1,3,4-2-3-1,4-3-3,19.0,25.0,8.0,6.0,21.0,21.0,473.0,519.0,20.0,18.0,6.0,10.0,18.0,24.0,3.0,1.0,4.0,6.0,76.0,77.0,6.0,0.0,0.0,2.0,0.0,0.0,André Moreira,Diogo Miguel Guedes Almeida,Antonio Briseño,Tiago Silva,Cris,João Silva,José Adolfo Valencia,Flávio Ramos,Marco Soares,Fábio Sturgeon,Vítor Bruno,Dele Alampasu,Tiago Gomes,Kuca,Steven Petkov,Bruno Nascimento,Mateus Anderson,Renan Ribeiro,Tiago Ilori,Sebastián Coates,Bruno Fernandes,Marcos Acuña,Stefan Ristovski,Abdoulay Diaby,Cristian Borja,Bas Dost,Wendel,Nemanja Gudelj,Romain Salin,Raphinha,Francisco Geraldes,Luiz Phellype,Abdu Conté,Bruno Gaspar,10,6,5,5,8.5,3.8,1.44
188,188,21,seg,2019-02-11,20:15,Setubal,0.3,0.4,Belenenses,2471,Estádio do Bonfim,João Santos Capela,/pt/partidas/104402bb/Vitoria-Setubal-Belenenses-SAD-2019Fevereiro11-Primeira-Liga,0,0,4-4-2,5-3-2,26.0,17.0,5.0,2.0,21.0,13.0,541.0,539.0,7.0,10.0,14.0,21.0,9.0,18.0,3.0,0.0,7.0,7.0,72.0,73.0,2.0,0.0,0.0,3.0,0.0,1.0,Cristiano Pereira Figueiredo,Mano,Dankler,Nuno Daniel Costeira Valente,Vasco Fernandes,Rúben Micael,Sílvio,Frédéric Mendy,José Semedo,Tiago Castro,Jhonder Cádiz,Milton Raphael,Artur Jorge Marques Amorim,Éber Bessa,André Martins Sousa,Hildeberto Pereira,Allef,Muriel Becker,Eduardo Henrique,Vincent Sasso,Licá,Diogo Viana,Matija Ljujić,Henrique Almeida,Zakarya Bergdich,Cleylton Santos,André Santos,Gonçalo Silva,Mika,Dálcio,Nuno Tomás,Diogo Calila,Jonatan Lucca,Douglas Aurélio,8,9,3,2,2.1,3.2,3.6
189,189,22,sex,2019-02-15,20:30,Rio Ave,1.6,1.5,Santa Clara,2343,Estádio do Rio Ave Futebol Clube,Vitor Ferreira Fernandes,/pt/partidas/37a49394/Rio-Ave-Santa-Clara-2019Fevereiro15-Primeira-Liga,1,2,4-2-3-1,4-4-2,15.0,14.0,7.0,0.0,28.0,11.0,645.0,466.0,13.0,12.0,13.0,20.0,11.0,33.0,4.0,3.0,,,58.0,76.0,2.0,0.0,0.0,2.0,0.0,0.0,Leonardo César Jardim,Matheus Reis,Rúben Semedo,Nélson Monte,Murilo Oliveira de Freitas,Ricardo José Vaz Alves Monteiro,Bruno Moreira,Diego Lopes,Filipe Augusto,Eliseu Cassamá,Galeno,Paulo Vítor Fagundes dos Anjos,Jonathan Buatu Mananga,Said Ahmed Said,Fábio Coentrão,Ronan,Nikola Jambor,Marco André Rocha Pereira,Fábio Cardoso,Ukra,Denis Pineda,César,João Paulo Lázaro Lucas,Kaio Pantaleão,Bruno Lamas,Francisco Ramos,Patrick,Guilherme Schettine,João Lopes,Martin Chrien,Mamadu Candé,Lucas Marques,Zé Manuel,Malick Evouna,15,9,4,4,1.8,3.5,4.5
190,190,22,sáb,2019-02-16,15:30,Nacional,2.5,0.3,Feirense,2654,Estádio da Madeira,João Pinheiro,/pt/partidas/557d7e1d/Nacional-Feirense-2019Fevereiro16-Primeira-Liga,4,0,4-4-2,4-2-3-1,17.0,17.0,2.0,5.0,13.0,19.0,392.0,600.0,19.0,11.0,19.0,7.0,15.0,11.0,1.0,3.0,14.0,7.0,89.0,72.0,1.0,0.0,0.0,4.0,0.0,0.0,Daniel Guimarães,Mauro Cerqueira,João Pedro Gomes Camacho,Sérgio Marakis,Kalindi Alves de Souza,Witi,Aleksandar Paločević,Lazar Rosić,Julio,Sardor Rashidov,Vítor Gonçalves,Ohoulo Framelin,Nuno Vieira Campos,Diogo Alexis Rodrigues Coelho,Diego Barcelos,Fernando Tissone,Brayan Riascos,André Moreira,Diogo Miguel Guedes Almeida,Antonio Briseño,Kuca,Tiago Silva,Cris,João Silva,Flávio Ramos,Marco Soares,Fábio Sturgeon,Vítor Bruno,Dele Alampasu,Tiago Gomes,Steven Petkov,Rafael Crivellaro,Ali Ghazal,Mateus Anderson,12,6,6,0,2.05,3.25,3.75
191,191,22,sáb,2019-02-16,18:00,Guimaraes,2.6,0.5,Portimonense,16341,Estádio Dom Afonso Henriques,Artur Soares Dias,/pt/partidas/f0601210/Vitoria-Guimaraes-Portimonense-2019Fevereiro16-Primeira-Liga,2,0,4-1-4-1,3-4-3,13.0,22.0,2.0,3.0,11.0,13.0,643.0,518.0,17.0,23.0,4.0,12.0,14.0,15.0,4.0,2.0,4.0,5.0,71.0,76.0,2.0,0.0,0.0,4.0,0.0,0.0,Douglas,Pedrão,Rafa Soares,Alexandre Guedes,Mattheus Oliveira,Falaye Sacko,Tozé,Yordan Osorio,Alhassan Wakaso,Joseph Amoah,Davidson da Luz Pereira,João Miguel Macedo Silva,Welthon,Pedro Rodrigues,João Carlos Teixeira,Ola John,Frederico Venâncio,Ricardo Abel Barbosa Ferreira,Lucas Possignolo,Jadson,Emmanuel Hackman,Jackson Martínez,Henrique,Lucas Fernandes,Rúben Fernandes,Wellington,Vítor Tormena,Aylton Boa Morte,Leonardo Navacchio,Bruno Tabata,Felipe Macedo,João Carlos,Bruno Reis,Chidera Ezeh,14,9,9,1,1.72,3.6,4.75
192,192,22,sáb,2019-02-16,20:30,Porto,2.1,0.1,Setubal,41116,Estádio Do Dragão,Nuno Almeida,/pt/partidas/a3cbdb6b/Porto-Vitoria-Setubal-2019Fevereiro16-Primeira-Liga,2,0,4-3-3,4-1-4-1,15.0,7.0,7.0,2.0,26.0,12.0,764.0,313.0,11.0,16.0,4.0,10.0,10.0,34.0,1.0,3.0,5.0,15.0,66.0,59.0,3.0,0.0,0.0,5.0,0.0,1.0,Iker Casillas,Éder Militão,Wilson Manafá,Alex Telles,Héctor Herrera,Jesús Corona,Adrián López,Danilo Pereira,Otávio,Felipe,Tiquinho Soares,Vaná,Maxi Pereira,Hernâni Fortes,Óliver Torres,André Pereira,Pepe,Cristiano Pereira Figueiredo,Gustavo Cascardo,Artur Jorge Marques Amorim,Nuno Daniel Costeira Valente,Éber Bessa,Vasco Fernandes,Sílvio,Hildeberto Pereira,Frédéric Mendy,José Semedo,Jhonder Cádiz,Milton Raphael,Mano,André Martins Sousa,Kgaogelo Sekgota,Baba Fernandes,Valdu Té,20,3,6,0,1.14,7.5,17.0
193,193,22,dom,2019-02-17,15:00,Belenenses,1.3,1.1,Maritimo,648,Estádio Nacional,António Nobre,/pt/partidas/1bad1d31/Belenenses-SAD-Maritimo-2019Fevereiro17-Primeira-Liga,0,1,4-3-3,4-1-4-1,14.0,17.0,6.0,3.0,23.0,25.0,590.0,389.0,11.0,18.0,7.0,7.0,21.0,23.0,6.0,7.0,8.0,11.0,86.0,72.0,4.0,0.0,0.0,1.0,0.0,0.0,Muriel Becker,Eduardo Henrique,Licá,Dálcio,Diogo Viana,Zakarya Bergdich,Cleylton Santos,André Santos,Gonçalo Silva,Jonatan Lucca,Kikas,Mika,Matija Ljujić,Pierre Sagna,Luís Silva,João Rodrigues,Nuno Miguel Prata Coelho,Charles,Douglas Grolli,Zainadine Júnior,Edgar Costa,Rúben Rafael Sousa Ferreira,Leandro Barrera,Rene Santos,Eulânio Ângelo Chipela Gomes,Josip Vuković,Getterson,Pedro Pelágio,Amir Abedzadeh,Jorge Correa,João Gamboa,Fabrício Baiano,Fábio China,Leandro Cardoso,15,14,1,5,2.05,3.2,3.75
194,194,22,dom,2019-02-17,15:00,Moreirense,1.9,0.3,Tondela,2090,P.D. Comendador Joaquim de Almeida Freit...,Rui Costa,/pt/partidas/1ffea9fc/Moreirense-Tondela-2019Fevereiro17-Primeira-Liga,2,0,4-2-3-1,4-4-2,14.0,18.0,7.0,9.0,21.0,26.0,529.0,524.0,23.0,21.0,15.0,11.0,29.0,22.0,2.0,2.0,8.0,10.0,80.0,91.0,2.0,0.0,0.0,1.0,0.0,0.0,Jhonatan,João Aurélio,Rúben Lima,Fábio Pacheco,David Texeira,Ivanildo Fernandes,Chiquinho,Rafik Halliche,Heriberto Tavares,Arsénio Martins Lafuente Nunes,Neto,Pedro Trigueira,Ibrahima Camará,Bilel Aouacheria,Nenê,Patito Rodríguez,Bruno Silva,Cláudio Ramos,João Jaquité,Azongha Tembeng Abenego,António Xavier,Juan Delgado,Sergio Peña,Fahd Moufi,Tomané,Ricardo Costa,Joãozinho,Jorge Filipe Oliveira Fernandes,Pedro José Moreira Silva,João Pedro,Pité,Jhon Murillo,João Reis,Ricardo Miguel Martins Alves,12,8,5,2,1.85,3.4,4.33
195,195,22,dom,2019-02-17,17:30,Chaves,1.8,1.9,Boavista,4836,Estádio Municipal Eng. Manuel Branco Tei...,Manuel Oliveira,/pt/partidas/155fd00e/Chaves-Boavista-2019Fevereiro17-Primeira-Liga,1,1,4-4-2,4-4-2,13.0,13.0,10.0,8.0,25.0,27.0,464.0,494.0,10.0,8.0,12.0,14.0,29.0,31.0,0.0,3.0,13.0,11.0,81.0,83.0,2.0,0.0,0.0,2.0,0.0,0.0,António Filipe de Carvalho,Paulo Sérgio Mota,William,Luís Martins,Erdem Şen,Nikola Maraš,Costinha,Gastón Campi,Bruno Gallo,Rúben Macedo,Luther Singh,Ricardo Jorge Novo Nunes,Gevorg Ghazaryan,Renan Bardini Bressan,André Luis,Niltinho,Nemanja Ćalasan,Rafael Bracalli,Raphael,Talocha,Jeferson Fernandes Macedo,Alberto Bueno,Edu Machado,Rafael Costa,Neris,Índio,Rafael Lopes,Idrissa Mandiang,Assis Giovanaz,Nwankwo Obiora,Jubal,Fábio Espinho,Carraça,André Claro,14,13,3,5,2.1,3.2,3.6
196,196,22,dom,2019-02-17,20:00,Sp Lisbon,2.5,0.2,Sp Braga,27673,Estádio José Alvalade,Jorge de Sousa,/pt/partidas/200a95d9/Sporting-CP-Braga-2019Fevereiro17-Primeira-Liga,3,0,3-4-3,4-4-2,21.0,18.0,5.0,2.0,18.0,13.0,521.0,434.0,15.0,6.0,14.0,10.0,18.0,22.0,1.0,3.0,8.0,9.0,87.0,62.0,5.0,0.0,0.0,3.0,0.0,0.0,Renan Ribeiro,Tiago Ilori,Sebastián Coates,Bruno Fernandes,Marcos Acuña,Stefan Ristovski,Abdoulay Diaby,Cristian Borja,Bas Dost,Wendel,Nemanja Gudelj,Romain Salin,Jefferson Nascimento,André Almeida Pinto,Raphinha,Francisco Geraldes,Luiz Phellype,Tiago Sá,Nuno Sequeira,João Novais,Paulinho,Claudemir de Souza,Fransérgio,Raul Silva,Bruno Viana,Ricardo Esgaio,Marcelo Goiano,Dyego Sousa,José Carlos Marafona,Ailton,Wilson Eduardo,Ricardo,Eduardo Teixeira,Ricardo Horta,13,5,7,1,2.37,3.3,2.9
197,197,22,seg,2019-02-18,20:15,Aves,0.9,1.4,Benfica,5159,Estádio Clube Desportivo das Aves,Hugo Miguel,/pt/partidas/97ae6b06/Aves-Benfica-2019Fevereiro18-Primeira-Liga,0,3,3-4-3,4-4-2,15.0,16.0,8.0,6.0,21.0,17.0,461.0,717.0,16.0,20.0,14.0,6.0,17.0,25.0,3.0,1.0,8.0,8.0,75.0,68.0,1.0,0.0,0.0,3.0,1.0,0.0,Quentin Beunardeau,Rodrigo Alves Soares,Vitor Costa,Bruno Manuel Araújo Braga,Carlos Ponck,Vítor Gomes,Derley,Diego Galo,Jorge Fellipe,Mama Samba Baldé,Luquinhas,Fábio Szymonek,Rodrigo Defendi,Rúben Alexandre Gomes Oliveira,Luis Fariña,Abdoulaye Diallo,Mato Miloš,Odisseas Vlachodimos,Álex Grimaldo,Rúben Dias,Gabriel,Haris Seferović,Pizzi,Andreas Samaris,Rafa Silva,André Almeida,João Félix,Francisco Reis Ferreira,Mile Svilar,Sébastien Corchia,Jonas,Franco Cervi,Andrija Živković,Jota,15,12,4,6,7.0,4.75,1.4
198,198,23,sex,2019-02-22,19:00,Sp Braga,1.3,0.5,Belenenses,9054,Estádio Municipal de Braga,Nuno Almeida,/pt/partidas/223e241a/Braga-Belenenses-SAD-2019Fevereiro22-Primeira-Liga,0,2,4-4-2,3-4-3,10.0,10.0,12.0,3.0,42.0,9.0,648.0,431.0,10.0,18.0,14.0,9.0,7.0,33.0,3.0,1.0,3.0,7.0,72.0,76.0,1.0,0.0,0.0,3.0,0.0,0.0,Tiago Sá,Ailton,Wilson Eduardo,Eduardo Teixeira,Murilo Costa,Ricardo Horta,Claudemir de Souza,Bruno Viana,João Palhinha,Marcelo Goiano,Dyego Sousa,José Carlos Marafona,Nuno Sequeira,Ricardo,Xadas,Paulinho,Ricardo Esgaio,Muriel Becker,Eduardo Henrique,Vincent Sasso,Licá,Diogo Viana,Zakarya Bergdich,André Santos,Gonçalo Silva,Jonatan Lucca,Nuno Miguel Prata Coelho,Kikas,Mika,Dálcio,Matija Ljujić,Cleylton Santos,Christian Neiva Afonso,Diogo Calila,17,6,5,4,1.33,4.75,9.0
199,199,23,sex,2019-02-22,21:15,Tondela,0.5,2.3,Porto,3963,Estádio João Cardoso,Luís Godinho,/pt/partidas/c695b8d5/Tondela-Porto-2019Fevereiro22-Primeira-Liga,0,3,4-4-2,4-4-2,13.0,25.0,3.0,6.0,21.0,17.0,498.0,618.0,18.0,18.0,14.0,10.0,22.0,22.0,3.0,4.0,9.0,8.0,91.0,100.0,1.0,0.0,0.0,1.0,0.0,0.0,Cláudio Ramos,João Jaquité,António Xavier,Juan Delgado,Sergio Peña,Fahd Moufi,Tomané,Ricardo Costa,Joãozinho,Bruno Monteiro,Ricardo Miguel Martins Alves,Pedro José Moreira Silva,Ícaro do Carmo Silva,Azongha Tembeng Abenego,João Pedro,Pité,Jhon Murillo,Iker Casillas,Óliver Torres,Wilson Manafá,Alex Telles,Héctor Herrera,Jesús Corona,Adrián López,Otávio,Felipe,Pepe,Fernando,Vaná,Maxi Pereira,Bruno Xavier Almeida Costa,Hernâni Fortes,Yacine Brahimi,Chancel Mbemba,11,15,2,5,7.5,3.75,1.5
200,200,23,sáb,2019-02-23,15:30,Feirense,0.7,0.8,Moreirense,3241,Estádio Marcolino de Castro,Manuel Oliveira,/pt/partidas/ad268e0a/Feirense-Moreirense-2019Fevereiro23-Primeira-Liga,1,3,4-2-3-1,4-2-3-1,23.0,16.0,5.0,5.0,10.0,18.0,523.0,494.0,18.0,20.0,8.0,13.0,11.0,13.0,9.0,2.0,5.0,5.0,109.0,85.0,2.0,0.0,0.0,0.0,0.0,0.0,André Moreira,Tiago Gomes,Antonio Briseño,Steven Petkov,Tiago Silva,Edson Rodrigues Farias,Flávio Ramos,Ali Ghazal,Fábio Sturgeon,Mateus Anderson,Lawrence Ofori,Dele Alampasu,Kuca,Bruno Nascimento,Cris,João Silva,Rafael Crivellaro,Jhonatan,João Aurélio,Fábio Pacheco,David Texeira,Ivanildo Fernandes,Chiquinho,Rafik Halliche,Bruno Silva,Heriberto Tavares,Arsénio Martins Lafuente Nunes,Neto,Pedro Trigueira,Ibrahima Camará,Bilel Aouacheria,Nenê,Patito Rodríguez,Pedro Nuno,11,10,4,5,3.8,3.2,2.0
201,201,23,sáb,2019-02-23,18:00,Portimonense,0.8,0.8,Aves,2850,Estádio do Portimonense SC,Jorge de Sousa,/pt/partidas/25249a26/Portimonense-Aves-2019Fevereiro23-Primeira-Liga,1,1,3-4-3,3-4-3,15.0,21.0,5.0,6.0,18.0,15.0,720.0,413.0,16.0,16.0,12.0,11.0,23.0,44.0,1.0,2.0,7.0,8.0,88.0,82.0,2.0,0.0,0.0,3.0,0.0,0.0,Ricardo Abel Barbosa Ferreira,Lucas Possignolo,Jadson,Dener,Jackson Martínez,Henrique,Pedro Sá,Lucas Fernandes,Rúben Fernandes,Wellington,Vítor Tormena,Leonardo Navacchio,Paulinho,Bruno Tabata,Felipe Macedo,João Carlos,Bruno Reis,Quentin Beunardeau,Rodrigo Alves Soares,Vitor Costa,Luis Fariña,Carlos Ponck,Vítor Gomes,Derley,Diego Galo,Jorge Fellipe,Mama Samba Baldé,Luquinhas,Fábio Szymonek,Rodrigo Defendi,Rúben Alexandre Gomes Oliveira,Bruno Manuel Araújo Braga,Mato Miloš,Ricardo Rodrigues,11,7,5,2,1.9,3.4,4.0
202,202,23,sáb,2019-02-23,20:30,Setubal,1.5,1.6,Guimaraes,2954,Estádio do Bonfim,Hugo Miguel,/pt/partidas/35f7e19e/Vitoria-Setubal-Vitoria-Guimaraes-2019Fevereiro23-Primeira-Liga,1,1,4-2-3-1,4-3-3,17.0,19.0,5.0,7.0,21.0,23.0,509.0,597.0,16.0,15.0,4.0,6.0,26.0,26.0,7.0,1.0,8.0,8.0,87.0,95.0,2.0,0.0,0.0,4.0,0.0,1.0,Giorgi Makaridze,Gustavo Cascardo,Artur Jorge Marques Amorim,Nuno Daniel Costeira Valente,Vasco Fernandes,Sílvio,Hildeberto Pereira,Kgaogelo Sekgota,José Semedo,Tiago Castro,Jhonder Cádiz,Cristiano Pereira Figueiredo,Mano,André Martins Sousa,Frédéric Mendy,Baba Fernandes,Valdu Té,Douglas,Pedrão,Rafa Soares,Alexandre Guedes,Mattheus Oliveira,Falaye Sacko,Tozé,Yordan Osorio,Alhassan Wakaso,Joseph Amoah,Davidson da Luz Pereira,João Miguel Macedo Silva,Welthon,Pedro Rodrigues,João Carlos Teixeira,Florent Hanin,Ola John,14,21,5,6,3.6,3.0,2.2
203,203,23,dom,2019-02-24,14:30,Santa Clara,1.0,1.2,Nacional,1896,Estádio de São Miguel,António Nobre,/pt/partidas/730e9243/Santa-Clara-Nacional-2019Fevereiro24-Primeira-Liga,2,0,4-4-2,4-4-2,22.0,11.0,7.0,3.0,23.0,16.0,575.0,451.0,16.0,13.0,16.0,14.0,19.0,26.0,1.0,0.0,10.0,6.0,95.0,90.0,3.0,0.0,0.0,4.0,0.0,1.0,Marco André Rocha Pereira,Fábio Cardoso,Ukra,Denis Pineda,César,João Paulo Lázaro Lucas,Kaio Pantaleão,Martin Chrien,Francisco Ramos,Patrick,Guilherme Schettine,João Lopes,Bruno Lamas,Mamadu Candé,Lucas Marques,Zé Manuel,Malick Evouna,Daniel Guimarães,Mauro Cerqueira,Brayan Riascos,Sérgio Marakis,Kalindi Alves de Souza,Witi,Aleksandar Paločević,Lazar Rosić,Bryan Róchez,Julio,Vítor Gonçalves,Lucas França,Diogo Alexis Rodrigues Coelho,Okacha Hamzaoui,Diego Barcelos,,,7,13,3,3,2.15,3.4,3.25
204,204,23,dom,2019-02-24,17:30,Boavista,1.7,1.3,Rio Ave,4649,Estádio do Bessa Século XXI,Fábio Costa,/pt/partidas/79c85629/Boavista-Rio-Ave-2019Fevereiro24-Primeira-Liga,1,0,4-4-2,4-2-3-1,22.0,20.0,4.0,10.0,8.0,33.0,391.0,649.0,17.0,16.0,16.0,15.0,40.0,13.0,0.0,0.0,,,70.0,85.0,4.0,0.0,0.0,5.0,1.0,1.0,Rafael Bracalli,Raphael,Nwankwo Obiora,Talocha,Mateus Galiano da Costa,Alberto Bueno,Edu Machado,Rafael Costa,Neris,Federico Falcone,Índio,Assis Giovanaz,Jubal,Fábio Espinho,Yusupha Njie,Jeferson Fernandes Macedo,Carraça,Leonardo César Jardim,Rúben Semedo,Nélson Monte,Ricardo José Vaz Alves Monteiro,Bruno Moreira,Diego Lopes,Carlos,Fábio Coentrão,Filipe Augusto,Eliseu Cassamá,Galeno,Paulo Vítor Fagundes dos Anjos,Matheus Reis,Murilo Oliveira de Freitas,Ronan,Nikola Jambor,Gabriel Airton de Souza,7,16,5,4,2.2,3.1,3.5
