Unnamed: 0.1,Unnamed: 0,Jornada,Dia,Data,Horário,home,xG_home,xG_away,away,Assistance,Local,Árbitro,Relatório da Partida,goals_home,goals_away,formacao_home,formacao_away,Faltas_home,Faltas_away,Escanteios_home,Escanteios_away,Cruzamentos_home,Cruzamentos_away,Contatos_home,Contatos_away,Bote defensivo_home,Bote defensivo_away,Cortes_home,Cortes_away,Defesas_home,Defesas_away,Impedimentos_home,Impedimentos_away,Tiro de meta_home,Tiro de meta_away,Bolas longas_home,Bolas longas_away,yellow_card_home,red_card_home,yellow_red_card_home,yellow_card_away,red_card_away,yellow_red_card_away,jogador1_home,jogador2_home,jogador3_home,jogador4_home,jogador5_home,jogador6_home,jogador7_home,jogador8_home,jogador9_home,jogador10_home,jogador11_home,jogador12_home,jogador13_home,jogador14_home,jogador15_home,jogador16_home,jogador17_home,jogador1_away,jogador2_away,jogador3_away,jogador4_away,jogador5_away,jogador6_away,jogador7_away,jogador8_away,jogador9_away,jogador10_away,jogador11_away,jogador12_away,jogador13_away,jogador14_away,jogador15_away,jogador16_away,jogador17_away,HS,AS,HST,AST,B365H,B365D,B365A
157,157,18,sáb,2019-01-19,18:00,Sp Lisbon,0.8,1.0,Moreirense,30121,Estádio José Alvalade,Rui Costa,/pt/partidas/c3b124fd/Sporting-CP-Moreirense-2019Janeiro19-Primeira-Liga,2,1,4-3-3,4-4-2,14.0,8.0,2.0,4.0,14.0,14.0,704.0,555.0,15.0,12.0,15.0,23.0,18.0,16.0,5.0,2.0,6.0,8.0,81.0,71.0,2.0,0.0,0.0,2.0,0.0,0.0,Renan Ribeiro,Sebastián Coates,Bruno Fernandes,Marcos Acuña,Stefan Ristovski,Nani,Jérémy Mathieu,Abdoulay Diaby,Bas Dost,Wendel,Nemanja Gudelj,Romain Salin,Jefferson Nascimento,André Almeida Pinto,Raphinha,Francisco Geraldes,Radosav Petrović,Jhonatan,Iago Santos,Rúben Lima,Fábio Pacheco,Chiquinho,Rafik Halliche,Pedro Nuno,Mamadou Loum,Heriberto Tavares,Arsénio Martins Lafuente Nunes,Anthony D'Alberto,Pedro Trigueira,Alan Eduardo Schons,David Texeira,Bilel Aouacheria,Nenê,Patito Rodríguez,10,7,4,2,1.4,4.5,8.0
158,158,18,sáb,2019-01-19,19:30,Santa Clara,1.2,0.8,Maritimo,3139,Estádio de São Miguel,Hélder Malheiro,/pt/partidas/93c671d3/Santa-Clara-Maritimo-2019Janeiro19-Primeira-Liga,0,1,4-4-2,4-4-2,18.0,20.0,11.0,2.0,48.0,10.0,697.0,503.0,12.0,16.0,8.0,14.0,18.0,55.0,1.0,1.0,4.0,11.0,118.0,76.0,1.0,0.0,0.0,6.0,0.0,0.0,Serginho,Danildo Accioly,Denis Pineda,César,João Paulo Lázaro Lucas,Alfredo Stephens,Bruno Lamas,Martin Chrien,Mamadu Candé,Anderson Carvalho,Zé Manuel,João Lopes,Ukra,Paulo Clemente,Minhoca,Kaio Pantaleão,Lucas Marques,Charles,Zainadine Júnior,Lucas Áfrico,Jorge Correa,Rodrigo Pinho,Edgar Costa,João Gamboa,Eulânio Ângelo Chipela Gomes,Josip Vuković,Fábio China,Diederrick Joel,Pedro Mateus,Jean Cléber,Mamadou Traoré,Leandro Barrera,Ricardo Jorge Oliveira Valente,Pedro Pelágio,13,12,1,4,2.37,3.1,3.1
159,159,18,dom,2019-01-20,15:00,Aves,1.3,0.5,Setubal,1617,Estádio Clube Desportivo das Aves,Artur Soares Dias,/pt/partidas/f9d630cc/Aves-Vitoria-Setubal-2019Janeiro20-Primeira-Liga,2,1,4-2-3-1,4-2-3-1,21.0,15.0,9.0,9.0,24.0,23.0,534.0,582.0,22.0,21.0,10.0,9.0,49.0,32.0,0.0,3.0,4.0,5.0,74.0,71.0,1.0,0.0,0.0,4.0,0.0,1.0,Quentin Beunardeau,Rodrigo Alves Soares,Vitor Costa,Luis Fariña,Amilton,Carlos Ponck,Claudio Falcão,Vítor Gomes,Derley,Diego Galo,Mama Samba Baldé,André Ferreira,Rodrigo Defendi,Bruno Manuel Araújo Braga,Mato Miloš,Bruno Gomes,Luquinhas,Cristiano Pereira Figueiredo,Gustavo Cascardo,Artur Jorge Marques Amorim,Dankler,Alex,Éber Bessa,Vasco Fernandes,Rúben Micael,José Semedo,Mikel Agu,Jhonder Cádiz,Milton Raphael,Mano,Hildeberto Pereira,Frédéric Mendy,André Pedrosa,Valdu Té,16,6,4,1,2.4,3.3,2.87
160,160,18,dom,2019-01-20,17:30,Boavista,0.8,1.5,Portimonense,4145,Estádio do Bessa Século XXI,Manuel Mota,/pt/partidas/05967561/Boavista-Portimonense-2019Janeiro20-Primeira-Liga,0,2,4-2-3-1,4-3-3,16.0,12.0,6.0,1.0,27.0,15.0,658.0,516.0,16.0,25.0,19.0,18.0,20.0,26.0,2.0,0.0,10.0,13.0,91.0,103.0,1.0,0.0,0.0,1.0,0.0,0.0,Helton Leite,Gonçalo Cardoso,Talocha,Mateus Galiano da Costa,André Claro,Edu Machado,Rafael Costa,Neris,Índio,Rafael Lopes,Idrissa Mandiang,Rafael Bracalli,Raphael,Carraça,Koneh Ibrahim,Aymen Tahar,Federico Falcone,Ricardo Abel Barbosa Ferreira,Lucas Possignolo,Jadson,Dener,Jackson Martínez,Bruno Tabata,Pedro Sá,Lucas Fernandes,Rúben Fernandes,Wellington,Vítor Tormena,Leonardo Navacchio,Emmanuel Hackman,João Carlos,Chidera Ezeh,Jamerson,,13,12,1,4,2.4,3.0,3.2
161,161,18,dom,2019-01-20,20:00,Rio Ave,1.0,0.7,Feirense,2052,Estádio do Rio Ave Futebol Clube,João Pinheiro,/pt/partidas/199f4b22/Rio-Ave-Feirense-2019Janeiro20-Primeira-Liga,0,0,4-2-3-1,4-4-2,15.0,31.0,11.0,2.0,23.0,17.0,645.0,470.0,7.0,19.0,6.0,11.0,10.0,44.0,2.0,3.0,,,62.0,75.0,0.0,0.0,0.0,4.0,0.0,0.0,Leonardo César Jardim,Nélson Monte,Jonathan Buatu Mananga,Diego Lopes,João Schmidt,Fábio Coentrão,Leandrinho,Eliseu Cassamá,Afonso Figueiredo,Gabriel Airton de Souza,Carlos Vinícius,Paulo Vítor Fagundes dos Anjos,Miguel Fernando Pereira Rodrigues,Ricardo José Vaz Alves Monteiro,Bruno Moreira,Junio,Vitó Ferreira,Dele Alampasu,Diogo Miguel Guedes Almeida,Tiago Gomes,Antonio Briseño,Steven Petkov,Tiago Silva,José Adolfo Valencia,Rafael Crivellaro,Ali Ghazal,Vítor Bruno,Philipe Sampaio,Tomas Martins Bozhinoski,Bruno Nascimento,Cris,Edinho,Marco Soares,João Tavares Almeida,12,7,2,3,1.66,3.75,5.0
162,162,19,seg,2019-01-28,17:00,Maritimo,0.9,1.6,Rio Ave,5420,Estádio dos Barreiros,Hugo Miguel,/pt/partidas/358391a8/Maritimo-Rio-Ave-2019Janeiro28-Primeira-Liga,0,2,4-4-2,4-1-4-1,17.0,12.0,3.0,4.0,23.0,13.0,658.0,531.0,15.0,23.0,12.0,17.0,17.0,26.0,2.0,2.0,,,72.0,57.0,3.0,0.0,0.0,2.0,0.0,0.0,Charles,Bebeto,Zainadine Júnior,Lucas Áfrico,Jorge Correa,Rodrigo Pinho,Edgar Costa,João Gamboa,Josip Vuković,Fábio China,Diederrick Joel,Pedro Mateus,Douglas Grolli,Jean Cléber,Leandro Barrera,Eulânio Ângelo Chipela Gomes,Ricardo Jorge Oliveira Valente,Leonardo César Jardim,Matheus Reis,Nélson Monte,Jonathan Buatu Mananga,Murilo Oliveira de Freitas,Ricardo José Vaz Alves Monteiro,Bruno Moreira,Diego Lopes,João Schmidt,Eliseu Cassamá,Nikola Jambor,Paulo Vítor Fagundes dos Anjos,Miguel Fernando Pereira Rodrigues,Ronan,Leandrinho,Afonso Figueiredo,Vitó Ferreira,12,11,2,6,2.45,3.1,3.0
163,163,19,seg,2019-01-28,19:00,Tondela,0.3,2.5,Aves,1478,Estádio João Cardoso,Vitor Ferreira Fernandes,/pt/partidas/1b73b1c0/Tondela-Aves-2019Janeiro28-Primeira-Liga,0,2,4-2-3-1,3-4-3,11.0,19.0,6.0,7.0,32.0,15.0,629.0,471.0,17.0,17.0,12.0,17.0,14.0,34.0,0.0,2.0,7.0,8.0,77.0,73.0,2.0,1.0,0.0,1.0,0.0,0.0,Cláudio Ramos,João Jaquité,António Xavier,Juan Delgado,Sergio Peña,Tomané,David Bruno,Joãozinho,Bruno Monteiro,Ricardo Miguel Martins Alves,Jorge Filipe Oliveira Fernandes,Pedro José Moreira Silva,Azongha Tembeng Abenego,Pité,Jhon Murillo,João Reis,Fahd Moufi,Quentin Beunardeau,Rodrigo Alves Soares,Vitor Costa,Carlos Ponck,Claudio Falcão,Vítor Gomes,Derley,Diego Galo,Jorge Fellipe,Mama Samba Baldé,Luquinhas,André Ferreira,Rodrigo Defendi,Bruno Manuel Araújo Braga,Luis Fariña,Mato Miloš,Bruno Gomes,6,14,3,8,1.95,3.2,4.2
164,164,19,seg,2019-01-28,19:00,Moreirense,1.3,0.7,Nacional,1329,P.D. Comendador Joaquim de Almeida Freit...,Manuel Mota,/pt/partidas/a9d28c40/Moreirense-Nacional-2019Janeiro28-Primeira-Liga,2,1,4-4-2,4-2-3-1,13.0,16.0,4.0,5.0,19.0,16.0,476.0,517.0,20.0,10.0,7.0,8.0,24.0,15.0,6.0,1.0,7.0,13.0,81.0,91.0,1.0,0.0,0.0,4.0,0.0,1.0,Jhonatan,João Aurélio,Iago Santos,Rúben Lima,Fábio Pacheco,Nenê,Chiquinho,Rafik Halliche,Mamadou Loum,Heriberto Tavares,Arsénio Martins Lafuente Nunes,Pedro Trigueira,David Texeira,Bilel Aouacheria,Ivanildo Fernandes,Pedro Nuno,Bruno Silva,Lucas França,João Tiago Serrão Garcês,Okacha Hamzaoui,Kenji Gorré,Filipe Ferreira,Sérgio Marakis,Kalindi Alves de Souza,Witi,Lazar Rosić,Julio,Vítor Gonçalves,Ohoulo Framelin,Nuno Vieira Campos,Diogo Alexis Rodrigues Coelho,Giorgi Arabidze,João Pedro Gomes Camacho,Aleksandar Paločević,15,6,5,3,1.95,3.3,4.0
165,165,19,seg,2019-01-28,21:15,Feirense,0.4,1.7,Guimaraes,3014,Estádio Marcolino de Castro,Nuno Almeida,/pt/partidas/8d8ce57b/Feirense-Vitoria-Guimaraes-2019Janeiro28-Primeira-Liga,1,2,4-4-2,4-1-4-1,22.0,15.0,1.0,11.0,24.0,23.0,526.0,531.0,23.0,10.0,13.0,9.0,29.0,27.0,1.0,1.0,4.0,6.0,82.0,105.0,0.0,0.0,0.0,1.0,0.0,0.0,André Moreira,Diogo Miguel Guedes Almeida,Tiago Gomes,Antonio Briseño,Steven Petkov,José Adolfo Valencia,Marco Soares,Ali Ghazal,Fábio Sturgeon,Vítor Bruno,Philipe Sampaio,Dele Alampasu,Brian Gómez,Bruno Nascimento,Cris,Zé Pedro,Rafael Crivellaro,Douglas,Pedrão,Rafa Soares,Alexandre Guedes,André André,Falaye Sacko,Tozé,Alhassan Wakaso,Ola John,Joseph Amoah,Frederico Venâncio,João Miguel Macedo Silva,Welthon,Pedro Rodrigues,Mattheus Oliveira,Florent Hanin,Edmond Tapsoba,7,16,3,6,4.0,3.2,2.05
166,166,19,ter,2019-01-29,19:00,Benfica,3.1,1.7,Boavista,41352,Estádio do Sport Lisboa e Benfica,Rui Costa,/pt/partidas/c15021c6/Benfica-Boavista-2019Janeiro29-Primeira-Liga,5,1,4-2-2-2,4-4-2,16.0,16.0,16.0,4.0,38.0,13.0,701.0,430.0,15.0,10.0,10.0,20.0,12.0,42.0,1.0,2.0,4.0,4.0,83.0,69.0,0.0,0.0,0.0,1.0,0.0,0.0,Odisseas Vlachodimos,Álex Grimaldo,Rúben Dias,Gabriel,Haris Seferović,Pizzi,Andreas Samaris,Rafa Silva,Jardel,André Almeida,João Félix,Ivan Zlobin,Germán Conti,Franco Cervi,Andrija Živković,Eduardo Salvio,Facundo Ferreyra,Helton Leite,Gonçalo Cardoso,Talocha,Mateus Galiano da Costa,Jeferson Fernandes Macedo,Edu Machado,Aymen Tahar,Neris,Índio,Rafael Lopes,Idrissa Mandiang,Rafael Bracalli,Raphael,Carraça,André Claro,Federico Falcone,Samu,18,7,9,3,1.16,7.0,15.0
167,167,19,ter,2019-01-29,19:00,Portimonense,0.7,1.0,Chaves,2163,Estádio do Portimonense SC,André Narciso,/pt/partidas/f3686357/Portimonense-Chaves-2019Janeiro29-Primeira-Liga,0,1,4-3-3,4-3-3,18.0,11.0,8.0,5.0,39.0,20.0,619.0,483.0,17.0,15.0,14.0,19.0,23.0,39.0,2.0,2.0,6.0,13.0,81.0,85.0,4.0,0.0,0.0,6.0,0.0,0.0,Ricardo Abel Barbosa Ferreira,Lucas Possignolo,Jadson,Dener,Jackson Martínez,Bruno Tabata,Pedro Sá,Lucas Fernandes,Rúben Fernandes,Wellington,Vítor Tormena,Leonardo Navacchio,Emmanuel Hackman,Paulinho,João Carlos,Chidera Ezeh,Jamerson,António Filipe de Carvalho,Jefferson de Jesus Santos,William,Nikola Maraš,Costinha,Gastón Campi,Bruno Gallo,Djavan da Silva Ferreira,Lionn,Rúben Macedo,Luther Singh,Ricardo Jorge Novo Nunes,Paulo Sérgio Mota,Renan Bardini Bressan,André Luis,Erdem Şen,Nemanja Ćalasan,14,10,4,5,1.75,3.8,4.33
168,168,19,ter,2019-01-29,21:15,Sp Braga,1.3,1.2,Santa Clara,6933,Estádio Municipal de Braga,João Santos Capela,/pt/partidas/7daa23c7/Braga-Santa-Clara-2019Janeiro29-Primeira-Liga,1,0,4-4-2,4-4-2,19.0,16.0,5.0,4.0,23.0,10.0,642.0,411.0,14.0,8.0,8.0,20.0,15.0,29.0,2.0,3.0,7.0,16.0,83.0,84.0,2.0,0.0,0.0,1.0,0.0,0.0,Tiago Sá,Wilson Eduardo,Ricardo,João Novais,Paulinho,Claudemir de Souza,Raul Silva,Bruno Viana,Ricardo Esgaio,Marcelo Goiano,Dyego Sousa,José Carlos Marafona,Eduardo Teixeira,Murilo Costa,Ricardo Horta,Fransérgio,João Palhinha,Serginho,Danildo Accioly,Osama Rashid,Denis Pineda,César,Kaio Pantaleão,Alfredo Stephens,Martin Chrien,Mamadu Candé,Zé Manuel,Patrick,João Lopes,Fábio Cardoso,Ukra,João Paulo Lázaro Lucas,Bruno Lamas,Lucas Marques,16,12,2,2,1.25,5.5,12.0
169,169,19,qua,2019-01-30,19:00,Setubal,1.3,1.9,Sp Lisbon,5098,Estádio do Bonfim,Hélder Malheiro,/pt/partidas/0b0b1bed/Vitoria-Setubal-Sporting-CP-2019Janeiro30-Primeira-Liga,1,1,4-4-2,4-3-3,20.0,18.0,4.0,9.0,13.0,50.0,430.0,643.0,17.0,10.0,5.0,17.0,49.0,12.0,2.0,1.0,10.0,4.0,69.0,74.0,3.0,0.0,0.0,6.0,1.0,0.0,Cristiano Pereira Figueiredo,Mano,Dankler,Nuno Daniel Costeira Valente,Vasco Fernandes,Rúben Micael,André Martins Sousa,Frédéric Mendy,Mikel Agu,Zequinha,Jhonder Cádiz,Milton Raphael,Hildeberto Pereira,André Pedrosa,Baba Fernandes,Luís Cortez,Valdu Té,Renan Ribeiro,Sebastián Coates,Jefferson Nascimento,Bruno Fernandes,Stefan Ristovski,Raphinha,Abdoulay Diaby,Radosav Petrović,Bas Dost,Wendel,Idrissa Doumbia,Romain Salin,Nani,Luiz Phellype,Abdu Conté,Bruno Gaspar,Jovane Cabral,10,23,5,9,5.25,4.0,1.61
170,170,19,qua,2019-01-30,21:15,Porto,1.5,0.6,Belenenses,21808,Estádio Do Dragão,Luís Godinho,/pt/partidas/10c11b8a/Porto-Belenenses-SAD-2019Janeiro30-Primeira-Liga,3,0,4-4-2,3-4-3,18.0,16.0,4.0,2.0,13.0,16.0,543.0,576.0,19.0,14.0,20.0,18.0,23.0,9.0,0.0,2.0,9.0,9.0,58.0,65.0,1.0,0.0,0.0,2.0,1.0,0.0,Iker Casillas,Éder Militão,Yacine Brahimi,Óliver Torres,Moussa Marega,Alex Telles,Héctor Herrera,Jesús Corona,Felipe,Tiquinho Soares,Pepe,Vaná,Hernâni Fortes,Wilson Manafá,André Pereira,Danilo Pereira,Otávio,Muriel Becker,Eduardo Henrique,Vincent Sasso,Licá,Dálcio,Diogo Viana,Henrique Almeida,Zakarya Bergdich,Cleylton Santos,André Santos,Gonçalo Silva,Guilherme Mata Oliveira,Matija Ljujić,Pierre Sagna,Nuno Tomás,Diogo Calila,Reinildo Mandava,17,12,8,2,1.16,7.5,13.0
171,171,20,sex,2019-02-01,20:30,Rio Ave,0.7,1.4,Tondela,1159,Estádio do Rio Ave Futebol Clube,João Santos Capela,/pt/partidas/63d29cc8/Rio-Ave-Tondela-2019Fevereiro1-Primeira-Liga,2,2,4-2-3-1,4-2-3-1,23.0,17.0,5.0,7.0,11.0,30.0,445.0,442.0,9.0,19.0,10.0,8.0,31.0,13.0,4.0,1.0,,,50.0,81.0,4.0,0.0,0.0,4.0,0.0,1.0,Leonardo César Jardim,Matheus Reis,Nélson Monte,Jonathan Buatu Mananga,Murilo Oliveira de Freitas,Ricardo José Vaz Alves Monteiro,Bruno Moreira,João Schmidt,Eliseu Cassamá,Nikola Jambor,Galeno,Paulo Vítor Fagundes dos Anjos,Rúben Semedo,Ronan,Leandrinho,Afonso Figueiredo,Vitó Ferreira,Cláudio Ramos,João Jaquité,António Xavier,Juan Delgado,Sergio Peña,Fahd Moufi,Tomané,Ricardo Costa,Joãozinho,Bruno Monteiro,Ricardo Miguel Martins Alves,Pedro José Moreira Silva,Azongha Tembeng Abenego,Pité,Jhon Murillo,João Reis,João Mendes,7,13,4,4,2.0,3.4,3.75
172,172,20,sáb,2019-02-02,15:30,Chaves,0.8,0.6,Maritimo,2477,Estádio Municipal Eng. Manuel Branco Tei...,Luís Godinho,/pt/partidas/91ba5037/Chaves-Maritimo-2019Fevereiro2-Primeira-Liga,1,0,4-4-1-1,4-4-2,21.0,19.0,8.0,6.0,16.0,23.0,477.0,607.0,14.0,15.0,12.0,16.0,20.0,21.0,1.0,2.0,4.0,5.0,81.0,84.0,2.0,0.0,0.0,4.0,0.0,0.0,António Filipe de Carvalho,Paulo Sérgio Mota,Jefferson de Jesus Santos,William,Nikola Maraš,Costinha,Gastón Campi,Bruno Gallo,Djavan da Silva Ferreira,Rúben Macedo,Luther Singh,Ricardo Jorge Novo Nunes,Renan Bardini Bressan,André Luis,Erdem Şen,Niltinho,Nemanja Ćalasan,Charles,Bebeto,Zainadine Júnior,Lucas Áfrico,Jorge Correa,Rodrigo Pinho,Edgar Costa,João Gamboa,Josip Vuković,Fábio China,Diederrick Joel,Amir Abedzadeh,Douglas Grolli,Leandro Barrera,Eulânio Ângelo Chipela Gomes,Ricardo Jorge Oliveira Valente,Getterson,11,9,3,2,2.2,3.1,3.5
173,173,20,sáb,2019-02-02,18:00,Boavista,1.3,0.3,Feirense,4056,Estádio do Bessa Século XXI,Hugo Miguel,/pt/partidas/c6a3356e/Boavista-Feirense-2019Fevereiro2-Primeira-Liga,2,0,4-4-2,4-2-3-1,16.0,21.0,4.0,4.0,13.0,18.0,460.0,593.0,10.0,22.0,25.0,11.0,16.0,12.0,2.0,3.0,5.0,6.0,75.0,75.0,4.0,0.0,0.0,4.0,0.0,0.0,Helton Leite,Gonçalo Cardoso,Raphael,Talocha,Mateus Galiano da Costa,Alberto Bueno,Edu Machado,Rafael Costa,Índio,Rafael Lopes,Idrissa Mandiang,Rafael Bracalli,Nwankwo Obiora,Jubal,Jeferson Fernandes Macedo,Carraça,André Claro,André Moreira,Diogo Miguel Guedes Almeida,Antonio Briseño,Tiago Silva,José Adolfo Valencia,Flávio Ramos,Rafael Crivellaro,Ali Ghazal,Fábio Sturgeon,Mateus Anderson,Vítor Bruno,Dele Alampasu,Tiago Gomes,Steven Petkov,Bruno Nascimento,Cris,João Silva,12,7,7,1,1.95,3.1,4.33
174,174,20,sáb,2019-02-02,20:30,Aves,0.3,1.9,Sp Braga,2175,Estádio Clube Desportivo das Aves,Hélder Malheiro,/pt/partidas/272e0164/Aves-Braga-2019Fevereiro2-Primeira-Liga,0,2,5-3-2,4-4-2,20.0,13.0,3.0,5.0,13.0,23.0,412.0,728.0,17.0,11.0,14.0,9.0,29.0,17.0,3.0,3.0,11.0,9.0,83.0,77.0,3.0,0.0,0.0,4.0,0.0,0.0,Quentin Beunardeau,Rodrigo Alves Soares,Vitor Costa,Carlos Ponck,Claudio Falcão,Vítor Gomes,Derley,Diego Galo,Jorge Fellipe,Mama Samba Baldé,Luquinhas,André Ferreira,Rodrigo Defendi,Bruno Manuel Araújo Braga,Luis Fariña,Mato Miloš,Erik Nascimento,Tiago Sá,Nuno Sequeira,Paulinho,Ricardo Horta,Claudemir de Souza,Raul Silva,Bruno Viana,Ricardo Esgaio,João Palhinha,Marcelo Goiano,Dyego Sousa,José Carlos Marafona,Wilson Eduardo,Pablo Santos,João Novais,Murilo Costa,Fransérgio,7,13,0,5,5.25,3.6,1.66
175,175,20,dom,2019-02-03,14:00,Santa Clara,3.7,1.5,Portimonense,2321,Estádio de São Miguel,Vitor Ferreira Fernandes,/pt/partidas/6408e263/Santa-Clara-Portimonense-2019Fevereiro3-Primeira-Liga,2,1,4-3-3,4-4-2,7.0,12.0,7.0,7.0,27.0,16.0,586.0,442.0,13.0,11.0,10.0,13.0,17.0,30.0,1.0,0.0,6.0,13.0,84.0,109.0,2.0,0.0,0.0,1.0,1.0,0.0,Marco André Rocha Pereira,Fábio Cardoso,Osama Rashid,Denis Pineda,César,João Paulo Lázaro Lucas,Kaio Pantaleão,Alfredo Stephens,Bruno Lamas,Zé Manuel,Patrick,Serginho,Danildo Accioly,Ukra,Martin Chrien,Lucas Marques,Pablo Diogo,Ricardo Abel Barbosa Ferreira,Lucas Possignolo,Jadson,Dener,Jackson Martínez,Bruno Tabata,Pedro Sá,Lucas Fernandes,Rúben Fernandes,Wellington,Vítor Tormena,Leonardo Navacchio,Emmanuel Hackman,Paulinho,João Carlos,Chidera Ezeh,Aylton Boa Morte,23,14,11,6,2.55,3.2,2.8
176,176,20,dom,2019-02-03,15:00,Nacional,0.7,1.0,Setubal,1675,Estádio da Madeira,João Pinto,/pt/partidas/3521383a/Nacional-Vitoria-Setubal-2019Fevereiro3-Primeira-Liga,0,0,4-3-3,4-4-2,20.0,26.0,8.0,6.0,34.0,14.0,510.0,405.0,13.0,16.0,13.0,9.0,24.0,24.0,1.0,4.0,4.0,11.0,83.0,96.0,2.0,0.0,0.0,4.0,0.0,0.0,Daniel Guimarães,Okacha Hamzaoui,Diego Barcelos,Brayan Riascos,Filipe Ferreira,Sérgio Marakis,Kalindi Alves de Souza,Aleksandar Paločević,Lazar Rosić,Julio,Vítor Gonçalves,Lucas França,Nuno Vieira Campos,Diogo Alexis Rodrigues Coelho,Fernando Tissone,Witi,Bryan Róchez,Cristiano Pereira Figueiredo,Mano,Dankler,Nuno Daniel Costeira Valente,Éber Bessa,Vasco Fernandes,Sílvio,Frédéric Mendy,Mikel Agu,Zequinha,Jhonder Cádiz,Milton Raphael,Gustavo Cascardo,Artur Jorge Marques Amorim,André Martins Sousa,José Semedo,Allef,16,8,1,2,2.37,3.2,3.0
177,177,20,dom,2019-02-03,17:30,Sp Lisbon,1.5,3.2,Benfica,45503,Estádio José Alvalade,Artur Soares Dias,/pt/partidas/7dd542b2/Derby-de-Lisboa-Sporting-CP-Benfica-2019Fevereiro3-Primeira-Liga,2,4,4-3-3,4-4-2,21.0,25.0,5.0,4.0,20.0,12.0,576.0,539.0,23.0,27.0,10.0,13.0,11.0,25.0,3.0,4.0,8.0,8.0,75.0,72.0,5.0,0.0,0.0,2.0,1.0,0.0,Renan Ribeiro,Sebastián Coates,Jefferson Nascimento,André Almeida Pinto,Bruno Fernandes,Nani,Raphinha,Bas Dost,Wendel,Bruno Gaspar,Nemanja Gudelj,Romain Salin,Tiago Ilori,Abdoulay Diaby,Radosav Petrović,Cristian Borja,Luiz Phellype,Odisseas Vlachodimos,Álex Grimaldo,Rúben Dias,Gabriel,Haris Seferović,Pizzi,Andreas Samaris,Rafa Silva,Jardel,André Almeida,João Félix,Mile Svilar,Franco Cervi,Eduardo Salvio,Filip Krovinović,Jota,Gedson Fernandes,17,13,6,7,3.1,3.1,2.37
178,178,20,dom,2019-02-03,20:00,Guimaraes,0.3,2.2,Porto,25110,Estádio Dom Afonso Henriques,Rui Costa,/pt/partidas/556921d1/Vitoria-Guimaraes-Porto-2019Fevereiro3-Primeira-Liga,0,0,4-1-4-1,4-4-2,19.0,20.0,1.0,9.0,12.0,25.0,422.0,591.0,29.0,19.0,14.0,14.0,35.0,10.0,3.0,3.0,9.0,6.0,91.0,79.0,1.0,0.0,0.0,4.0,0.0,0.0,Douglas,Pedrão,Rafa Soares,Pedro Rodrigues,Alexandre Guedes,Falaye Sacko,Tozé,Alhassan Wakaso,Joseph Amoah,Frederico Venâncio,Davidson da Luz Pereira,João Miguel Macedo Silva,Welthon,Mattheus Oliveira,Florent Hanin,Ola John,Edmond Tapsoba,Iker Casillas,Éder Militão,Yacine Brahimi,Óliver Torres,Moussa Marega,Alex Telles,Héctor Herrera,Jesús Corona,Felipe,Tiquinho Soares,Pepe,Vaná,Hernâni Fortes,Wilson Manafá,Mamadou Loum,Danilo Pereira,Otávio,8,22,3,6,6.0,3.75,1.57
179,179,20,seg,2019-02-04,20:15,Belenenses,1.1,0.6,Moreirense,298,Estádio Nacional,Cláudio Ruivo Pereira,/pt/partidas/b28edd4b/Belenenses-SAD-Moreirense-2019Fevereiro4-Primeira-Liga,0,1,3-4-3,4-4-2,16.0,16.0,3.0,7.0,12.0,23.0,636.0,465.0,16.0,15.0,18.0,19.0,23.0,10.0,2.0,2.0,8.0,6.0,94.0,82.0,2.0,0.0,0.0,1.0,0.0,0.0,Muriel Becker,Eduardo Henrique,Vincent Sasso,Licá,Dálcio,Diogo Viana,Henrique Almeida,Zakarya Bergdich,Cleylton Santos,Nuno Tomás,André Santos,Mika,Matija Ljujić,Pierre Sagna,Luís Silva,Christian Neiva Afonso,Diogo Calila,Jhonatan,João Aurélio,Iago Santos,Rúben Lima,Fábio Pacheco,Chiquinho,Rafik Halliche,Pedro Nuno,Heriberto Tavares,Arsénio Martins Lafuente Nunes,Neto,Pedro Trigueira,Alan Eduardo Schons,David Texeira,Bilel Aouacheria,Ivanildo Fernandes,Patito Rodríguez,7,14,3,4,2.5,3.1,2.9
180,180,21,sex,2019-02-08,20:30,Moreirense,1.2,1.7,Porto,3941,P.D. Comendador Joaquim de Almeida Freit...,Jorge de Sousa,/pt/partidas/10fb13c1/Moreirense-Porto-2019Fevereiro8-Primeira-Liga,1,1,4-4-2,4-3-3,19.0,9.0,4.0,8.0,15.0,31.0,503.0,732.0,29.0,19.0,18.0,14.0,30.0,12.0,4.0,4.0,9.0,6.0,85.0,121.0,3.0,0.0,0.0,0.0,0.0,0.0,Jhonatan,João Aurélio,Iago Santos,Rúben Lima,Fábio Pacheco,David Texeira,Chiquinho,Rafik Halliche,Heriberto Tavares,Arsénio Martins Lafuente Nunes,Neto,Pedro Trigueira,Alan Eduardo Schons,Ivanildo Fernandes,Patito Rodríguez,Pedro Nuno,Bruno Silva,Iker Casillas,Éder Militão,Yacine Brahimi,Óliver Torres,Alex Telles,Héctor Herrera,Jesús Corona,Danilo Pereira,Felipe,Tiquinho Soares,Pepe,Vaná,Hernâni Fortes,Wilson Manafá,Mamadou Loum,André Pereira,Otávio,14,13,2,3,7.5,4.0,1.5
