Unnamed: 0.1,Unnamed: 0,Rodada,Jornada,Dia,Data,Horário,home,xG_home,xG_away,away,Assistance,Local,Árbitro,Relatório da Partida,goals_home,goals_away,formacao_home,formacao_away,Faltas_home,Faltas_away,Escanteios_home,Escanteios_away,Cruzamentos_home,Cruzamentos_away,Contatos_home,Contatos_away,Bote defensivo_home,Bote defensivo_away,Cortes_home,Cortes_away,Defesas_home,Defesas_away,Impedimentos_home,Impedimentos_away,Tiro de meta_home,Tiro de meta_away,Bolas longas_home,Bolas longas_away,yellow_card_home,red_card_home,yellow_red_card_home,yellow_card_away,red_card_away,yellow_red_card_away,jogador1_home,jogador2_home,jogador3_home,jogador4_home,jogador5_home,jogador6_home,jogador7_home,jogador8_home,jogador9_home,jogador10_home,jogador11_home,jogador12_home,jogador13_home,jogador14_home,jogador15_home,jogador16_home,jogador17_home,jogador18_home,jogador19_home,jogador1_away,jogador2_away,jogador3_away,jogador4_away,jogador5_away,jogador6_away,jogador7_away,jogador8_away,jogador9_away,jogador10_away,jogador11_away,jogador12_away,jogador13_away,jogador14_away,jogador15_away,jogador16_away,jogador17_away,jogador18_away,jogador19_away,HomeTeam,AwayTeam,HS,AS,HST,AST,B365H,B365D,B365A
166,166,Regular season,19.0,dom,2022-01-23,15:30,Guimaraes,2.1,0.6,Estoril,7745,Estádio Dom Afonso Henriques,Artur Soares Dias,/pt/partidas/11484091/Vitoria-Guimaraes-Estoril-2022Janeiro23-Primeira-Liga,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guimaraes,Estoril,20.0,7.0,7.0,3.0,1.9,3.25,4.2
167,167,Regular season,19.0,dom,2022-01-23,15:30,Maritimo,2.2,1.5,Belenenses,3624,Estádio dos Barreiros,Vitor Ferreira Fernandes,/pt/partidas/71c8f518/Maritimo-Belenenses-SAD-2022Janeiro23-Primeira-Liga,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maritimo,Belenenses,16.0,15.0,2.0,9.0,1.75,3.4,5.0
168,168,Regular season,19.0,dom,2022-01-23,18:00,Gil Vicente,2.6,0.2,Portimonense,2233,Estádio Cidade de Barcelos,João Pinheiro,/pt/partidas/ef941abd/Gil-Vicente-FC-Portimonense-2022Janeiro23-Primeira-Liga,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gil Vicente,Portimonense,28.0,3.0,6.0,1.0,2.0,3.25,3.8
169,169,Regular season,19.0,dom,2022-01-23,20:30,Porto,3.4,0.9,Famalicao,23725,Estádio Do Dragão,Rui Costa,/pt/partidas/7114869f/Porto-Famalicao-2022Janeiro23-Primeira-Liga,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Porto,Famalicao,18.0,6.0,9.0,1.0,1.2,6.5,12.0
170,170,Regular season,18.0,qui,2022-01-27,20:15,Estoril,0.8,1.8,Arouca,458,Estádio António Coimbra da Mota,Manuel Oliveira,/pt/partidas/55c12d16/Estoril-Arouca-2022Janeiro27-Primeira-Liga,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Estoril,Arouca,11.0,21.0,4.0,5.0,2.0,3.3,3.8
171,171,Regular season,20.0,dom,2022-01-30,15:30,Portimonense,1.8,0.6,Tondela,848,Estádio do Portimonense SC,João António Gonçalves,/pt/partidas/1a2ec4b3/Portimonense-Tondela-2022Janeiro30-Primeira-Liga,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Portimonense,Tondela,11.0,10.0,6.0,4.0,1.95,3.3,3.75
172,172,Regular season,20.0,dom,2022-01-30,15:30,Vizela,3.1,1.0,Guimaraes,4108,Estádio Do Vizela,Miguel Nogueira,/pt/partidas/ff29426e/Vizela-Vitoria-Guimaraes-2022Janeiro30-Primeira-Liga,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vizela,Guimaraes,16.0,11.0,6.0,4.0,2.87,3.1,2.37
173,173,Regular season,20.0,dom,2022-01-30,18:00,Sp Braga,1.9,0.9,Moreirense,5621,Estádio Municipal de Braga,João Pinheiro,/pt/partidas/5f0e146e/Braga-Moreirense-2022Janeiro30-Primeira-Liga,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sp Braga,Moreirense,11.0,15.0,5.0,1.0,1.4,4.33,6.5
174,174,Regular season,20.0,dom,2022-01-30,20:30,Porto,2.1,1.0,Maritimo,22630,Estádio Do Dragão,Fábio Oliveira Melo,/pt/partidas/f4bb9e0b/Porto-Maritimo-2022Janeiro30-Primeira-Liga,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Porto,Maritimo,14.0,8.0,5.0,3.0,1.11,7.0,21.0
175,175,Regular season,20.0,seg,2022-01-31,19:00,Estoril,1.2,0.6,Pacos Ferreira,587,Estádio António Coimbra da Mota,Hugo Coelho,/pt/partidas/1179e0d2/Estoril-Pacos-de-Ferreira-2022Janeiro31-Primeira-Liga,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Estoril,Pacos Ferreira,12.0,11.0,6.0,4.0,2.0,3.1,3.6
176,176,Regular season,20.0,seg,2022-01-31,21:15,Famalicao,0.2,0.6,Arouca,2760,Estádio Municipal 22 de Junho,Fábio Veríssimo,/pt/partidas/843372a9/Famalicao-Arouca-2022Janeiro31-Primeira-Liga,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Famalicao,Arouca,3.0,7.0,1.0,2.0,1.8,3.3,4.2
177,177,Regular season,20.0,ter,2022-02-01,19:15,Santa Clara,1.2,0.5,Boavista,252,Estádio de São Miguel,André Narciso,/pt/partidas/0124e68d/Santa-Clara-Boavista-2022Fevereiro1-Primeira-Liga,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Santa Clara,Boavista,12.0,12.0,3.0,5.0,2.15,3.0,3.4
178,178,Regular season,20.0,qua,2022-02-02,19:00,Benfica,1.8,1.0,Gil Vicente,21979,Estádio do Sport Lisboa e Benfica,Artur Soares Dias,/pt/partidas/414fa528/Benfica-Gil-Vicente-FC-2022Fevereiro2-Primeira-Liga,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica,Gil Vicente,23.0,12.0,5.0,6.0,1.28,5.0,9.0
179,179,Regular season,20.0,qua,2022-02-02,20:45,Belenenses,0.5,2.2,Sp Lisbon,4463,Estádio Nacional,Gustavo Correia,/pt/partidas/fe84b7c8/Belenenses-SAD-Sporting-CP-2022Fevereiro2-Primeira-Liga,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belenenses,Sp Lisbon,6.0,15.0,2.0,6.0,10.0,5.5,1.25
180,180,Regular season,21.0,sáb,2022-02-05,15:30,Maritimo,2.0,0.5,Estoril,4018,Estádio dos Barreiros,Cláudio Ruivo Pereira,/pt/partidas/11f7e698/Maritimo-Estoril-2022Fevereiro5-Primeira-Liga,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maritimo,Estoril,28.0,7.0,4.0,0.0,2.62,3.1,2.75
181,181,Regular season,21.0,sáb,2022-02-05,18:00,Pacos Ferreira,1.3,2.3,Portimonense,2243,Estádio da Capital do Móvel,Luís Godinho,/pt/partidas/d67e77d4/Pacos-de-Ferreira-Portimonense-2022Fevereiro5-Primeira-Liga,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pacos Ferreira,Portimonense,14.0,19.0,3.0,8.0,2.37,3.2,3.1
182,182,Regular season,21.0,sáb,2022-02-05,20:30,Guimaraes,1.6,0.8,Sp Braga,15322,Estádio Dom Afonso Henriques,António Nobre,/pt/partidas/3cdc8d22/Vitoria-Guimaraes-Braga-2022Fevereiro5-Primeira-Liga,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guimaraes,Sp Braga,10.0,11.0,5.0,4.0,3.5,3.5,2.05
183,183,Regular season,21.0,dom,2022-02-06,15:30,Boavista,2.5,1.9,Vizela,4332,Estádio do Bessa Século XXI,Fábio Oliveira Melo,/pt/partidas/b34a7089/Boavista-Vizela-2022Fevereiro6-Primeira-Liga,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boavista,Vizela,12.0,20.0,4.0,4.0,2.2,3.2,3.4
184,184,Regular season,21.0,dom,2022-02-06,15:30,Gil Vicente,1.0,1.0,Santa Clara,2955,Estádio Cidade de Barcelos,Manuel Oliveira,/pt/partidas/c21c1588/Gil-Vicente-FC-Santa-Clara-2022Fevereiro6-Primeira-Liga,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gil Vicente,Santa Clara,8.0,11.0,3.0,4.0,2.0,3.25,3.8
185,185,Regular season,21.0,dom,2022-02-06,18:00,Arouca,0.2,1.6,Porto,3753,Estádio Municipal de Arouca,Hélder Malheiro,/pt/partidas/f7b11433/Arouca-Porto-2022Fevereiro6-Primeira-Liga,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arouca,Porto,6.0,15.0,1.0,4.0,10.0,5.25,1.3
186,186,Regular season,21.0,dom,2022-02-06,20:30,Sp Lisbon,1.5,1.2,Famalicao,25640,Estádio José Alvalade,André Narciso,/pt/partidas/df7052d3/Sporting-CP-Famalicao-2022Fevereiro6-Primeira-Liga,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sp Lisbon,Famalicao,8.0,8.0,4.0,5.0,1.33,4.5,10.0
187,187,Regular season,21.0,seg,2022-02-07,19:00,Tondela,1.5,2.1,Benfica,3973,Estádio João Cardoso,João Pinheiro,/pt/partidas/671b25ad/Tondela-Benfica-2022Fevereiro7-Primeira-Liga,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tondela,Benfica,12.0,19.0,3.0,8.0,9.0,5.0,1.33
188,188,Regular season,21.0,seg,2022-02-07,21:15,Moreirense,2.3,0.2,Belenenses,1231,P.D. Comendador Joaquim de Almeida Freit...,Nuno Almeida,/pt/partidas/20207deb/Moreirense-Belenenses-SAD-2022Fevereiro7-Primeira-Liga,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moreirense,Belenenses,18.0,3.0,10.0,1.0,1.9,3.3,4.33
189,189,Regular season,22.0,sex,2022-02-11,20:15,Porto,1.5,1.3,Sp Lisbon,48350,Estádio Do Dragão,João Pinheiro,/pt/partidas/3706ddf6/Porto-Sporting-CP-2022Fevereiro11-Primeira-Liga,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Porto,Sp Lisbon,21.0,7.0,7.0,3.0,2.0,3.3,4.0
190,190,Regular season,22.0,sáb,2022-02-12,15:30,Sp Braga,1.9,0.4,Pacos Ferreira,7604,Estádio Municipal de Braga,Gustavo Correia,/pt/partidas/8704918f/Braga-Pacos-de-Ferreira-2022Fevereiro12-Primeira-Liga,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sp Braga,Pacos Ferreira,17.0,9.0,5.0,3.0,1.4,4.75,8.0
191,191,Regular season,22.0,sáb,2022-02-12,18:00,Portimonense,2.0,1.4,Boavista,1167,Estádio do Portimonense SC,Cláudio Ruivo Pereira,/pt/partidas/17a7398a/Portimonense-Boavista-2022Fevereiro12-Primeira-Liga,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Portimonense,Boavista,21.0,17.0,4.0,3.0,2.25,3.0,3.6
192,192,Regular season,22.0,sáb,2022-02-12,18:00,Benfica,2.8,0.9,Santa Clara,30905,Estádio do Sport Lisboa e Benfica,Hélder Malheiro,/pt/partidas/3b984ef9/Benfica-Santa-Clara-2022Fevereiro12-Primeira-Liga,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica,Santa Clara,16.0,7.0,4.0,4.0,1.28,5.75,9.5
193,193,Regular season,22.0,sáb,2022-02-12,20:30,Estoril,1.7,0.6,Tondela,1182,Estádio António Coimbra da Mota,Vitor Ferreira Fernandes,/pt/partidas/0b59f77c/Estoril-Tondela-2022Fevereiro12-Primeira-Liga,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Estoril,Tondela,15.0,8.0,8.0,3.0,2.0,3.4,3.75
194,194,Regular season,22.0,dom,2022-02-13,15:30,Famalicao,2.4,0.4,Moreirense,2641,Estádio Municipal 22 de Junho,Tiago Martins,/pt/partidas/9e5fd453/Famalicao-Moreirense-2022Fevereiro13-Primeira-Liga,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Famalicao,Moreirense,13.0,6.0,9.0,4.0,2.05,3.3,3.6
195,195,Regular season,22.0,dom,2022-02-13,18:00,Belenenses,1.0,1.5,Guimaraes,1089,Estádio Nacional,Rui Costa,/pt/partidas/df1e69a2/Belenenses-SAD-Vitoria-Guimaraes-2022Fevereiro13-Primeira-Liga,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belenenses,Guimaraes,13.0,19.0,4.0,2.0,4.5,3.6,1.8
196,196,Regular season,22.0,dom,2022-02-13,20:30,Vizela,1.3,1.2,Gil Vicente,2020,Estádio Do Vizela,Nuno Almeida,/pt/partidas/286dd1b9/Vizela-Gil-Vicente-FC-2022Fevereiro13-Primeira-Liga,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vizela,Gil Vicente,19.0,6.0,3.0,3.0,2.8,3.3,2.6
197,197,Regular season,22.0,seg,2022-02-14,20:15,Arouca,1.8,1.7,Maritimo,347,Estádio Municipal de Arouca,Miguel Nogueira,/pt/partidas/67ed706d/Arouca-Maritimo-2022Fevereiro14-Primeira-Liga,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arouca,Maritimo,20.0,9.0,4.0,6.0,2.6,3.2,2.87
198,198,Regular season,23.0,sex,2022-02-18,20:15,Boavista,1.3,0.9,Benfica,7903,Estádio do Bessa Século XXI,Rui Costa,/pt/partidas/5355436a/Boavista-Benfica-2022Fevereiro18-Primeira-Liga,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boavista,Benfica,14.0,8.0,4.0,3.0,6.5,4.75,1.4
199,199,Regular season,23.0,sáb,2022-02-19,15:30,Gil Vicente,1.0,0.4,Belenenses,2862,Estádio Cidade de Barcelos,João Pinheiro,/pt/partidas/84312feb/Gil-Vicente-FC-Belenenses-SAD-2022Fevereiro19-Primeira-Liga,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gil Vicente,Belenenses,13.0,8.0,5.0,1.0,1.55,3.75,6.5
200,200,Regular season,23.0,sáb,2022-02-19,18:00,Pacos Ferreira,1.4,0.5,Vizela,3605,Estádio da Capital do Móvel,David Silva,/pt/partidas/b99b3946/Pacos-de-Ferreira-Vizela-2022Fevereiro19-Primeira-Liga,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pacos Ferreira,Vizela,20.0,10.0,4.0,2.0,2.4,3.2,3.1
201,201,Regular season,23.0,sáb,2022-02-19,20:30,Guimaraes,1.5,1.9,Arouca,8865,Estádio Dom Afonso Henriques,Artur Soares Dias,/pt/partidas/d2d51178/Vitoria-Guimaraes-Arouca-2022Fevereiro19-Primeira-Liga,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guimaraes,Arouca,11.0,14.0,5.0,7.0,1.7,3.8,4.5
202,202,Regular season,23.0,dom,2022-02-20,15:30,Maritimo,0.9,2.2,Famalicao,3940,Estádio dos Barreiros,João António Gonçalves,/pt/partidas/2c5a20f4/Maritimo-Famalicao-2022Fevereiro20-Primeira-Liga,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maritimo,Famalicao,5.0,17.0,2.0,8.0,2.4,3.3,2.87
203,203,Regular season,23.0,dom,2022-02-20,18:00,Sp Lisbon,2.0,0.1,Estoril,35270,Estádio José Alvalade,Hélder Malheiro,/pt/partidas/cd030189/Sporting-CP-Estoril-2022Fevereiro20-Primeira-Liga,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sp Lisbon,Estoril,22.0,5.0,7.0,0.0,1.25,5.5,12.0
204,204,Regular season,23.0,dom,2022-02-20,20:00,Moreirense,0.8,2.1,Porto,3688,P.D. Comendador Joaquim de Almeida Freit...,Luís Godinho,/pt/partidas/67ca73ca/Moreirense-Porto-2022Fevereiro20-Primeira-Liga,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moreirense,Porto,9.0,16.0,1.0,5.0,11.0,5.0,1.3
205,205,Regular season,23.0,dom,2022-02-20,20:45,Tondela,0.4,1.2,Sp Braga,1061,Estádio João Cardoso,Tiago Martins,/pt/partidas/82349a4a/Tondela-Braga-2022Fevereiro20-Primeira-Liga,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tondela,Sp Braga,7.0,8.0,2.0,2.0,5.5,4.0,1.57
206,206,Regular season,23.0,seg,2022-02-21,19:15,Santa Clara,1.4,0.9,Portimonense,1203,Estádio de São Miguel,Manuel Mota,/pt/partidas/1e33a92b/Santa-Clara-Portimonense-2022Fevereiro21-Primeira-Liga,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Santa Clara,Portimonense,13.0,13.0,4.0,7.0,2.0,3.25,4.0
207,207,Regular season,24.0,sex,2022-02-25,20:15,Belenenses,0.8,2.3,Pacos Ferreira,1287,Estádio Nacional,Artur Soares Dias,/pt/partidas/7bfad5bf/Belenenses-SAD-Pacos-de-Ferreira-2022Fevereiro25-Primeira-Liga,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belenenses,Pacos Ferreira,12.0,15.0,1.0,7.0,3.25,3.0,2.37
208,208,Regular season,24.0,sáb,2022-02-26,15:30,Famalicao,1.0,0.6,Tondela,4388,Estádio Municipal 22 de Junho,Hélder Malheiro,/pt/partidas/184e87da/Famalicao-Tondela-2022Fevereiro26-Primeira-Liga,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Famalicao,Tondela,12.0,10.0,3.0,3.0,1.7,3.6,5.0
209,209,Regular season,24.0,sáb,2022-02-26,18:00,Maritimo,0.2,1.7,Sp Lisbon,6221,Estádio dos Barreiros,Manuel Oliveira,/pt/partidas/346589f2/Maritimo-Sporting-CP-2022Fevereiro26-Primeira-Liga,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maritimo,Sp Lisbon,6.0,17.0,2.0,4.0,8.0,4.5,1.4
210,210,Regular season,24.0,sáb,2022-02-26,20:30,Arouca,1.2,2.4,Moreirense,1154,Estádio Municipal de Arouca,João Pinheiro,/pt/partidas/c9071452/Arouca-Moreirense-2022Fevereiro26-Primeira-Liga,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arouca,Moreirense,17.0,5.0,4.0,3.0,2.25,3.1,3.4
211,211,Regular season,24.0,dom,2022-02-27,15:30,Vizela,0.9,0.6,Portimonense,3895,Estádio Do Vizela,Luís Godinho,/pt/partidas/f172ca8c/Vizela-Portimonense-2022Fevereiro27-Primeira-Liga,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vizela,Portimonense,18.0,10.0,2.0,1.0,2.1,3.3,3.5
212,212,Regular season,24.0,dom,2022-02-27,18:00,Benfica,1.9,1.4,Guimaraes,39846,Estádio do Sport Lisboa e Benfica,André Narciso,/pt/partidas/1411a623/Benfica-Vitoria-Guimaraes-2022Fevereiro27-Primeira-Liga,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica,Guimaraes,9.0,17.0,6.0,7.0,1.33,5.0,8.0
213,213,Regular season,24.0,dom,2022-02-27,18:00,Estoril,1.1,1.3,Boavista,1948,Estádio António Coimbra da Mota,Hugo Coelho,/pt/partidas/3ab558ba/Estoril-Boavista-2022Fevereiro27-Primeira-Liga,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Estoril,Boavista,11.0,14.0,2.0,4.0,2.25,3.25,3.2
214,214,Regular season,24.0,dom,2022-02-27,20:30,Porto,3.2,0.5,Gil Vicente,38430,Estádio Do Dragão,Manuel Mota,/pt/partidas/479b6567/Porto-Gil-Vicente-FC-2022Fevereiro27-Primeira-Liga,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Porto,Gil Vicente,30.0,5.0,8.0,1.0,1.25,5.25,13.0
215,215,Regular season,24.0,seg,2022-02-28,20:15,Sp Braga,1.3,1.1,Santa Clara,7695,Estádio Municipal de Braga,Vitor Ferreira Fernandes,/pt/partidas/0aca2a00/Braga-Santa-Clara-2022Fevereiro28-Primeira-Liga,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sp Braga,Santa Clara,16.0,9.0,4.0,1.0,1.5,4.2,6.0
216,216,Regular season,25.0,sex,2022-03-04,20:15,Gil Vicente,1.3,0.7,Estoril,3562,Estádio Cidade de Barcelos,André Narciso,/pt/partidas/8072517a/Gil-Vicente-FC-Estoril-2022Marco4-Primeira-Liga,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gil Vicente,Estoril,14.0,10.0,3.0,1.0,1.9,3.5,4.2
217,217,Regular season,25.0,sáb,2022-03-05,15:30,Boavista,0.7,1.9,Sp Braga,5139,Estádio do Bessa Século XXI,Manuel Oliveira,/pt/partidas/c8da398e/Boavista-Braga-2022Marco5-Primeira-Liga,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boavista,Sp Braga,10.0,8.0,5.0,5.0,4.75,3.4,1.8
218,218,Regular season,25.0,sáb,2022-03-05,18:00,Portimonense,0.8,1.6,Benfica,3880,Estádio do Portimonense SC,Fábio Veríssimo,/pt/partidas/dfa1482c/Portimonense-Benfica-2022Marco5-Primeira-Liga,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Portimonense,Benfica,6.0,16.0,1.0,4.0,6.5,4.5,1.45
219,219,Regular season,25.0,sáb,2022-03-05,20:30,Sp Lisbon,1.7,0.2,Arouca,25254,Estádio José Alvalade,António Nobre,/pt/partidas/57879b99/Sporting-CP-Arouca-2022Marco5-Primeira-Liga,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sp Lisbon,Arouca,15.0,5.0,6.0,2.0,1.28,6.0,9.5
220,220,Regular season,25.0,dom,2022-03-06,15:30,Moreirense,0.8,1.1,Maritimo,1632,P.D. Comendador Joaquim de Almeida Freit...,Nuno Almeida,/pt/partidas/d155eca4/Moreirense-Maritimo-2022Marco6-Primeira-Liga,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moreirense,Maritimo,18.0,12.0,5.0,2.0,2.37,3.2,3.2
221,221,Regular season,25.0,dom,2022-03-06,18:00,Pacos Ferreira,1.0,3.4,Porto,6869,Estádio da Capital do Móvel,João Pinheiro,/pt/partidas/ef2c7c6f/Pacos-de-Ferreira-Porto-2022Marco6-Primeira-Liga,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pacos Ferreira,Porto,6.0,12.0,4.0,9.0,7.5,4.5,1.36
222,222,Regular season,25.0,dom,2022-03-06,19:30,Santa Clara,1.3,0.6,Vizela,1006,Estádio de São Miguel,Artur Soares Dias,/pt/partidas/ce26e9f1/Santa-Clara-Vizela-2022Marco6-Primeira-Liga,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Santa Clara,Vizela,14.0,6.0,4.0,2.0,2.25,3.3,3.2
