Unnamed: 0.1,Unnamed: 0,Jornada,Dia,Data,Horário,home,xG_home,xG_away,away,Assistance,Local,Árbitro,Relatório da Partida,goals_home,goals_away,formacao_home,formacao_away,Faltas_home,Faltas_away,Escanteios_home,Escanteios_away,Cruzamentos_home,Cruzamentos_away,Contatos_home,Contatos_away,Bote defensivo_home,Bote defensivo_away,Cortes_home,Cortes_away,Defesas_home,Defesas_away,Impedimentos_home,Impedimentos_away,Tiro de meta_home,Tiro de meta_away,Bolas longas_home,Bolas longas_away,yellow_card_home,red_card_home,yellow_red_card_home,yellow_card_away,red_card_away,yellow_red_card_away,jogador1_home,jogador2_home,jogador3_home,jogador4_home,jogador5_home,jogador6_home,jogador7_home,jogador8_home,jogador9_home,jogador10_home,jogador11_home,jogador12_home,jogador13_home,jogador14_home,jogador15_home,jogador16_home,jogador17_home,jogador1_away,jogador2_away,jogador3_away,jogador4_away,jogador5_away,jogador6_away,jogador7_away,jogador8_away,jogador9_away,jogador10_away,jogador11_away,jogador12_away,jogador13_away,jogador14_away,jogador15_away,jogador16_away,jogador17_away,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,PSH,PSD,PSA,WHH,WHD,WHA,VCH,VCD,VCA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA,PSCH,PSCD,PSCA
139,139,16,dom,2019-01-06,17:30,Benfica,3.2,2.1,Rio Ave,49281,Estádio do Sport Lisboa e Benfica,Luís Godinho,/pt/partidas/75057bcd/Benfica-Rio-Ave-2019Janeiro6-Primeira-Liga,4,2,4-4-2,4-2-3-1,25.0,19.0,5.0,4.0,25.0,15.0,592.0,455.0,16.0,17.0,8.0,9.0,15.0,32.0,3.0,2.0,,,62.0,47.0,3.0,0.0,0.0,3.0,0.0,0.0,Odisseas Vlachodimos,Álex Grimaldo,Ljubomir Fejsa,Rúben Dias,Franco Cervi,Haris Seferović,Eduardo Salvio,Pizzi,Jardel,André Almeida,João Félix,Mile Svilar,Andrija Živković,Facundo Ferreyra,Filip Krovinović,Andreas Samaris,Nicolás Castillo,Leonardo César Jardim,Matheus Reis,Nélson Monte,Jonathan Buatu Mananga,Bruno Moreira,João Schmidt,Eliseu Cassamá,Nikola Jambor,Gabriel Airton de Souza,Galeno,Carlos Vinícius,Paulo Vítor Fagundes dos Anjos,Miguel Fernando Pereira Rodrigues,Junio,Leandrinho,Afonso Figueiredo,Vitó Ferreira,P1,06/01/2019,Benfica,Rio Ave,4,2,H,2,2,D,11,13,6,5,25,19,5,4,3,3,0,0,1.22,6.0,12.0,1.2,6.5,12.0,1.25,5.5,10.0,1.21,6.69,14.88,1.2,6.0,15.0,1.22,6.25,13.0,32,1.25,1.22,7.0,6.22,18.0,12.58,29,1.57,1.53,2.65,2.44,20,-1.5,1.77,1.69,2.25,2.17,1.22,6.97,14.16
140,140,16,dom,2019-01-06,20:00,Sp Braga,0.4,1.6,Boavista,9133,Estádio Municipal de Braga,João Santos Capela,/pt/partidas/cd890128/Braga-Boavista-2019Janeiro6-Primeira-Liga,1,0,4-4-2,4-2-3-1,16.0,14.0,6.0,4.0,27.0,16.0,504.0,559.0,15.0,11.0,7.0,11.0,34.0,33.0,2.0,1.0,11.0,5.0,93.0,68.0,3.0,0.0,0.0,4.0,0.0,1.0,Tiago Sá,Nuno Sequeira,Wilson Eduardo,Paulinho,Ricardo Horta,Claudemir de Souza,Fransérgio,Raul Silva,Bruno Viana,Marcelo Goiano,Dyego Sousa,José Carlos Marafona,Ricardo,Eduardo Teixeira,João Novais,Murilo Costa,João Palhinha,Helton Leite,Gonçalo Cardoso,Talocha,Mateus Galiano da Costa,Carraça,André Claro,Rafael Costa,Neris,Índio,Rafael Lopes,Idrissa Mandiang,Rafael Bracalli,Koneh Ibrahim,Aymen Tahar,Federico Falcone,Vasco Paciência,Samu,P1,06/01/2019,Sp Braga,Boavista,1,0,H,1,0,H,9,20,5,3,17,13,6,4,3,4,0,1,1.22,5.5,15.0,1.25,5.5,12.0,1.23,5.5,11.5,1.24,6.25,12.45,1.22,5.8,15.0,1.22,5.75,15.0,34,1.26,1.24,6.25,5.73,16.0,12.3,32,1.77,1.72,2.2,2.1,21,-1.5,1.82,1.75,2.2,2.09,1.3,5.49,11.88
141,141,16,seg,2019-01-07,17:00,Moreirense,1.5,0.5,Aves,1682,P.D. Comendador Joaquim de Almeida Freit...,Manuel Mota,/pt/partidas/22b67ac7/Moreirense-Aves-2019Janeiro7-Primeira-Liga,1,0,4-2-3-1,4-2-3-1,12.0,13.0,5.0,2.0,24.0,13.0,586.0,599.0,14.0,22.0,13.0,4.0,21.0,27.0,1.0,4.0,9.0,9.0,67.0,88.0,1.0,0.0,0.0,1.0,0.0,0.0,Jhonatan,João Aurélio,Mohamed Abarhoun,Rúben Lima,Fábio Pacheco,Nenê,Chiquinho,Rafik Halliche,Mamadou Loum,Heriberto Tavares,Arsénio Martins Lafuente Nunes,Pedro Trigueira,David Texeira,Ivanildo Fernandes,Patito Rodríguez,Pedro Nuno,Anthony D'Alberto,Quentin Beunardeau,Rodrigo Alves Soares,Vitor Costa,Rúben Alexandre Gomes Oliveira,Nildo Petrolina,Carlos Ponck,Claudio Falcão,Vítor Gomes,Derley,Jorge Fellipe,Mama Samba Baldé,André Ferreira,Rodrigo Defendi,Bruno Manuel Araújo Braga,Hamdou Elhouni,Mato Miloš,Bruno Gomes,P1,07/01/2019,Moreirense,Aves,1,0,H,0,0,D,17,8,9,4,12,13,5,2,1,1,0,0,1.95,3.3,4.0,1.95,3.3,3.9,1.9,3.35,3.9,,,,1.95,3.4,4.0,1.95,3.4,4.1,37,2.06,1.95,3.5,3.38,4.1,3.89,33,2.12,2.05,1.83,1.76,18,-0.5,2.0,1.94,1.96,1.89,2.12,3.27,4.02
142,142,16,seg,2019-01-07,19:00,Tondela,1.1,2.7,Sp Lisbon,4772,Estádio João Cardoso,Nuno Almeida,/pt/partidas/4fd89cb5/Tondela-Sporting-CP-2019Janeiro7-Primeira-Liga,2,1,4-3-3,4-3-3,24.0,17.0,4.0,11.0,11.0,39.0,332.0,650.0,19.0,12.0,13.0,10.0,36.0,13.0,1.0,1.0,13.0,4.0,68.0,82.0,5.0,0.0,1.0,4.0,0.0,0.0,Cláudio Ramos,João Jaquité,António Xavier,Hélder Tavares,Juan Delgado,Tomané,Ricardo Costa,David Bruno,Joãozinho,Bruno Monteiro,Ricardo Miguel Martins Alves,Pedro José Moreira Silva,Ícaro do Carmo Silva,Patrick,Pité,João Reis,João Mendes,Renan Ribeiro,Sebastián Coates,Bruno Fernandes,Marcos Acuña,Nani,Raphinha,Jérémy Mathieu,Abdoulay Diaby,Wendel,Bruno Gaspar,Nemanja Gudelj,Romain Salin,Jefferson Nascimento,André Almeida Pinto,Fredy Montero,Stefan Ristovski,Radosav Petrović,P1,07/01/2019,Tondela,Sp Lisbon,2,1,H,1,0,H,7,22,5,7,25,16,4,11,5,4,1,0,6.0,3.8,1.57,5.75,4.0,1.55,5.2,3.9,1.57,5.62,4.14,1.62,5.8,4.0,1.57,6.0,4.0,1.57,31,6.0,5.5,4.2,3.98,1.65,1.58,28,1.87,1.81,2.06,1.99,20,1.0,1.87,1.83,2.07,2.01,4.84,3.56,1.85
143,143,16,seg,2019-01-07,21:15,Porto,1.5,0.6,Nacional,33708,Estádio Do Dragão,Rui Costa,/pt/partidas/6bb7f80b/Porto-Nacional-2019Janeiro7-Primeira-Liga,3,1,4-4-2,4-1-4-1,17.0,10.0,6.0,6.0,18.0,11.0,591.0,581.0,23.0,22.0,14.0,18.0,12.0,18.0,2.0,1.0,7.0,8.0,80.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,Iker Casillas,Maxi Pereira,Éder Militão,Yacine Brahimi,Moussa Marega,Alex Telles,Héctor Herrera,Jesús Corona,Chancel Mbemba,Danilo Pereira,Tiquinho Soares,Vaná,Diogo Leite,Hernâni Fortes,Óliver Torres,Adrián López,Sérgio Oliveira,Daniel Guimarães,Nuno Vieira Campos,João Tiago Serrão Garcês,João Pedro Gomes Camacho,Kalindi Alves de Souza,Witi,Aleksandar Paločević,Lazar Rosić,Bryan Róchez,Julio,Vítor Gonçalves,Lucas França,Diogo Alexis Rodrigues Coelho,Okacha Hamzaoui,Diego Barcelos,Kenji Gorré,Brayan Riascos,P1,07/01/2019,Porto,Nacional,3,1,H,2,1,H,13,8,4,3,17,10,6,6,0,0,0,0,1.14,7.5,17.0,1.13,8.0,16.5,1.17,6.5,14.0,1.16,8.16,15.94,1.14,7.5,19.0,1.14,8.0,20.0,34,1.18,1.15,8.3,7.69,22.0,15.91,32,1.36,1.33,3.55,3.23,21,-2.5,2.28,2.17,1.75,1.7,1.13,10.53,17.85
144,144,17,qui,2019-01-10,20:15,Portimonense,1.2,1.1,Sp Braga,3363,Estádio do Portimonense SC,Fábio Costa,/pt/partidas/86c8aa2c/Portimonense-Braga-2019Janeiro10-Primeira-Liga,1,1,4-3-3,4-4-2,14.0,11.0,4.0,9.0,12.0,23.0,524.0,620.0,8.0,17.0,10.0,10.0,39.0,15.0,4.0,10.0,8.0,7.0,91.0,87.0,3.0,1.0,0.0,2.0,0.0,0.0,Ricardo Abel Barbosa Ferreira,Jadson,Dener,Paulinho,Jackson Martínez,Ewerton,Wilson Manafá,Pedro Sá,Rúben Fernandes,Wellington,Vítor Tormena,Leonardo Navacchio,Lucas Possignolo,Emmanuel Hackman,Bruno Tabata,João Carlos,Lucas Fernandes,Tiago Sá,Nuno Sequeira,Wilson Eduardo,João Novais,Paulinho,Claudemir de Souza,Fransérgio,Raul Silva,Bruno Viana,Marcelo Goiano,Dyego Sousa,José Carlos Marafona,Ricardo,Eduardo Teixeira,Murilo Costa,Ricardo Horta,Ricardo Esgaio,P1,10/01/2019,Portimonense,Sp Braga,1,1,D,1,0,H,11,14,5,6,14,11,4,9,3,2,1,0,4.0,3.6,1.83,4.25,3.6,1.78,3.85,3.55,1.85,4.15,3.65,1.93,4.0,3.6,1.85,4.0,3.75,1.87,35,4.25,3.97,3.8,3.55,1.95,1.88,33,1.83,1.76,2.13,2.03,19,0.5,2.03,1.93,1.96,1.89,3.94,3.59,2.03
145,145,17,sex,2019-01-11,18:00,Santa Clara,0.3,2.8,Benfica,10000,Estádio de São Miguel,João Santos Capela,/pt/partidas/66c6167e/Santa-Clara-Benfica-2019Janeiro11-Primeira-Liga,0,2,4-4-2,4-4-2,12.0,17.0,2.0,6.0,11.0,21.0,493.0,677.0,15.0,19.0,23.0,8.0,29.0,11.0,1.0,2.0,11.0,2.0,75.0,69.0,3.0,1.0,0.0,3.0,0.0,0.0,Serginho,Fábio Cardoso,Ukra,Pedro Pacheco,César,Alfredo Stephens,Bruno Lamas,Mamadu Candé,Anderson Carvalho,Zé Manuel,Patrick,João Lopes,Danildo Accioly,Paulo Clemente,Denis Pineda,João Paulo Lázaro Lucas,Kaio Pantaleão,Odisseas Vlachodimos,Álex Grimaldo,Ljubomir Fejsa,Rúben Dias,Gabriel,Haris Seferović,Andrija Živković,Pizzi,Jardel,André Almeida,João Félix,Mile Svilar,Franco Cervi,Eduardo Salvio,Filip Krovinović,Andreas Samaris,Nicolás Castillo,P1,11/01/2019,Santa Clara,Benfica,0,2,A,0,1,A,7,20,5,4,13,16,2,6,3,3,1,0,8.0,4.75,1.36,6.75,4.6,1.42,7.0,4.0,1.45,7.89,4.89,1.43,8.0,4.75,1.36,8.5,4.75,1.4,38,9.0,7.79,5.0,4.6,1.45,1.4,37,1.84,1.75,2.15,2.06,23,1.5,1.76,1.69,2.3,2.17,9.35,4.29,1.44
146,146,17,sex,2019-01-11,19:00,Aves,1.2,0.8,Feirense,870,Estádio Clube Desportivo das Aves,Manuel Oliveira,/pt/partidas/2a3e6086/Aves-Feirense-2019Janeiro11-Primeira-Liga,1,1,4-2-3-1,4-4-2,18.0,25.0,6.0,1.0,30.0,10.0,555.0,442.0,12.0,13.0,4.0,10.0,19.0,30.0,3.0,4.0,3.0,6.0,100.0,82.0,0.0,0.0,0.0,3.0,0.0,0.0,Quentin Beunardeau,Rodrigo Alves Soares,Vitor Costa,Hamdou Elhouni,Luis Fariña,Carlos Ponck,Claudio Falcão,Vítor Gomes,Derley,Jorge Fellipe,Mama Samba Baldé,André Ferreira,Rodrigo Defendi,Bruno Manuel Araújo Braga,Nélson Lenho,Mato Miloš,Bruno Gomes,Caio Secco,Diogo Miguel Guedes Almeida,Tiago Gomes,Antonio Briseño,Babanco,Cris,José Adolfo Valencia,Edinho,Rafael Crivellaro,Fábio Sturgeon,Philipe Sampaio,Bruno Brigido,Steven Petkov,Brian Gómez,Bruno Nascimento,Tiago Mesquita,Marco Soares,P1,11/01/2019,Aves,Feirense,1,1,D,1,0,H,21,7,7,3,18,25,6,1,0,3,0,0,1.83,3.4,4.5,1.85,3.25,4.5,1.85,3.3,4.3,1.93,3.18,5.16,1.85,3.25,4.75,1.85,3.4,4.6,38,1.99,1.87,3.47,3.26,5.16,4.53,36,2.47,2.34,1.65,1.59,21,-0.5,1.94,1.88,2.02,1.95,2.06,3.29,4.23
147,147,17,sex,2019-01-11,21:15,Guimaraes,1.5,0.4,Moreirense,15318,Estádio Dom Afonso Henriques,Carlos Xistra,/pt/partidas/e89d6458/Vitoria-Guimaraes-Moreirense-2019Janeiro11-Primeira-Liga,1,0,4-2-3-1,4-4-2,14.0,20.0,6.0,6.0,20.0,17.0,615.0,558.0,23.0,22.0,12.0,12.0,24.0,25.0,3.0,0.0,12.0,3.0,80.0,59.0,3.0,1.0,0.0,2.0,0.0,0.0,Douglas,Pedrão,Rafa Soares,Pedro Rodrigues,Alexandre Guedes,Falaye Sacko,Tozé,Yordan Osorio,Alhassan Wakaso,Ola John,Davidson da Luz Pereira,João Miguel Macedo Silva,João Carlos Teixeira,Mattheus Oliveira,Tyler Boyd,Oscar Estupiñan,Frederico Venâncio,Jhonatan,João Aurélio,Rúben Lima,Fábio Pacheco,Nenê,Ivanildo Fernandes,Chiquinho,Rafik Halliche,Mamadou Loum,Heriberto Tavares,Arsénio Martins Lafuente Nunes,Pedro Trigueira,Iago Santos,David Texeira,Bilel Aouacheria,Pedro Nuno,Anthony D'Alberto,P1,11/01/2019,Guimaraes,Moreirense,1,0,H,0,0,D,9,8,3,0,13,19,6,6,3,2,1,0,1.85,3.4,4.33,1.91,3.2,4.2,1.95,3.3,3.8,1.99,3.24,4.63,1.95,3.1,4.4,2.0,3.25,4.1,38,2.09,1.95,3.46,3.26,4.63,4.13,37,2.2,2.08,1.79,1.73,21,-0.75,2.33,2.25,1.7,1.65,2.08,3.21,4.29
148,148,17,sáb,2019-01-12,15:30,Sp Lisbon,0.8,0.9,Porto,45174,Estádio José Alvalade,Hugo Miguel,/pt/partidas/c372f55b/Sporting-CP-Porto-2019Janeiro12-Primeira-Liga,0,0,4-3-3,4-4-2,23.0,19.0,7.0,3.0,21.0,13.0,501.0,520.0,13.0,16.0,8.0,19.0,14.0,29.0,3.0,0.0,10.0,5.0,77.0,71.0,4.0,0.0,0.0,4.0,0.0,0.0,Renan Ribeiro,Sebastián Coates,Jefferson Nascimento,Bruno Fernandes,Nani,Jérémy Mathieu,Abdoulay Diaby,Bas Dost,Wendel,Bruno Gaspar,Nemanja Gudelj,Romain Salin,André Almeida Pinto,Stefan Ristovski,Raphinha,Radosav Petrović,Luiz Phellype,Iker Casillas,Maxi Pereira,Éder Militão,Yacine Brahimi,Moussa Marega,Alex Telles,Héctor Herrera,Jesús Corona,Danilo Pereira,Felipe,Tiquinho Soares,Vaná,Hernâni Fortes,Óliver Torres,Chancel Mbemba,Adrián López,Pepe,P1,12/01/2019,Sp Lisbon,Porto,0,0,D,0,0,D,12,9,3,1,23,19,7,3,4,4,0,0,3.3,3.2,2.25,3.1,3.2,2.3,2.9,3.2,2.4,3.18,3.38,2.38,3.2,3.25,2.3,3.13,3.3,2.38,37,3.3,3.08,3.38,3.24,2.47,2.31,34,2.05,1.98,1.87,1.81,19,0.0,2.29,2.22,1.71,1.67,3.11,3.39,2.45
149,149,17,sáb,2019-01-12,20:30,Boavista,1.5,0.5,Maritimo,3907,Estádio do Bessa Século XXI,Luís Godinho,/pt/partidas/bc5b502e/Boavista-Maritimo-2019Janeiro12-Primeira-Liga,0,1,4-2-3-1,4-4-2,19.0,18.0,8.0,3.0,32.0,17.0,717.0,454.0,7.0,10.0,14.0,11.0,11.0,40.0,4.0,2.0,5.0,10.0,101.0,106.0,2.0,0.0,0.0,3.0,0.0,0.0,Helton Leite,Raphael,Talocha,Mateus Galiano da Costa,André Claro,Edu Machado,Rafael Costa,Neris,Índio,Rafael Lopes,Idrissa Mandiang,Rafael Bracalli,Rochinha,Carraça,Aymen Tahar,Federico Falcone,Samu,Charles,Bebeto,Zainadine Júnior,Lucas Áfrico,Jorge Correa,Rodrigo Pinho,Edgar Costa,João Gamboa,Josip Vuković,Fábio China,Diederrick Joel,Matthew Nogueira,Jean Cléber,Leandro Barrera,Eulânio Ângelo Chipela Gomes,Ricardo Jorge Oliveira Valente,Pedro Pelágio,P1,12/01/2019,Boavista,Maritimo,0,1,A,0,0,D,23,8,4,3,20,17,8,3,2,3,0,0,2.05,3.0,4.2,2.15,3.1,3.6,2.1,2.95,3.75,2.16,3.11,4.05,2.15,3.0,3.8,2.1,3.1,3.9,35,2.3,2.14,3.11,3.02,4.2,3.73,31,2.75,2.59,1.53,1.48,20,-0.5,2.22,2.12,1.79,1.73,2.18,3.01,4.24
150,150,17,dom,2019-01-13,15:00,Nacional,1.5,1.3,Belenenses,2235,Estádio da Madeira,André Narciso,/pt/partidas/3318f5c4/Nacional-Belenenses-SAD-2019Janeiro13-Primeira-Liga,0,1,4-2-3-1,3-4-1-2,16.0,18.0,5.0,6.0,20.0,16.0,559.0,512.0,14.0,19.0,12.0,10.0,15.0,23.0,1.0,5.0,9.0,14.0,88.0,92.0,3.0,0.0,0.0,3.0,0.0,0.0,Lucas França,Nuno Vieira Campos,João Tiago Serrão Garcês,Kenji Gorré,João Pedro Gomes Camacho,Kalindi Alves de Souza,Aleksandar Paločević,Lazar Rosić,Bryan Róchez,Julio,Vítor Gonçalves,Ohoulo Framelin,Diogo Alexis Rodrigues Coelho,Mauro Cerqueira,Giorgi Arabidze,Okacha Hamzaoui,Witi,Muriel Becker,Eduardo Henrique,Licá,Diogo Viana,Fredy,Henrique Almeida,Cleylton Santos,André Santos,Gonçalo Silva,Nuno Miguel Prata Coelho,Reinildo Mandava,Mika,Gonçalo Tavares,Dálcio,Matija Ljujić,Luís Silva,Jonatan Lucca,P1,13/01/2019,Nacional,Belenenses,0,1,A,0,0,D,20,11,4,4,16,18,5,6,3,3,0,0,2.3,3.1,3.25,2.2,3.2,3.3,2.25,3.1,3.15,2.39,3.2,3.32,2.3,3.2,3.2,2.38,3.3,3.1,37,2.46,2.31,3.3,3.16,3.32,3.18,36,2.16,2.07,1.8,1.73,20,0.0,1.72,1.65,2.32,2.25,2.28,3.33,3.49
151,151,17,dom,2019-01-13,17:30,Chaves,1.8,2.0,Tondela,2666,Estádio Municipal Eng. Manuel Branco Tei...,António Nobre,/pt/partidas/cbadf610/Chaves-Tondela-2019Janeiro13-Primeira-Liga,2,1,4-4-2,4-4-2,23.0,13.0,4.0,8.0,13.0,24.0,425.0,516.0,13.0,12.0,16.0,6.0,29.0,11.0,5.0,5.0,9.0,12.0,68.0,97.0,4.0,0.0,0.0,1.0,1.0,0.0,António Filipe de Carvalho,Paulo Sérgio Mota,Stephen Eustáquio,William,André Luis,Nikola Maraš,Marcão,Bruno Gallo,Djavan da Silva Ferreira,Rúben Macedo,Luther Singh,Ricardo Jorge Novo Nunes,Nuno André Coelho,Jefferson de Jesus Santos,Renan Bardini Bressan,Luís Martins,Niltinho,Cláudio Ramos,António Xavier,Juan Delgado,Sergio Peña,Tomané,Ricardo Costa,David Bruno,Joãozinho,Bruno Monteiro,Ricardo Miguel Martins Alves,Cristian Arango,Pedro José Moreira Silva,Ícaro do Carmo Silva,Azongha Tembeng Abenego,Patrick,Pité,Jhon Murillo,P1,13/01/2019,Chaves,Tondela,2,1,H,1,0,H,12,14,3,3,23,15,4,8,3,1,0,1,2.15,3.0,3.8,2.2,3.2,3.3,2.15,3.05,3.45,2.3,3.1,3.66,2.2,3.0,3.6,2.2,3.13,3.6,37,2.35,2.21,3.2,3.11,3.8,3.45,35,2.35,2.26,1.7,1.62,20,-0.5,2.28,2.21,1.74,1.67,2.34,3.51,3.21
152,152,17,dom,2019-01-13,20:00,Rio Ave,0.9,1.9,Setubal,2163,Estádio do Rio Ave Futebol Clube,Manuel Mota,/pt/partidas/93e3a402/Rio-Ave-Vitoria-Setubal-2019Janeiro13-Primeira-Liga,1,1,4-4-2,4-4-2,17.0,29.0,1.0,9.0,8.0,37.0,439.0,510.0,5.0,20.0,5.0,7.0,36.0,22.0,0.0,1.0,,,44.0,82.0,5.0,0.0,1.0,6.0,0.0,0.0,Leonardo César Jardim,Matheus Reis,Nélson Monte,Jonathan Buatu Mananga,Bruno Moreira,João Schmidt,Fábio Coentrão,Leandrinho,Eliseu Cassamá,Galeno,Carlos Vinícius,Paulo Vítor Fagundes dos Anjos,Miguel Fernando Pereira Rodrigues,Murilo Oliveira de Freitas,Diego Lopes,Afonso Figueiredo,Gabriel Airton de Souza,Cristiano Pereira Figueiredo,Gustavo Cascardo,Artur Jorge Marques Amorim,Dankler,Alex,Éber Bessa,Vasco Fernandes,José Semedo,Mikel Agu,Zequinha,Jhonder Cádiz,João Valido,Mano,Costinha,Rúben Micael,Hildeberto Pereira,André Pedrosa,P1,13/01/2019,Rio Ave,Setubal,1,1,D,1,0,H,8,14,6,8,17,29,1,9,5,6,1,0,1.95,3.3,4.0,1.91,3.5,3.8,1.93,3.35,3.85,1.96,3.53,4.16,1.95,3.4,4.0,1.95,3.5,3.9,37,2.09,1.96,3.53,3.37,4.16,3.86,36,2.1,2.02,1.85,1.77,20,-0.5,2.02,1.96,1.93,1.86,2.01,3.3,4.41
153,153,18,sex,2019-01-18,18:45,Nacional,0.2,2.4,Sp Braga,2313,Estádio da Madeira,Hugo Miguel,/pt/partidas/8fe10235/Nacional-Braga-2019Janeiro18-Primeira-Liga,0,3,4-2-3-1,4-4-2,25.0,13.0,2.0,4.0,15.0,16.0,525.0,482.0,21.0,13.0,11.0,19.0,34.0,16.0,3.0,5.0,10.0,8.0,81.0,79.0,2.0,0.0,0.0,2.0,0.0,0.0,Lucas França,Nuno Vieira Campos,Diogo Alexis Rodrigues Coelho,João Tiago Serrão Garcês,Kenji Gorré,Fernando Tissone,João Pedro Gomes Camacho,Filipe Ferreira,Bryan Róchez,Julio,Vítor Gonçalves,Ohoulo Framelin,Abdullahi Ibrahim Alhassan,Okacha Hamzaoui,Brayan Riascos,Kalindi Alves de Souza,Witi,Tiago Sá,Ailton,Ricardo,Pablo Santos,João Novais,Murilo Costa,Ricardo Horta,Raul Silva,Ricardo Esgaio,João Palhinha,Dyego Sousa,José Carlos Marafona,Nuno Sequeira,Wilson Eduardo,Paulinho,Claudemir de Souza,Bruno Viana,P1,18/01/2019,Nacional,Sp Braga,0,3,A,0,0,D,4,15,0,6,25,13,2,4,2,2,0,0,4.75,3.75,1.72,4.6,3.7,1.72,4.3,3.6,1.75,4.74,3.83,1.8,4.5,3.7,1.75,4.75,3.75,1.75,34,4.75,4.5,3.88,3.72,1.85,1.76,33,1.8,1.73,2.3,2.1,19,1.0,1.65,1.6,2.42,2.34,4.17,3.64,1.95
154,154,18,sex,2019-01-18,19:00,Chaves,1.2,3.3,Porto,5950,Estádio Municipal Eng. Manuel Branco Tei...,Nuno Almeida,/pt/partidas/018cc1d7/Chaves-Porto-2019Janeiro18-Primeira-Liga,1,4,4-4-2,4-4-2,19.0,10.0,5.0,6.0,14.0,29.0,438.0,673.0,15.0,17.0,12.0,15.0,35.0,24.0,2.0,1.0,7.0,5.0,69.0,78.0,1.0,0.0,0.0,2.0,0.0,0.0,António Filipe de Carvalho,Nuno André Coelho,Jefferson de Jesus Santos,William,André Luis,Nikola Maraš,Costinha,Bruno Gallo,Djavan da Silva Ferreira,Lionn,Luther Singh,João Kuspiosz,Luís Martins,Erdem Şen,Niltinho,Marlon,Nemanja Ćalasan,Iker Casillas,Éder Militão,Yacine Brahimi,Óliver Torres,Moussa Marega,Alex Telles,Héctor Herrera,Jesús Corona,Felipe,Tiquinho Soares,Pepe,Vaná,Bruno Xavier Almeida Costa,Hernâni Fortes,Jorge,Chancel Mbemba,Adrián López,P1,18/01/2019,Chaves,Porto,1,4,A,0,2,A,10,15,3,6,20,10,5,6,1,2,0,0,9.0,4.5,1.36,9.5,4.4,1.35,7.5,4.3,1.4,10.26,4.58,1.4,10.0,4.33,1.36,9.5,4.5,1.4,34,10.26,9.07,4.85,4.45,1.42,1.38,32,2.0,1.91,2.0,1.88,21,1.5,1.75,1.69,2.28,2.18,10.65,4.75,1.37
155,155,18,sex,2019-01-18,21:15,Guimaraes,0.4,1.2,Benfica,22841,Estádio Dom Afonso Henriques,Tiago Martins,/pt/partidas/527bedd2/Vitoria-Guimaraes-Benfica-2019Janeiro18-Primeira-Liga,0,1,4-1-4-1,4-4-2,13.0,11.0,6.0,6.0,17.0,14.0,578.0,631.0,21.0,25.0,8.0,17.0,20.0,36.0,3.0,4.0,8.0,8.0,71.0,65.0,4.0,0.0,0.0,2.0,0.0,0.0,Douglas,Pedrão,Rafa Soares,Alexandre Guedes,André André,Falaye Sacko,Tozé,Yordan Osorio,Alhassan Wakaso,Joseph Amoah,Davidson da Luz Pereira,João Miguel Macedo Silva,Welthon,João Carlos Teixeira,Mattheus Oliveira,Florent Hanin,Ola John,Odisseas Vlachodimos,Germán Conti,Álex Grimaldo,Gabriel,Franco Cervi,Pizzi,Andreas Samaris,Nicolás Castillo,Jardel,André Almeida,João Félix,Mile Svilar,Haris Seferović,Alfa Semedo,Andrija Živković,Eduardo Salvio,Rafa Silva,P1,18/01/2019,Guimaraes,Benfica,0,1,A,0,0,D,10,11,2,3,13,11,6,6,4,2,0,0,4.5,3.5,1.8,4.5,3.4,1.8,4.35,3.4,1.8,4.82,3.51,1.87,4.6,3.4,1.83,4.5,3.5,1.85,34,5.25,4.5,3.65,3.42,1.88,1.83,33,2.1,2.02,1.85,1.78,18,0.75,1.81,1.75,2.14,2.08,4.33,3.12,2.11
