Unnamed: 0.1,Unnamed: 0,Jornada,Dia,Data,Horário,home,xG_home,xG_away,away,Assistance,Local,Árbitro,Relatório da Partida,goals_home,goals_away,formacao_home,formacao_away,Faltas_home,Faltas_away,Escanteios_home,Escanteios_away,Cruzamentos_home,Cruzamentos_away,Contatos_home,Contatos_away,Bote defensivo_home,Bote defensivo_away,Cortes_home,Cortes_away,Defesas_home,Defesas_away,Impedimentos_home,Impedimentos_away,Tiro de meta_home,Tiro de meta_away,Bolas longas_home,Bolas longas_away,yellow_card_home,red_card_home,yellow_red_card_home,yellow_card_away,red_card_away,yellow_red_card_away,jogador1_home,jogador2_home,jogador3_home,jogador4_home,jogador5_home,jogador6_home,jogador7_home,jogador8_home,jogador9_home,jogador10_home,jogador11_home,jogador12_home,jogador13_home,jogador14_home,jogador15_home,jogador16_home,jogador17_home,jogador1_away,jogador2_away,jogador3_away,jogador4_away,jogador5_away,jogador6_away,jogador7_away,jogador8_away,jogador9_away,jogador10_away,jogador11_away,jogador12_away,jogador13_away,jogador14_away,jogador15_away,jogador16_away,jogador17_away,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,PSH,PSD,PSA,WHH,WHD,WHA,VCH,VCD,VCA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA,PSCH,PSCD,PSCA
156,156,18,sáb,2019-01-19,15:30,Belenenses,1.7,1.3,Tondela,1521,Estádio Nacional,Carlos Xistra,/pt/partidas/19da8e53/Belenenses-SAD-Tondela-2019Janeiro19-Primeira-Liga,2,2,3-4-1-2,4-2-3-1,19.0,22.0,2.0,4.0,17.0,31.0,512.0,503.0,14.0,22.0,13.0,16.0,34.0,18.0,1.0,1.0,11.0,10.0,93.0,87.0,3.0,0.0,0.0,0.0,0.0,0.0,Muriel Becker,Eduardo Henrique,Licá,Diogo Viana,Fredy,Henrique Almeida,Cleylton Santos,André Santos,Gonçalo Silva,Nuno Miguel Prata Coelho,Reinildo Mandava,Guilherme Mata Oliveira,Dálcio,Matija Ljujić,Luís Silva,Nuno Tomás,Diogo Calila,Cláudio Ramos,João Jaquité,António Xavier,Juan Delgado,Sergio Peña,Tomané,David Bruno,Joãozinho,Bruno Monteiro,Ricardo Miguel Martins Alves,Jorge Filipe Oliveira Fernandes,Pedro José Moreira Silva,Azongha Tembeng Abenego,Pité,Jhon Murillo,João Reis,João Mendes,P1,19/01/2019,Belenenses,Tondela,2,2,D,1,2,A,13,13,4,3,19,22,2,4,3,0,0,0,2.1,3.1,3.75,2.0,3.3,3.7,2.0,3.2,3.75,2.1,3.39,3.84,2.05,3.25,3.75,2.1,3.25,3.8,36,2.1,2.05,3.39,3.25,4.2,3.75,34,2.4,2.26,1.68,1.62,20,-0.5,2.12,2.05,1.84,1.79,2.27,3.22,3.64
157,157,18,sáb,2019-01-19,18:00,Sp Lisbon,0.8,1.0,Moreirense,30121,Estádio José Alvalade,Rui Costa,/pt/partidas/c3b124fd/Sporting-CP-Moreirense-2019Janeiro19-Primeira-Liga,2,1,4-3-3,4-4-2,14.0,8.0,2.0,4.0,14.0,14.0,704.0,555.0,15.0,12.0,15.0,23.0,18.0,16.0,5.0,2.0,6.0,8.0,81.0,71.0,2.0,0.0,0.0,2.0,0.0,0.0,Renan Ribeiro,Sebastián Coates,Bruno Fernandes,Marcos Acuña,Stefan Ristovski,Nani,Jérémy Mathieu,Abdoulay Diaby,Bas Dost,Wendel,Nemanja Gudelj,Romain Salin,Jefferson Nascimento,André Almeida Pinto,Raphinha,Francisco Geraldes,Radosav Petrović,Jhonatan,Iago Santos,Rúben Lima,Fábio Pacheco,Chiquinho,Rafik Halliche,Pedro Nuno,Mamadou Loum,Heriberto Tavares,Arsénio Martins Lafuente Nunes,Anthony D'Alberto,Pedro Trigueira,Alan Eduardo Schons,David Texeira,Bilel Aouacheria,Nenê,Patito Rodríguez,P1,19/01/2019,Sp Lisbon,Moreirense,2,1,H,2,1,H,10,7,4,2,14,8,2,4,2,2,0,0,1.4,4.5,8.0,1.4,4.33,7.75,1.38,4.45,7.5,1.41,4.51,8.97,1.38,4.5,9.0,1.4,4.75,8.0,36,1.42,1.39,5.0,4.51,9.06,8.06,35,1.77,1.71,2.2,2.11,22,-1.0,1.69,1.63,2.41,2.27,1.36,5.11,9.99
158,158,18,sáb,2019-01-19,19:30,Santa Clara,1.2,0.8,Maritimo,3139,Estádio de São Miguel,Hélder Malheiro,/pt/partidas/93c671d3/Santa-Clara-Maritimo-2019Janeiro19-Primeira-Liga,0,1,4-4-2,4-4-2,18.0,20.0,11.0,2.0,48.0,10.0,697.0,503.0,12.0,16.0,8.0,14.0,18.0,55.0,1.0,1.0,4.0,11.0,118.0,76.0,1.0,0.0,0.0,6.0,0.0,0.0,Serginho,Danildo Accioly,Denis Pineda,César,João Paulo Lázaro Lucas,Alfredo Stephens,Bruno Lamas,Martin Chrien,Mamadu Candé,Anderson Carvalho,Zé Manuel,João Lopes,Ukra,Paulo Clemente,Minhoca,Kaio Pantaleão,Lucas Marques,Charles,Zainadine Júnior,Lucas Áfrico,Jorge Correa,Rodrigo Pinho,Edgar Costa,João Gamboa,Eulânio Ângelo Chipela Gomes,Josip Vuković,Fábio China,Diederrick Joel,Pedro Mateus,Jean Cléber,Mamadou Traoré,Leandro Barrera,Ricardo Jorge Oliveira Valente,Pedro Pelágio,P1,19/01/2019,Santa Clara,Maritimo,0,1,A,0,1,A,13,12,1,4,18,19,11,2,1,6,0,0,2.37,3.1,3.1,2.2,3.2,3.3,2.3,3.0,3.2,2.39,3.17,3.36,2.35,3.1,3.25,2.38,3.13,3.25,41,2.6,2.34,3.2,3.08,3.36,3.22,34,2.56,2.43,1.59,1.55,27,-0.25,2.08,2.01,1.89,1.83,2.39,3.19,3.41
159,159,18,dom,2019-01-20,15:00,Aves,1.3,0.5,Setubal,1617,Estádio Clube Desportivo das Aves,Artur Soares Dias,/pt/partidas/f9d630cc/Aves-Vitoria-Setubal-2019Janeiro20-Primeira-Liga,2,1,4-2-3-1,4-2-3-1,21.0,15.0,9.0,9.0,24.0,23.0,534.0,582.0,22.0,21.0,10.0,9.0,49.0,32.0,0.0,3.0,4.0,5.0,74.0,71.0,1.0,0.0,0.0,4.0,0.0,1.0,Quentin Beunardeau,Rodrigo Alves Soares,Vitor Costa,Luis Fariña,Amilton,Carlos Ponck,Claudio Falcão,Vítor Gomes,Derley,Diego Galo,Mama Samba Baldé,André Ferreira,Rodrigo Defendi,Bruno Manuel Araújo Braga,Mato Miloš,Bruno Gomes,Luquinhas,Cristiano Pereira Figueiredo,Gustavo Cascardo,Artur Jorge Marques Amorim,Dankler,Alex,Éber Bessa,Vasco Fernandes,Rúben Micael,José Semedo,Mikel Agu,Jhonder Cádiz,Milton Raphael,Mano,Hildeberto Pereira,Frédéric Mendy,André Pedrosa,Valdu Té,P1,20/01/2019,Aves,Setubal,2,1,H,1,0,H,16,6,4,1,21,15,9,9,1,4,0,1,2.4,3.3,2.87,2.3,3.3,3.0,2.35,3.1,3.0,2.47,3.24,3.15,2.4,3.1,3.1,2.45,3.2,3.0,35,2.5,2.41,3.3,3.17,3.15,3.0,33,2.4,2.27,1.67,1.62,20,0.0,1.78,1.72,2.22,2.14,2.53,3.29,3.07
160,160,18,dom,2019-01-20,17:30,Boavista,0.8,1.5,Portimonense,4145,Estádio do Bessa Século XXI,Manuel Mota,/pt/partidas/05967561/Boavista-Portimonense-2019Janeiro20-Primeira-Liga,0,2,4-2-3-1,4-3-3,16.0,12.0,6.0,1.0,27.0,15.0,658.0,516.0,16.0,25.0,19.0,18.0,20.0,26.0,2.0,0.0,10.0,13.0,91.0,103.0,1.0,0.0,0.0,1.0,0.0,0.0,Helton Leite,Gonçalo Cardoso,Talocha,Mateus Galiano da Costa,André Claro,Edu Machado,Rafael Costa,Neris,Índio,Rafael Lopes,Idrissa Mandiang,Rafael Bracalli,Raphael,Carraça,Koneh Ibrahim,Aymen Tahar,Federico Falcone,Ricardo Abel Barbosa Ferreira,Lucas Possignolo,Jadson,Dener,Jackson Martínez,Bruno Tabata,Pedro Sá,Lucas Fernandes,Rúben Fernandes,Wellington,Vítor Tormena,Leonardo Navacchio,Emmanuel Hackman,João Carlos,Chidera Ezeh,Jamerson,,P1,20/01/2019,Boavista,Portimonense,0,2,A,0,1,A,13,12,1,4,16,11,6,1,1,1,0,0,2.4,3.0,3.2,2.3,3.1,3.2,2.35,3.0,3.1,2.46,3.17,3.24,2.4,3.1,3.1,2.45,3.2,3.0,36,2.46,2.37,3.2,3.09,3.65,3.15,32,2.33,2.24,1.72,1.63,20,-0.25,2.13,2.05,1.83,1.79,2.57,3.09,3.21
161,161,18,dom,2019-01-20,20:00,Rio Ave,1.0,0.7,Feirense,2052,Estádio do Rio Ave Futebol Clube,João Pinheiro,/pt/partidas/199f4b22/Rio-Ave-Feirense-2019Janeiro20-Primeira-Liga,0,0,4-2-3-1,4-4-2,15.0,31.0,11.0,2.0,23.0,17.0,645.0,470.0,7.0,19.0,6.0,11.0,10.0,44.0,2.0,3.0,,,62.0,75.0,0.0,0.0,0.0,4.0,0.0,0.0,Leonardo César Jardim,Nélson Monte,Jonathan Buatu Mananga,Diego Lopes,João Schmidt,Fábio Coentrão,Leandrinho,Eliseu Cassamá,Afonso Figueiredo,Gabriel Airton de Souza,Carlos Vinícius,Paulo Vítor Fagundes dos Anjos,Miguel Fernando Pereira Rodrigues,Ricardo José Vaz Alves Monteiro,Bruno Moreira,Junio,Vitó Ferreira,Dele Alampasu,Diogo Miguel Guedes Almeida,Tiago Gomes,Antonio Briseño,Steven Petkov,Tiago Silva,José Adolfo Valencia,Rafael Crivellaro,Ali Ghazal,Vítor Bruno,Philipe Sampaio,Tomas Martins Bozhinoski,Bruno Nascimento,Cris,Edinho,Marco Soares,João Tavares Almeida,P1,20/01/2019,Rio Ave,Feirense,0,0,D,0,0,D,12,7,2,3,15,34,11,2,0,4,0,0,1.66,3.75,5.0,1.67,3.6,5.25,1.63,3.7,5.2,1.68,3.98,5.27,1.62,3.8,5.5,1.65,3.75,5.75,35,1.75,1.65,3.98,3.74,5.75,5.22,34,2.2,2.09,1.78,1.73,23,-1.0,2.39,2.21,1.74,1.68,1.58,4.3,5.99
162,162,19,seg,2019-01-28,17:00,Maritimo,0.9,1.6,Rio Ave,5420,Estádio dos Barreiros,Hugo Miguel,/pt/partidas/358391a8/Maritimo-Rio-Ave-2019Janeiro28-Primeira-Liga,0,2,4-4-2,4-1-4-1,17.0,12.0,3.0,4.0,23.0,13.0,658.0,531.0,15.0,23.0,12.0,17.0,17.0,26.0,2.0,2.0,,,72.0,57.0,3.0,0.0,0.0,2.0,0.0,0.0,Charles,Bebeto,Zainadine Júnior,Lucas Áfrico,Jorge Correa,Rodrigo Pinho,Edgar Costa,João Gamboa,Josip Vuković,Fábio China,Diederrick Joel,Pedro Mateus,Douglas Grolli,Jean Cléber,Leandro Barrera,Eulânio Ângelo Chipela Gomes,Ricardo Jorge Oliveira Valente,Leonardo César Jardim,Matheus Reis,Nélson Monte,Jonathan Buatu Mananga,Murilo Oliveira de Freitas,Ricardo José Vaz Alves Monteiro,Bruno Moreira,Diego Lopes,João Schmidt,Eliseu Cassamá,Nikola Jambor,Paulo Vítor Fagundes dos Anjos,Miguel Fernando Pereira Rodrigues,Ronan,Leandrinho,Afonso Figueiredo,Vitó Ferreira,P1,28/01/2019,Maritimo,Rio Ave,0,2,A,0,0,D,12,11,2,6,17,13,3,4,3,2,0,0,2.45,3.1,3.0,2.3,3.2,3.1,2.3,3.1,3.1,2.36,3.39,3.2,2.3,3.3,3.1,2.3,3.25,3.2,33,2.45,2.33,3.39,3.2,3.21,3.09,30,2.35,2.22,1.7,1.64,20,0.0,1.73,1.68,2.31,2.21,2.38,3.22,3.39
163,163,19,seg,2019-01-28,19:00,Tondela,0.3,2.5,Aves,1478,Estádio João Cardoso,Vitor Ferreira Fernandes,/pt/partidas/1b73b1c0/Tondela-Aves-2019Janeiro28-Primeira-Liga,0,2,4-2-3-1,3-4-3,11.0,19.0,6.0,7.0,32.0,15.0,629.0,471.0,17.0,17.0,12.0,17.0,14.0,34.0,0.0,2.0,7.0,8.0,77.0,73.0,2.0,1.0,0.0,1.0,0.0,0.0,Cláudio Ramos,João Jaquité,António Xavier,Juan Delgado,Sergio Peña,Tomané,David Bruno,Joãozinho,Bruno Monteiro,Ricardo Miguel Martins Alves,Jorge Filipe Oliveira Fernandes,Pedro José Moreira Silva,Azongha Tembeng Abenego,Pité,Jhon Murillo,João Reis,Fahd Moufi,Quentin Beunardeau,Rodrigo Alves Soares,Vitor Costa,Carlos Ponck,Claudio Falcão,Vítor Gomes,Derley,Diego Galo,Jorge Fellipe,Mama Samba Baldé,Luquinhas,André Ferreira,Rodrigo Defendi,Bruno Manuel Araújo Braga,Luis Fariña,Mato Miloš,Bruno Gomes,P1,28/01/2019,Tondela,Aves,0,2,A,0,0,D,6,14,3,8,11,19,6,7,2,1,1,0,1.95,3.2,4.2,2.0,3.2,3.9,1.97,3.25,3.75,2.08,3.35,3.94,2.05,3.3,3.8,2.0,3.4,3.9,36,2.12,2.01,3.4,3.26,4.2,3.82,35,2.2,2.11,1.8,1.71,20,-0.25,1.78,1.73,2.2,2.11,2.35,3.29,3.38
164,164,19,seg,2019-01-28,19:00,Moreirense,1.3,0.7,Nacional,1329,P.D. Comendador Joaquim de Almeida Freit...,Manuel Mota,/pt/partidas/a9d28c40/Moreirense-Nacional-2019Janeiro28-Primeira-Liga,2,1,4-4-2,4-2-3-1,13.0,16.0,4.0,5.0,19.0,16.0,476.0,517.0,20.0,10.0,7.0,8.0,24.0,15.0,6.0,1.0,7.0,13.0,81.0,91.0,1.0,0.0,0.0,4.0,0.0,1.0,Jhonatan,João Aurélio,Iago Santos,Rúben Lima,Fábio Pacheco,Nenê,Chiquinho,Rafik Halliche,Mamadou Loum,Heriberto Tavares,Arsénio Martins Lafuente Nunes,Pedro Trigueira,David Texeira,Bilel Aouacheria,Ivanildo Fernandes,Pedro Nuno,Bruno Silva,Lucas França,João Tiago Serrão Garcês,Okacha Hamzaoui,Kenji Gorré,Filipe Ferreira,Sérgio Marakis,Kalindi Alves de Souza,Witi,Lazar Rosić,Julio,Vítor Gonçalves,Ohoulo Framelin,Nuno Vieira Campos,Diogo Alexis Rodrigues Coelho,Giorgi Arabidze,João Pedro Gomes Camacho,Aleksandar Paločević,P1,28/01/2019,Moreirense,Nacional,2,1,H,1,0,H,15,6,5,3,12,16,4,5,1,4,0,1,1.95,3.3,4.0,1.95,3.4,3.75,1.95,3.3,3.8,2.02,3.37,4.14,1.95,3.4,4.0,1.95,3.5,4.0,36,2.02,1.96,3.6,3.37,4.14,3.89,34,2.1,1.99,1.86,1.8,20,-0.25,1.74,1.69,2.25,2.17,1.68,4.11,5.25
165,165,19,seg,2019-01-28,21:15,Feirense,0.4,1.7,Guimaraes,3014,Estádio Marcolino de Castro,Nuno Almeida,/pt/partidas/8d8ce57b/Feirense-Vitoria-Guimaraes-2019Janeiro28-Primeira-Liga,1,2,4-4-2,4-1-4-1,22.0,15.0,1.0,11.0,24.0,23.0,526.0,531.0,23.0,10.0,13.0,9.0,29.0,27.0,1.0,1.0,4.0,6.0,82.0,105.0,0.0,0.0,0.0,1.0,0.0,0.0,André Moreira,Diogo Miguel Guedes Almeida,Tiago Gomes,Antonio Briseño,Steven Petkov,José Adolfo Valencia,Marco Soares,Ali Ghazal,Fábio Sturgeon,Vítor Bruno,Philipe Sampaio,Dele Alampasu,Brian Gómez,Bruno Nascimento,Cris,Zé Pedro,Rafael Crivellaro,Douglas,Pedrão,Rafa Soares,Alexandre Guedes,André André,Falaye Sacko,Tozé,Alhassan Wakaso,Ola John,Joseph Amoah,Frederico Venâncio,João Miguel Macedo Silva,Welthon,Pedro Rodrigues,Mattheus Oliveira,Florent Hanin,Edmond Tapsoba,P1,28/01/2019,Feirense,Guimaraes,1,2,A,1,2,A,7,16,3,6,22,14,1,11,0,1,0,0,4.0,3.2,2.05,3.9,3.1,2.05,3.65,3.1,2.05,3.73,3.41,2.13,3.7,3.3,2.05,3.8,3.2,2.1,36,4.0,3.65,3.41,3.19,2.19,2.1,33,2.6,2.45,1.6,1.53,20,0.5,1.82,1.76,2.16,2.08,4.44,3.34,1.99
166,166,19,ter,2019-01-29,19:00,Benfica,3.1,1.7,Boavista,41352,Estádio do Sport Lisboa e Benfica,Rui Costa,/pt/partidas/c15021c6/Benfica-Boavista-2019Janeiro29-Primeira-Liga,5,1,4-2-2-2,4-4-2,16.0,16.0,16.0,4.0,38.0,13.0,701.0,430.0,15.0,10.0,10.0,20.0,12.0,42.0,1.0,2.0,4.0,4.0,83.0,69.0,0.0,0.0,0.0,1.0,0.0,0.0,Odisseas Vlachodimos,Álex Grimaldo,Rúben Dias,Gabriel,Haris Seferović,Pizzi,Andreas Samaris,Rafa Silva,Jardel,André Almeida,João Félix,Ivan Zlobin,Germán Conti,Franco Cervi,Andrija Živković,Eduardo Salvio,Facundo Ferreyra,Helton Leite,Gonçalo Cardoso,Talocha,Mateus Galiano da Costa,Jeferson Fernandes Macedo,Edu Machado,Aymen Tahar,Neris,Índio,Rafael Lopes,Idrissa Mandiang,Rafael Bracalli,Raphael,Carraça,André Claro,Federico Falcone,Samu,P1,29/01/2019,Benfica,Boavista,5,1,H,2,1,H,18,7,9,3,17,15,16,4,0,1,0,0,1.16,7.0,15.0,1.16,7.0,16.0,1.17,6.5,14.0,1.17,7.71,20.16,1.15,7.0,19.0,1.18,7.0,17.0,35,1.21,1.17,7.71,6.94,23.0,16.7,32,1.63,1.58,2.5,2.35,23,-2.0,2.06,1.98,1.92,1.83,1.2,7.03,18.03
167,167,19,ter,2019-01-29,19:00,Portimonense,0.7,1.0,Chaves,2163,Estádio do Portimonense SC,André Narciso,/pt/partidas/f3686357/Portimonense-Chaves-2019Janeiro29-Primeira-Liga,0,1,4-3-3,4-3-3,18.0,11.0,8.0,5.0,39.0,20.0,619.0,483.0,17.0,15.0,14.0,19.0,23.0,39.0,2.0,2.0,6.0,13.0,81.0,85.0,4.0,0.0,0.0,6.0,0.0,0.0,Ricardo Abel Barbosa Ferreira,Lucas Possignolo,Jadson,Dener,Jackson Martínez,Bruno Tabata,Pedro Sá,Lucas Fernandes,Rúben Fernandes,Wellington,Vítor Tormena,Leonardo Navacchio,Emmanuel Hackman,Paulinho,João Carlos,Chidera Ezeh,Jamerson,António Filipe de Carvalho,Jefferson de Jesus Santos,William,Nikola Maraš,Costinha,Gastón Campi,Bruno Gallo,Djavan da Silva Ferreira,Lionn,Rúben Macedo,Luther Singh,Ricardo Jorge Novo Nunes,Paulo Sérgio Mota,Renan Bardini Bressan,André Luis,Erdem Şen,Nemanja Ćalasan,P1,29/01/2019,Portimonense,Chaves,0,1,A,0,1,A,14,10,4,5,18,12,8,5,4,6,0,0,1.75,3.8,4.33,1.78,3.5,4.5,1.73,3.6,4.5,1.79,3.87,4.75,1.75,3.7,4.6,1.8,3.7,4.5,36,1.8,1.77,3.88,3.63,4.77,4.54,34,2.0,1.93,1.93,1.86,21,-1.0,2.6,2.43,1.62,1.56,1.78,3.75,4.99
168,168,19,ter,2019-01-29,21:15,Sp Braga,1.3,1.2,Santa Clara,6933,Estádio Municipal de Braga,João Santos Capela,/pt/partidas/7daa23c7/Braga-Santa-Clara-2019Janeiro29-Primeira-Liga,1,0,4-4-2,4-4-2,19.0,16.0,5.0,4.0,23.0,10.0,642.0,411.0,14.0,8.0,8.0,20.0,15.0,29.0,2.0,3.0,7.0,16.0,83.0,84.0,2.0,0.0,0.0,1.0,0.0,0.0,Tiago Sá,Wilson Eduardo,Ricardo,João Novais,Paulinho,Claudemir de Souza,Raul Silva,Bruno Viana,Ricardo Esgaio,Marcelo Goiano,Dyego Sousa,José Carlos Marafona,Eduardo Teixeira,Murilo Costa,Ricardo Horta,Fransérgio,João Palhinha,Serginho,Danildo Accioly,Osama Rashid,Denis Pineda,César,Kaio Pantaleão,Alfredo Stephens,Martin Chrien,Mamadu Candé,Zé Manuel,Patrick,João Lopes,Fábio Cardoso,Ukra,João Paulo Lázaro Lucas,Bruno Lamas,Lucas Marques,P1,29/01/2019,Sp Braga,Santa Clara,1,0,H,0,0,D,16,12,2,2,19,16,5,4,2,1,0,0,1.25,5.5,12.0,1.28,5.5,9.25,1.3,5.0,9.0,1.27,5.72,12.0,1.27,5.5,12.0,1.29,5.5,11.5,34,1.33,1.28,5.85,5.36,12.15,10.81,33,1.77,1.7,2.23,2.13,21,-1.5,1.92,1.86,2.05,1.96,1.27,5.95,12.49
169,169,19,qua,2019-01-30,19:00,Setubal,1.3,1.9,Sp Lisbon,5098,Estádio do Bonfim,Hélder Malheiro,/pt/partidas/0b0b1bed/Vitoria-Setubal-Sporting-CP-2019Janeiro30-Primeira-Liga,1,1,4-4-2,4-3-3,20.0,18.0,4.0,9.0,13.0,50.0,430.0,643.0,17.0,10.0,5.0,17.0,49.0,12.0,2.0,1.0,10.0,4.0,69.0,74.0,3.0,0.0,0.0,6.0,1.0,0.0,Cristiano Pereira Figueiredo,Mano,Dankler,Nuno Daniel Costeira Valente,Vasco Fernandes,Rúben Micael,André Martins Sousa,Frédéric Mendy,Mikel Agu,Zequinha,Jhonder Cádiz,Milton Raphael,Hildeberto Pereira,André Pedrosa,Baba Fernandes,Luís Cortez,Valdu Té,Renan Ribeiro,Sebastián Coates,Jefferson Nascimento,Bruno Fernandes,Stefan Ristovski,Raphinha,Abdoulay Diaby,Radosav Petrović,Bas Dost,Wendel,Idrissa Doumbia,Romain Salin,Nani,Luiz Phellype,Abdu Conté,Bruno Gaspar,Jovane Cabral,P1,30/01/2019,Setubal,Sp Lisbon,1,1,D,1,0,H,10,23,5,9,20,18,4,9,4,6,0,1,5.25,4.0,1.61,5.5,3.7,1.62,5.0,3.65,1.65,5.38,3.84,1.69,5.25,3.75,1.65,5.5,3.8,1.65,34,5.85,5.21,4.0,3.76,1.7,1.66,33,2.07,1.99,1.89,1.81,23,1.0,1.74,1.68,2.28,2.2,5.14,3.51,1.83
170,170,19,qua,2019-01-30,21:15,Porto,1.5,0.6,Belenenses,21808,Estádio Do Dragão,Luís Godinho,/pt/partidas/10c11b8a/Porto-Belenenses-SAD-2019Janeiro30-Primeira-Liga,3,0,4-4-2,3-4-3,18.0,16.0,4.0,2.0,13.0,16.0,543.0,576.0,19.0,14.0,20.0,18.0,23.0,9.0,0.0,2.0,9.0,9.0,58.0,65.0,1.0,0.0,0.0,2.0,1.0,0.0,Iker Casillas,Éder Militão,Yacine Brahimi,Óliver Torres,Moussa Marega,Alex Telles,Héctor Herrera,Jesús Corona,Felipe,Tiquinho Soares,Pepe,Vaná,Hernâni Fortes,Wilson Manafá,André Pereira,Danilo Pereira,Otávio,Muriel Becker,Eduardo Henrique,Vincent Sasso,Licá,Dálcio,Diogo Viana,Henrique Almeida,Zakarya Bergdich,Cleylton Santos,André Santos,Gonçalo Silva,Guilherme Mata Oliveira,Matija Ljujić,Pierre Sagna,Nuno Tomás,Diogo Calila,Reinildo Mandava,P1,30/01/2019,Porto,Belenenses,3,0,H,2,0,H,17,12,8,2,18,17,4,2,1,2,0,1,1.16,7.5,13.0,1.15,7.5,16.0,1.17,6.5,14.5,1.16,7.67,18.39,1.15,7.0,19.0,1.15,7.5,19.0,36,1.2,1.17,7.67,7.0,19.0,16.1,33,1.6,1.51,2.63,2.5,23,-2.0,1.96,1.9,1.98,1.92,1.16,8.03,19.6
171,171,20,sex,2019-02-01,20:30,Rio Ave,0.7,1.4,Tondela,1159,Estádio do Rio Ave Futebol Clube,João Santos Capela,/pt/partidas/63d29cc8/Rio-Ave-Tondela-2019Fevereiro1-Primeira-Liga,2,2,4-2-3-1,4-2-3-1,23.0,17.0,5.0,7.0,11.0,30.0,445.0,442.0,9.0,19.0,10.0,8.0,31.0,13.0,4.0,1.0,,,50.0,81.0,4.0,0.0,0.0,4.0,0.0,1.0,Leonardo César Jardim,Matheus Reis,Nélson Monte,Jonathan Buatu Mananga,Murilo Oliveira de Freitas,Ricardo José Vaz Alves Monteiro,Bruno Moreira,João Schmidt,Eliseu Cassamá,Nikola Jambor,Galeno,Paulo Vítor Fagundes dos Anjos,Rúben Semedo,Ronan,Leandrinho,Afonso Figueiredo,Vitó Ferreira,Cláudio Ramos,João Jaquité,António Xavier,Juan Delgado,Sergio Peña,Fahd Moufi,Tomané,Ricardo Costa,Joãozinho,Bruno Monteiro,Ricardo Miguel Martins Alves,Pedro José Moreira Silva,Azongha Tembeng Abenego,Pité,Jhon Murillo,João Reis,João Mendes,P1,01/02/2019,Rio Ave,Tondela,2,2,D,1,1,D,7,13,4,4,23,16,5,7,4,4,1,1,2.0,3.4,3.75,1.95,3.4,3.75,1.97,3.35,3.6,2.07,3.56,3.83,2.0,3.4,3.7,2.05,3.4,3.7,35,2.1,2.02,3.57,3.41,3.85,3.67,33,1.97,1.9,1.95,1.88,20,-0.5,2.11,2.02,1.87,1.8,2.0,3.65,3.95
172,172,20,sáb,2019-02-02,15:30,Chaves,0.8,0.6,Maritimo,2477,Estádio Municipal Eng. Manuel Branco Tei...,Luís Godinho,/pt/partidas/91ba5037/Chaves-Maritimo-2019Fevereiro2-Primeira-Liga,1,0,4-4-1-1,4-4-2,21.0,19.0,8.0,6.0,16.0,23.0,477.0,607.0,14.0,15.0,12.0,16.0,20.0,21.0,1.0,2.0,4.0,5.0,81.0,84.0,2.0,0.0,0.0,4.0,0.0,0.0,António Filipe de Carvalho,Paulo Sérgio Mota,Jefferson de Jesus Santos,William,Nikola Maraš,Costinha,Gastón Campi,Bruno Gallo,Djavan da Silva Ferreira,Rúben Macedo,Luther Singh,Ricardo Jorge Novo Nunes,Renan Bardini Bressan,André Luis,Erdem Şen,Niltinho,Nemanja Ćalasan,Charles,Bebeto,Zainadine Júnior,Lucas Áfrico,Jorge Correa,Rodrigo Pinho,Edgar Costa,João Gamboa,Josip Vuković,Fábio China,Diederrick Joel,Amir Abedzadeh,Douglas Grolli,Leandro Barrera,Eulânio Ângelo Chipela Gomes,Ricardo Jorge Oliveira Valente,Getterson,P1,02/02/2019,Chaves,Maritimo,1,0,H,0,0,D,11,9,3,2,22,19,7,6,2,4,0,0,2.2,3.1,3.5,2.15,3.1,3.5,2.2,3.05,3.35,,,,2.25,3.1,3.4,2.25,3.2,3.4,32,2.3,2.22,3.23,3.12,3.6,3.38,29,2.41,2.32,2.95,2.77,18,-0.25,1.96,1.89,1.99,1.91,2.04,3.32,4.27
