,Jornada,Dia,Data,Horário,home,xG_home,xG_away,away,Assistance,Local,Árbitro,Relatório da Partida,goals_home,goals_away,formacao_home,formacao_away,Faltas_home,Faltas_away,Escanteios_home,Escanteios_away,Cruzamentos_home,Cruzamentos_away,Contatos_home,Contatos_away,Bote defensivo_home,Bote defensivo_away,Cortes_home,Cortes_away,Defesas_home,Defesas_away,Impedimentos_home,Impedimentos_away,Tiro de meta_home,Tiro de meta_away,Bolas longas_home,Bolas longas_away,yellow_card_home,red_card_home,yellow_red_card_home,yellow_card_away,red_card_away,yellow_red_card_away,jogador1_home,jogador2_home,jogador3_home,jogador4_home,jogador5_home,jogador6_home,jogador7_home,jogador8_home,jogador9_home,jogador10_home,jogador11_home,jogador12_home,jogador13_home,jogador14_home,jogador15_home,jogador16_home,jogador17_home,jogador1_away,jogador2_away,jogador3_away,jogador4_away,jogador5_away,jogador6_away,jogador7_away,jogador8_away,jogador9_away,jogador10_away,jogador11_away,jogador12_away,jogador13_away,jogador14_away,jogador15_away,jogador16_away,jogador17_away
197,22,seg,2019-02-18,20:15,Aves,0.9,1.4,Benfica,5159,Estádio Clube Desportivo das Aves,Hugo Miguel,/pt/partidas/97ae6b06/Aves-Benfica-2019Fevereiro18-Primeira-Liga,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,23,sex,2019-02-22,19:00,Braga,1.3,0.5,B-SAD,9054,Estádio Municipal de Braga,Nuno Almeida,/pt/partidas/223e241a/Braga-Belenenses-SAD-2019Fevereiro22-Primeira-Liga,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,23,sex,2019-02-22,21:15,Tondela,0.5,2.3,Porto,3963,Estádio João Cardoso,Luís Godinho,/pt/partidas/c695b8d5/Tondela-Porto-2019Fevereiro22-Primeira-Liga,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,23,sáb,2019-02-23,15:30,Feirense,0.7,0.8,Moreirense,3241,Estádio Marcolino de Castro,Manuel Oliveira,/pt/partidas/ad268e0a/Feirense-Moreirense-2019Fevereiro23-Primeira-Liga,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,23,sáb,2019-02-23,18:00,Portimonense,0.8,0.8,Aves,2850,Estádio do Portimonense SC,Jorge de Sousa,/pt/partidas/25249a26/Portimonense-Aves-2019Fevereiro23-Primeira-Liga,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,23,sáb,2019-02-23,20:30,Vitória Setúbal,1.5,1.6,Vitória,2954,Estádio do Bonfim,Hugo Miguel,/pt/partidas/35f7e19e/Vitoria-Setubal-Vitoria-Guimaraes-2019Fevereiro23-Primeira-Liga,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,23,dom,2019-02-24,14:30,Santa Clara,1.0,1.2,Nacional,1896,Estádio de São Miguel,António Nobre,/pt/partidas/730e9243/Santa-Clara-Nacional-2019Fevereiro24-Primeira-Liga,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,23,dom,2019-02-24,17:30,Boavista,1.7,1.3,Rio Ave,4649,Estádio do Bessa Século XXI,Fábio Costa,/pt/partidas/79c85629/Boavista-Rio-Ave-2019Fevereiro24-Primeira-Liga,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,23,seg,2019-02-25,19:00,Marítimo,0.5,1.7,Sporting CP,9174,Estádio dos Barreiros,Tiago Martins,/pt/partidas/1b2a453e/Maritimo-Sporting-CP-2019Fevereiro25-Primeira-Liga,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,23,seg,2019-02-25,21:15,Benfica,3.7,0.5,Chaves,46897,Estádio do Sport Lisboa e Benfica,Manuel Mota,/pt/partidas/01bb202f/Benfica-Chaves-2019Fevereiro25-Primeira-Liga,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,24,sex,2019-03-01,20:30,Aves,1.7,0.1,Boavista,2710,Estádio Clube Desportivo das Aves,Nuno Almeida,/pt/partidas/3f37b3b4/Aves-Boavista-2019Marco1-Primeira-Liga,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,24,sáb,2019-03-02,15:30,Nacional,2.4,1.7,Tondela,2335,Estádio da Madeira,Hélder Malheiro,/pt/partidas/017f1276/Nacional-Tondela-2019Marco2-Primeira-Liga,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,24,sáb,2019-03-02,18:00,Moreirense,0.6,0.7,Vitória Setúbal,1868,P.D. Comendador Joaquim de Almeida Freit...,João Pinto,/pt/partidas/5015f73c/Moreirense-Vitoria-Setubal-2019Marco2-Primeira-Liga,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,24,sáb,2019-03-02,20:30,Porto,1.5,1.4,Benfica,49220,Estádio Do Dragão,Jorge de Sousa,/pt/partidas/9b65c54c/Porto-Benfica-2019Marco2-Primeira-Liga,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,24,dom,2019-03-03,15:00,B-SAD,2.4,0.4,Feirense,2241,Estádio Nacional,Luís Godinho,/pt/partidas/22b9597a/Belenenses-SAD-Feirense-2019Marco3-Primeira-Liga,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,24,dom,2019-03-03,15:00,Chaves,1.1,0.2,Santa Clara,3570,Estádio Municipal Eng. Manuel Branco Tei...,Cláudio Ruivo Pereira,/pt/partidas/cf9c3212/Chaves-Santa-Clara-2019Marco3-Primeira-Liga,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,24,dom,2019-03-03,17:30,Rio Ave,0.6,1.4,Braga,3306,Estádio do Rio Ave Futebol Clube,Artur Soares Dias,/pt/partidas/c8699e17/Rio-Ave-Braga-2019Marco3-Primeira-Liga,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,24,dom,2019-03-03,20:00,Sporting CP,2.5,0.8,Portimonense,24907,Estádio José Alvalade,João Santos Capela,/pt/partidas/bb9d7490/Sporting-CP-Portimonense-2019Marco3-Primeira-Liga,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,24,seg,2019-03-04,20:15,Vitória,2.3,0.9,Marítimo,15301,Estádio Dom Afonso Henriques,João Pinheiro,/pt/partidas/ba9b4654/Vitoria-Guimaraes-Maritimo-2019Marco4-Primeira-Liga,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,25,sex,2019-03-08,20:30,Chaves,1.7,0.9,Rio Ave,2990,Estádio Municipal Eng. Manuel Branco Tei...,Rui Costa,/pt/partidas/baf1fb5f/Chaves-Rio-Ave-2019Marco8-Primeira-Liga,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,25,sáb,2019-03-09,15:30,Marítimo,1.9,1.4,Moreirense,5700,Estádio dos Barreiros,Hugo Miguel,/pt/partidas/d76324e6/Maritimo-Moreirense-2019Marco9-Primeira-Liga,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,25,sáb,2019-03-09,18:00,Braga,1.5,1.4,Vitória,16778,Estádio Municipal de Braga,Luís Godinho,/pt/partidas/268bffcf/Braga-Vitoria-Guimaraes-2019Marco9-Primeira-Liga,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,25,sáb,2019-03-09,20:30,Boavista,1.4,2.2,Sporting CP,7628,Estádio do Bessa Século XXI,João Pinheiro,/pt/partidas/b05cab13/Boavista-Sporting-CP-2019Marco9-Primeira-Liga,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,25,dom,2019-03-10,14:00,Santa Clara,0.7,0.3,Aves,3015,Estádio de São Miguel,Tiago Martins,/pt/partidas/314e9ce7/Santa-Clara-Aves-2019Marco10-Primeira-Liga,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,25,dom,2019-03-10,15:00,Portimonense,4.2,0.6,Nacional,3066,Estádio do Portimonense SC,Vitor Ferreira Fernandes,/pt/partidas/15ffd97a/Portimonense-Nacional-2019Marco10-Primeira-Liga,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,25,dom,2019-03-10,17:30,Vitória Setúbal,0.7,0.5,Tondela,4094,Estádio do Bonfim,Fábio Costa,/pt/partidas/79830261/Vitoria-Setubal-Tondela-2019Marco10-Primeira-Liga,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,25,dom,2019-03-10,20:00,Feirense,0.6,1.3,Porto,5414,Estádio Marcolino de Castro,Artur Soares Dias,/pt/partidas/b5640daf/Feirense-Porto-2019Marco10-Primeira-Liga,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,25,seg,2019-03-11,20:15,Benfica,1.0,0.9,B-SAD,52158,Estádio do Sport Lisboa e Benfica,João Santos Capela,/pt/partidas/c60361bb/Benfica-Belenenses-SAD-2019Marco11-Primeira-Liga,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,26,sex,2019-03-15,20:30,Sporting CP,1.0,0.6,Santa Clara,28129,Estádio José Alvalade,Manuel Oliveira,/pt/partidas/c1a3ccf4/Sporting-CP-Santa-Clara-2019Marco15-Primeira-Liga,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,26,sáb,2019-03-16,15:30,B-SAD,0.6,1.7,Portimonense,2219,Estádio Nacional,André Narciso,/pt/partidas/3224c146/Belenenses-SAD-Portimonense-2019Marco16-Primeira-Liga,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,26,sáb,2019-03-16,15:30,Vitória Setúbal,0.7,1.4,Braga,5717,Estádio do Bonfim,Manuel Mota,/pt/partidas/8d8dec3e/Vitoria-Setubal-Braga-2019Marco16-Primeira-Liga,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,26,sáb,2019-03-16,18:00,Vitória,2.5,1.1,Boavista,17985,Estádio Dom Afonso Henriques,Tiago Martins,/pt/partidas/01a1c51c/Vitoria-Guimaraes-Boavista-2019Marco16-Primeira-Liga,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,26,sáb,2019-03-16,20:30,Porto,3.7,0.0,Marítimo,46413,Estádio Do Dragão,João Santos Capela,/pt/partidas/28e6c3f6/Porto-Maritimo-2019Marco16-Primeira-Liga,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,26,dom,2019-03-17,15:00,Aves,1.3,1.0,Chaves,3491,Estádio Clube Desportivo das Aves,Artur Soares Dias,/pt/partidas/05610aab/Aves-Chaves-2019Marco17-Primeira-Liga,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,26,dom,2019-03-17,15:00,Nacional,1.1,0.3,Rio Ave,2373,Estádio da Madeira,António Nobre,/pt/partidas/dce72c89/Nacional-Rio-Ave-2019Marco17-Primeira-Liga,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,26,dom,2019-03-17,17:30,Moreirense,0.5,1.6,Benfica,5510,P.D. Comendador Joaquim de Almeida Freit...,Nuno Almeida,/pt/partidas/f890eadb/Moreirense-Benfica-2019Marco17-Primeira-Liga,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,26,dom,2019-03-17,20:00,Tondela,1.4,1.1,Feirense,1871,Estádio João Cardoso,Jorge de Sousa,/pt/partidas/24603eb8/Tondela-Feirense-2019Marco17-Primeira-Liga,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,27,sex,2019-03-29,20:30,Portimonense,2.5,1.0,Moreirense,2462,Estádio do Portimonense SC,João Pinheiro,/pt/partidas/ef64f72c/Portimonense-Moreirense-2019Marco29-Primeira-Liga,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,27,sáb,2019-03-30,15:30,Braga,1.5,2.7,Porto,20106,Estádio Municipal de Braga,Jorge de Sousa,/pt/partidas/c29a5110/Braga-Porto-2019Marco30-Primeira-Liga,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,27,sáb,2019-03-30,18:00,Chaves,1.0,1.9,Sporting CP,6229,Estádio Municipal Eng. Manuel Branco Tei...,Manuel Mota,/pt/partidas/fc4be526/Chaves-Sporting-CP-2019Marco30-Primeira-Liga,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,27,sáb,2019-03-30,19:30,Santa Clara,0.9,0.5,Vitória,2601,Estádio de São Miguel,Hugo Miguel,/pt/partidas/1deb9cef/Santa-Clara-Vitoria-Guimaraes-2019Marco30-Primeira-Liga,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,27,sáb,2019-03-30,20:30,Benfica,1.6,1.0,Tondela,56594,Estádio do Sport Lisboa e Benfica,Carlos Xistra,/pt/partidas/4ee59e55/Benfica-Tondela-2019Marco30-Primeira-Liga,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,27,dom,2019-03-31,15:00,Marítimo,1.8,2.4,Nacional,8972,Estádio dos Barreiros,Luís Godinho,/pt/partidas/0fd3a65c/Maritimo-Nacional-2019Marco31-Primeira-Liga,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,27,dom,2019-03-31,17:30,Rio Ave,0.9,2.8,Aves,4955,Estádio do Rio Ave Futebol Clube,Vitor Ferreira Fernandes,/pt/partidas/79cd92ea/Rio-Ave-Aves-2019Marco31-Primeira-Liga,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,27,dom,2019-03-31,20:00,Boavista,2.3,0.2,B-SAD,10812,Estádio do Bessa Século XXI,Nuno Almeida,/pt/partidas/6ccc9c1b/Boavista-Belenenses-SAD-2019Marco31-Primeira-Liga,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,27,seg,2019-04-01,20:15,Feirense,1.0,0.4,Vitória Setúbal,2632,Estádio Marcolino de Castro,Rui Costa,/pt/partidas/63fa0a02/Feirense-Vitoria-Setubal-2019Abril1-Primeira-Liga,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,28,sex,2019-04-05,20:30,Porto,1.9,0.2,Boavista,39129,Estádio Do Dragão,Rui Costa,/pt/partidas/0418197c/Porto-Boavista-2019Abril5-Primeira-Liga,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,28,sáb,2019-04-06,15:30,Nacional,0.9,0.7,Aves,2367,Estádio da Madeira,Jorge de Sousa,/pt/partidas/4920ab99/Nacional-Aves-2019Abril6-Primeira-Liga,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,28,sáb,2019-04-06,15:30,B-SAD,0.2,1.4,Santa Clara,1509,Estádio Nacional,Carlos Xistra,/pt/partidas/e14c1ea8/Belenenses-SAD-Santa-Clara-2019Abril6-Primeira-Liga,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,28,sáb,2019-04-06,18:00,Vitória,3.1,0.6,Chaves,12606,Estádio Dom Afonso Henriques,João Santos Capela,/pt/partidas/05ccaeb3/Vitoria-Guimaraes-Chaves-2019Abril6-Primeira-Liga,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,28,sáb,2019-04-06,20:30,Moreirense,1.1,0.7,Braga,1502,P.D. Comendador Joaquim de Almeida Freit...,Artur Soares Dias,/pt/partidas/9e454340/Moreirense-Braga-2019Abril6-Primeira-Liga,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,28,dom,2019-04-07,15:00,Vitória Setúbal,1.7,0.5,Marítimo,2702,Estádio do Bonfim,Manuel Oliveira,/pt/partidas/1f7bc799/Vitoria-Setubal-Maritimo-2019Abril7-Primeira-Liga,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,28,dom,2019-04-07,17:30,Feirense,0.8,3.0,Benfica,5449,Estádio Marcolino de Castro,João Pinheiro,/pt/partidas/c30b4ff9/Feirense-Benfica-2019Abril7-Primeira-Liga,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,28,dom,2019-04-07,20:00,Sporting CP,1.7,0.4,Rio Ave,26198,Estádio José Alvalade,Luís Godinho,/pt/partidas/644e7a9d/Sporting-CP-Rio-Ave-2019Abril7-Primeira-Liga,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,28,seg,2019-04-08,20:15,Tondela,1.8,1.6,Portimonense,2066,Estádio João Cardoso,Tiago Martins,/pt/partidas/6b13aafc/Tondela-Portimonense-2019Abril8-Primeira-Liga,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,29,sex,2019-04-12,20:30,Chaves,1.8,3.0,B-SAD,4280,Estádio Municipal Eng. Manuel Branco Tei...,Hélder Malheiro,/pt/partidas/e1c88f05/Chaves-Belenenses-SAD-2019Abril12-Primeira-Liga,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,29,sáb,2019-04-13,14:30,Santa Clara,1.3,1.4,Moreirense,1277,Estádio de São Miguel,António Nobre,/pt/partidas/348ff9ae/Santa-Clara-Moreirense-2019Abril13-Primeira-Liga,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,29,sáb,2019-04-13,18:00,Portimonense,0.4,1.8,Porto,5989,Estádio do Portimonense SC,Fábio Costa,/pt/partidas/fb26c520/Portimonense-Porto-2019Abril13-Primeira-Liga,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,29,sáb,2019-04-13,20:30,Aves,1.8,1.4,Sporting CP,2895,Estádio Clube Desportivo das Aves,Artur Soares Dias,/pt/partidas/0bf13cde/Aves-Sporting-CP-2019Abril13-Primeira-Liga,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,29,dom,2019-04-14,15:00,Marítimo,0.8,1.3,Feirense,7331,Estádio dos Barreiros,Vitor Ferreira Fernandes,/pt/partidas/a4fb5a4f/Maritimo-Feirense-2019Abril14-Primeira-Liga,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,29,dom,2019-04-14,15:00,Rio Ave,1.5,1.3,Vitória,5739,Estádio do Rio Ave Futebol Clube,Manuel Oliveira,/pt/partidas/f72c7a67/Rio-Ave-Vitoria-Guimaraes-2019Abril14-Primeira-Liga,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,29,dom,2019-04-14,17:30,Braga,2.2,0.8,Tondela,10636,Estádio Municipal de Braga,Nuno Almeida,/pt/partidas/574adf6b/Braga-Tondela-2019Abril14-Primeira-Liga,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,29,dom,2019-04-14,17:30,Boavista,1.7,0.6,Nacional,16302,Estádio do Bessa Século XXI,Hugo Miguel,/pt/partidas/95c01d5a/Boavista-Nacional-2019Abril14-Primeira-Liga,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,29,dom,2019-04-14,20:00,Benfica,3.4,1.8,Vitória Setúbal,56463,Estádio do Sport Lisboa e Benfica,Rui Costa,/pt/partidas/d79efe99/Benfica-Vitoria-Setubal-2019Abril14-Primeira-Liga,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,30,sex,2019-04-19,15:30,Tondela,1.0,2.8,Boavista,3398,Estádio João Cardoso,Artur Soares Dias,/pt/partidas/61b95f22/Tondela-Boavista-2019Abril19-Primeira-Liga,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,30,sex,2019-04-19,15:30,Vitória Setúbal,0.6,0.5,Portimonense,4167,Estádio do Bonfim,João Pinheiro,/pt/partidas/80e42d70/Vitoria-Setubal-Portimonense-2019Abril19-Primeira-Liga,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,30,sex,2019-04-19,18:00,Nacional,0.1,2.0,Sporting CP,3804,Estádio da Madeira,Carlos Xistra,/pt/partidas/14b40790/Nacional-Sporting-CP-2019Abril19-Primeira-Liga,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,30,sex,2019-04-19,20:30,Vitória,1.7,2.2,Aves,12024,Estádio Dom Afonso Henriques,Manuel Mota,/pt/partidas/dfd61d05/Vitoria-Guimaraes-Aves-2019Abril19-Primeira-Liga,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,30,sáb,2019-04-20,15:30,Moreirense,1.2,1.1,Chaves,1654,P.D. Comendador Joaquim de Almeida Freit...,Jorge de Sousa,/pt/partidas/57ff56e7/Moreirense-Chaves-2019Abril20-Primeira-Liga,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,30,sáb,2019-04-20,15:30,B-SAD,1.1,3.3,Rio Ave,1523,Estádio Nacional,Nuno Almeida,/pt/partidas/bedffe73/Belenenses-SAD-Rio-Ave-2019Abril20-Primeira-Liga,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,30,sáb,2019-04-20,18:00,Feirense,0.3,2.2,Braga,2157,Estádio Marcolino de Castro,Fábio Costa,/pt/partidas/3bbecb96/Feirense-Braga-2019Abril20-Primeira-Liga,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,30,sáb,2019-04-20,20:30,Porto,1.9,0.4,Santa Clara,43911,Estádio Do Dragão,Manuel Oliveira,/pt/partidas/a372713c/Porto-Santa-Clara-2019Abril20-Primeira-Liga,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,30,seg,2019-04-22,20:15,Benfica,2.5,0.1,Marítimo,52224,Estádio do Sport Lisboa e Benfica,Luís Godinho,/pt/partidas/683f7725/Benfica-Maritimo-2019Abril22-Primeira-Liga,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,31,sex,2019-04-26,20:30,Rio Ave,1.0,1.4,Porto,7532,Estádio do Rio Ave Futebol Clube,Artur Soares Dias,/pt/partidas/c0089771/Rio-Ave-Porto-2019Abril26-Primeira-Liga,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,31,sáb,2019-04-27,14:30,Santa Clara,1.4,1.3,Vitória Setúbal,2417,Estádio de São Miguel,Carlos Xistra,/pt/partidas/b08f303b/Santa-Clara-Vitoria-Setubal-2019Abril27-Primeira-Liga,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,31,sáb,2019-04-27,15:30,Portimonense,1.7,0.4,Feirense,2540,Estádio do Portimonense SC,João Santos Capela,/pt/partidas/49c05aa5/Portimonense-Feirense-2019Abril27-Primeira-Liga,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,31,sáb,2019-04-27,18:00,Sporting CP,2.5,0.7,Vitória,44107,Estádio José Alvalade,Rui Costa,/pt/partidas/fd0971e0/Sporting-CP-Vitoria-Guimaraes-2019Abril27-Primeira-Liga,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
