Jornada,Dia,Data,Horário,home,xG_home,xG_away,away,Assistance,Local,Árbitro,Relatório da Partida,goals_home,goals_away,formacao_home,formacao_away,Faltas_home,Faltas_away,Escanteios_home,Escanteios_away,Cruzamentos_home,Cruzamentos_away,Contatos_home,Contatos_away,Bote defensivo_home,Bote defensivo_away,Cortes_home,Cortes_away,Defesas_home,Defesas_away,Impedimentos_home,Impedimentos_away,Tiro de meta_home,Tiro de meta_away,Bolas longas_home,Bolas longas_away,yellow_card_home,red_card_home,yellow_red_card_home,yellow_card_away,red_card_away,yellow_red_card_away,jogador1_home,jogador2_home,jogador3_home,jogador4_home,jogador5_home,jogador6_home,jogador7_home,jogador8_home,jogador9_home,jogador10_home,jogador11_home,jogador12_home,jogador13_home,jogador14_home,jogador15_home,jogador16_home,jogador17_home,jogador18_home,jogador19_home,jogador1_away,jogador2_away,jogador3_away,jogador4_away,jogador5_away,jogador6_away,jogador7_away,jogador8_away,jogador9_away,jogador10_away,jogador11_away,jogador12_away,jogador13_away,jogador14_away,jogador15_away,jogador16_away,jogador17_away,jogador18_away,jogador19_away
11,sáb,2022-10-29,14:30,Santa Clara,0.4,2.0,Porto,5692,Estádio de São Miguel,Artur Soares Dias,/pt/partidas/a3408576/Santa-Clara-Porto-2022Outubro29-Primeira-Liga,1.0,1.0,4-2-3-1,4-4-2,13.0,13.0,5.0,6.0,18.0,16.0,437.0,712.0,13.0,13.0,8.0,13.0,21.0,16.0,1.0,1.0,17.0,11.0,103.0,75.0,4.0,0.0,0.0,1.0,0.0,0.0,Gabriel Batista,Kennedy Boateng,Kyosuke Tagawa,Ricardinho,Cristian González,Bruno Messi,Adriano,MT,Gabriel Vieira,Victor Bobsin,Pierre Sagna,Ricardo Fernandes,Xavi Quintillà,Diogo Calila,Rodrigo Valente,Andrezinho,Pedro Bicalho,Rildo,Matheus Babi,Diogo Costa,Fábio Cardoso,David Carmo,Mateus Uribe,Mehdi Taremi,Pepê,Zaidu Sanusi,Galeno,Otávio,Bruno Xavier Almeida Costa,Evanilson,Cláudio Ramos,Iván Marcano,Marko Grujić,Rodrigo Conceição,Danny Loader,Wendell,Toni Martínez,Gonçalo Borges
11,sáb,2022-10-29,18:00,Benfica,3.7,0.9,Chaves,54990,Estádio do Sport Lisboa e Benfica,Luís Godinho,/pt/partidas/cfc80f85/Benfica-Chaves-2022Outubro29-Primeira-Liga,5.0,0.0,4-2-3-1,4-2-3-1,17.0,12.0,13.0,2.0,29.0,8.0,746.0,447.0,15.0,13.0,10.0,8.0,7.0,16.0,3.0,1.0,6.0,11.0,43.0,61.0,2.0,0.0,0.0,2.0,0.0,0.0,Odisseas Vlachodimos,Álex Grimaldo,Alexander Bah,David Neres,Fredrik Aursnes,Enzo Fernández,João Mário,Rafa Silva,Nicolás Otamendi,António Silva,Gonçalo Ramos,Helton Leite,Gilberto,Diogo Gonçalves,Chiquinho,Mihailo Ristić,John Brooks,Petar Musa,João Victor,Paulo Vítor Fagundes dos Anjos,Nélson Monte,João Mendes,João Teixeira,Issah Abbas,Steven Vitória,Ricardo Guimarães,Héctor,Jonathan Monroy,João Queirós,João Pedro Araújo Correia,Rodrigo Nascimento,Luther Singh,Euller,Juninho,Eduardo Borges,Carlos Ponck,Hélder Morim,Bernardo Sousa
11,sáb,2022-10-29,20:30,Arouca,0.9,2.1,Sporting CP,2364,Estádio Municipal de Arouca,Rui Costa,/pt/partidas/39382024/Arouca-Sporting-CP-2022Outubro29-Primeira-Liga,1.0,0.0,4-1-4-1,3-4-3,12.0,6.0,4.0,11.0,9.0,37.0,476.0,733.0,14.0,13.0,16.0,6.0,32.0,11.0,1.0,2.0,15.0,1.0,77.0,54.0,5.0,0.0,0.0,3.0,0.0,0.0,Ignacio De Arruabarrena,Jerome Opoku,David Simão,Quaresma,André Bukia,Alan Ruiz,Antony,João Othavio Basso,Oday Dabbagh,Ismaila Soro,Tiago Esgaio,João Valido,Morlaye Sylla,Arsénio Martins Lafuente Nunes,Bruninho,Oriol Busquets,Moses Yaw,Rafa Mújica,Bogdan Milovanov,Antonio Adán,Matheus Reis,Sebastián Coates,Rochinha,Francisco Trincão,Gonçalo Inácio,Pedro Gonçalves,Arthur,Ricardo Esgaio,Flávio Nazinho,Dario Essugo,Franco Israel,Jerry St. Juste,Sotiris Alexandropoulos,Marcus Edwards,Nuno Santos,Manuel Ugarte Ribeiro,Pedro Porro,José Marsà
11,dom,2022-10-30,15:30,Boavista,2.1,1.2,Vizela,5764,Estádio do Bessa Século XXI,Tiago Martins,/pt/partidas/5dd64317/Boavista-Vizela-2022Outubro30-Primeira-Liga,2.0,2.0,4-2-3-1,4-2-3-1,8.0,20.0,6.0,1.0,25.0,11.0,715.0,468.0,19.0,22.0,12.0,9.0,19.0,22.0,3.0,0.0,5.0,12.0,64.0,64.0,3.0,0.0,0.0,7.0,0.0,1.0,Rafael Bracalli,Reggie Cannon,Kenji Gorré,Masaki Watai,Salvador Agra,Vincent Sasso,Sebastián Pérez Cardona,Gaius Makouta,Martim Tavares,Bruno Onyemaechi,Pedro Malheiro,César,Robson,Ibrahima Camará,Bruno Lourenço,Róbert Boženík,Yusupha Njie,Ilija Vukotić,Filipe Ferreira,Fabijan Buntić,Bruno Wilson,Anderson Jesus,Carlos Isaac,Raphael Guzzo,Milutin Osmajić,Kiko Bondoso,Matheus Pereira,Alexis Méndez,Samu,Kévin Zohi,Luiz Felipe,Diego Rosa,Osama Rashid,Mohamed Aidara,Andrés Sarmiento,Alejandro Alvarado Jr.,Nuno Gonçalo Moreira,Tomás Costa Silva
11,dom,2022-10-30,15:30,Portimonense,3.0,0.8,Estoril,1304,Estádio do Portimonense SC,Gustavo Correia,/pt/partidas/b437a6c8/Portimonense-Estoril-2022Outubro30-Primeira-Liga,1.0,1.0,4-2-3-1,4-1-4-1,22.0,16.0,11.0,7.0,37.0,13.0,548.0,493.0,22.0,9.0,4.0,7.0,12.0,21.0,2.0,3.0,5.0,9.0,78.0,77.0,5.0,0.0,0.0,7.0,0.0,1.0,Kosuke Nakamura,Zié Mohamed Ouattara,Henrique Jocú,Ewerton,Anderson,Moustapha Seck,Filipe Relvas,Pedrão,Rui Gomes,Welinton Júnior,Yago Cariello,Berke Özer,Ricardo Matos,Gonçalo Costa,Luquinha,Lamine Diaby,Gustavo Klismahn,David Pastor,Bryan Róchez,Daniel Leite,Lucas Áfrico,Rodrigo Martins,João Carvalho,Pedro Álvaro,Mor Ndiaye,Joãozinho,Loreintz Rosier,Tiago santos,Erison,James Lea Siliki,Pedro José Moreira Silva,Serginho,Francisco Geraldes,Tiago Gouveia,Shaquil Delos,Gilson Tavares,Mexer,João Carlos
11,dom,2022-10-30,18:00,Casa Pia,0.7,0.5,Rio Ave,2057,Estádio Nacional,Carlos Macedo,/pt/partidas/d85bc08a/Casa-Pia-Rio-Ave-2022Outubro30-Primeira-Liga,1.0,0.0,3-4-3,3-4-3,18.0,22.0,3.0,4.0,7.0,20.0,566.0,629.0,16.0,12.0,11.0,13.0,17.0,13.0,3.0,0.0,10.0,7.0,59.0,63.0,2.0,0.0,0.0,3.0,0.0,0.0,Ricardo Batista,João Nunes,Leonardo Lelo,Saviour Godwin,Neto,Vasco Fernandes,Takahiro Kunimoto,Fernando Varela,Afonso Taira,Lucas Soares,Clayton,Lucas Paes,Bolgado,Derick,Diogo Pinto,Rafael Martins,Cuca,Nermin Zolotić,Léo Natel,Jhonatan,Patrick,Gonçalo Rodrigues,Miguel Baeza,Abdul-Aziz Yakubu,Costinha,Emmanuel Boateng,Josué Sá,Pedro Amaral,Andreas Samaris,Aderlan Santos,Magrão,Miguel Nóbrega,Vítor Gomes,Leonardo Ruíz,Amine Oudrhiri,João Ferreira,Ukra,João Graça
11,dom,2022-10-30,20:30,Gil Vicente FC,0.3,1.7,Braga,5627,Estádio Cidade de Barcelos,João Pinheiro,/pt/partidas/a08f8a53/Gil-Vicente-FC-Braga-2022Outubro30-Primeira-Liga,0.0,1.0,4-3-3,4-4-2,16.0,16.0,5.0,8.0,25.0,29.0,567.0,625.0,15.0,15.0,10.0,9.0,25.0,23.0,1.0,5.0,6.0,6.0,66.0,87.0,4.0,0.0,0.0,3.0,0.0,0.0,Stanislav Kritsyuk,Lucas Cunha,Bilel Aouacheria,Fran Navarro,Kanya Fujimoto,Vitor Carvalho,Rúben Fernandes,Henrique Gomes,Matheus Bueno,Murilo Costa,Danilo Veiga,Brian Araújo,Né lopes,Emmanuel Hackman,Giorgi Aburjania,Carraça,André Simões,Mizuki Arai,Pedro Tiba,Matheus,Vítor Tormena,Sikou Niakaté,Nuno Sequeira,Almoatasem Al Musrati,Abel Ruiz,André Horta,Ricardo Horta,Iuri Medeiros,Fabiano,Vitinha,Tiago Sá,Victor Perea,Rodrigo Gomes,Álvaro djaló,Paulo Oliveira,Diego Lainez,Uroš Račić,Simon Banza
11,seg,2022-10-31,20:15,Vitória,1.0,1.1,Famalicão,14968,Estádio Dom Afonso Henriques,António Nobre,/pt/partidas/c326d073/Vitoria-Guimaraes-Famalicao-2022Outubro31-Primeira-Liga,3.0,2.0,3-4-3,4-3-3,19.0,20.0,1.0,7.0,11.0,21.0,558.0,558.0,21.0,20.0,10.0,9.0,22.0,13.0,1.0,2.0,4.0,5.0,85.0,77.0,4.0,0.0,0.0,5.0,1.0,0.0,Bruno Varela,Mikel Villanueva,André Amaro,Nelson,André André,Ibrahima Bamba,Zé Ferreira,Anderson,Afonso freitas,Daniel Bandeira,Michael Johnston,Celton Anssumane Biai,Rúben Lameiras,Safira,Jota Silva,Índio,Ryoya Ogawa,Antonio Cortés,Mamadou Tounkara,Luiz Lúcio Reis Júnior,Enea Mihaj,Alexandre Penetra,Ivan Jaime Pajuelo,Gustavo Assuncao,Junior Kadile,Riccieli,José Luis Rodríguez,Zaydou Youssouf,Moura,Santiago Colombatto,Ivan Zlobin,Diogo Queirós,Rúben Lima,Ivo Rodrigues,André Simões,Álex Millán,Hernán De La Fuente,Pelé
12,sex,2022-11-04,20:15,Gil Vicente FC,1.1,2.5,Portimonense,2235,Estádio Cidade de Barcelos,Artur Soares Dias,/pt/partidas/013bd3ab/Gil-Vicente-FC-Portimonense-2022Novembro4-Primeira-Liga,1.0,2.0,4-3-3,4-2-3-1,12.0,13.0,4.0,3.0,30.0,13.0,660.0,621.0,8.0,11.0,16.0,12.0,6.0,32.0,0.0,4.0,7.0,10.0,57.0,70.0,2.0,0.0,0.0,1.0,0.0,0.0,Stanislav Kritsyuk,Lucas Cunha,Bilel Aouacheria,Fran Navarro,Kanya Fujimoto,Carraça,Adrián Marín,Vitor Carvalho,Pedro Tiba,Rúben Fernandes,Murilo Costa,Brian Araújo,Giorgi Aburjania,Kevin Villodres,Mizuki Arai,Ali Alipour,Henrique Gomes,Matheus Bueno,Tomás Araújo,Kosuke Nakamura,Zié Mohamed Ouattara,Anderson,Moustapha Seck,Fahd Moufi,Luquinha,Filipe Relvas,Lamine Diaby,Paulo Estrela Moreira,Pedrão,Yago Cariello,Berke Özer,Henrique Jocú,Ewerton,Ricardo Matos,Gonçalo Costa,Gustavo Klismahn,David Pastor,Bryan Róchez
12,sáb,2022-11-05,15:30,Vizela,1.4,0.5,Arouca,2722,Estádio Do Vizela,Miguel Nogueira,/pt/partidas/c63aee15/Vizela-Arouca-2022Novembro5-Primeira-Liga,0.0,1.0,4-3-3,4-3-3,5.0,13.0,11.0,2.0,44.0,11.0,564.0,626.0,17.0,7.0,13.0,7.0,9.0,36.0,5.0,1.0,9.0,18.0,96.0,101.0,1.0,0.0,0.0,4.0,0.0,0.0,Fabijan Buntić,Bruno Wilson,Anderson Jesus,Carlos Isaac,Kiko Bondoso,Alexander Schmidt,Alexis Méndez,Samu,Kévin Zohi,Osama Rashid,Christian Neiva Afonso,Luiz Felipe,Ivanildo Fernandes,Claudemir de Souza,Milutin Osmajić,Matheus Pereira,Diego Rosa,Andrés Sarmiento,Nuno Gonçalo Moreira,Ignacio De Arruabarrena,Morlaye Sylla,Jerome Opoku,David Simão,Quaresma,André Bukia,Antony,João Othavio Basso,Oday Dabbagh,Ismaila Soro,Tiago Esgaio,João Valido,José Manuel Velázquez,Arsénio Martins Lafuente Nunes,Bruninho,Oriol Busquets,Moses Yaw,Rafa Mújica,Bogdan Milovanov
12,sáb,2022-11-05,18:00,Porto,3.0,0.2,Paços,41730,Estádio Do Dragão,Manuel Oliveira,/pt/partidas/d9add33f/Porto-Pacos-de-Ferreira-2022Novembro5-Primeira-Liga,4.0,0.0,4-1-2-1-2,3-4-3,16.0,8.0,4.0,6.0,14.0,16.0,740.0,453.0,16.0,11.0,3.0,6.0,22.0,14.0,3.0,1.0,2.0,12.0,52.0,73.0,2.0,0.0,0.0,3.0,0.0,0.0,Diogo Costa,Fábio Cardoso,Iván Marcano,Mateus Uribe,Mehdi Taremi,Pepê,Rodrigo Conceição,Wendell,Otávio,Evanilson,Stephen Eustáquio,Cláudio Ramos,David Carmo,Galeno,Marko Grujić,Danny Loader,João Mário Lopes,Bruno Xavier Almeida Costa,Toni Martínez,Jordi Almeida,Nuno Lima,Vitorino Antunes,Zé Uilton,Nicolás Gaitán,Juan Delgado,Matchoi Djaló,Philippe Koffi,Rui Pires,Flávio Ramos,Tiago Ilori,José Oliveira,Pedro Ganchas,Nigel Thomas,Abbas Ibrahim,Kayky Chagas,Arthur Sales,Bastien Toma,Adrián Butzke
12,sáb,2022-11-05,20:30,Sporting CP,2.0,0.1,Vitória,27324,Estádio José Alvalade,Manuel Mota,/pt/partidas/950b022b/Sporting-CP-Vitoria-Guimaraes-2022Novembro5-Primeira-Liga,3.0,0.0,3-4-3,5-4-1,16.0,10.0,11.0,3.0,36.0,4.0,651.0,470.0,24.0,16.0,7.0,13.0,4.0,27.0,4.0,0.0,7.0,13.0,51.0,60.0,1.0,0.0,0.0,5.0,0.0,1.0,Antonio Adán,Matheus Reis,Sebastián Coates,Hidemasa Morita,Manuel Ugarte Ribeiro,Paulinho,Pedro Porro,Gonçalo Inácio,Pedro Gonçalves,Arthur,Flávio Nazinho,Franco Israel,Jerry St. Juste,Sotiris Alexandropoulos,Marcus Edwards,Rochinha,Francisco Trincão,Ricardo Esgaio,José Marsà,Bruno Varela,Mikel Villanueva,Tiago Silva,André Amaro,Nelson,André André,Ibrahima Bamba,Zé Ferreira,Anderson,Afonso freitas,Michael Johnston,Celton Anssumane Biai,Rúben Lameiras,Jota Silva,André Silva,Ryoya Ogawa,Bruno Gaspar,Daniel Bandeira,Mamadou Tounkara
12,dom,2022-11-06,15:30,Rio Ave,1.3,0.4,Boavista,2546,Estádio do Rio Ave Futebol Clube,Rui Costa,/pt/partidas/9b486e9b/Rio-Ave-Boavista-2022Novembro6-Primeira-Liga,1.0,0.0,3-5-2,3-4-3,11.0,13.0,4.0,4.0,20.0,19.0,543.0,645.0,11.0,15.0,8.0,10.0,17.0,13.0,6.0,3.0,9.0,9.0,69.0,83.0,3.0,0.0,0.0,2.0,0.0,0.0,Jhonatan,Patrick,Gonçalo Rodrigues,Vítor Gomes,Miguel Baeza,Abdul-Aziz Yakubu,Costinha,Emmanuel Boateng,Josué Sá,Aderlan Santos,Paulo Vitor,Magrão,Leonardo Ruíz,Amine Oudrhiri,João Ferreira,Ukra,João Graça,Pedro Amaral,Renato Pantalon,Rafael Bracalli,Reggie Cannon,Yusupha Njie,Masaki Watai,Ilija Vukotić,Ricardo Mangas,Salvador Agra,Vincent Sasso,Sebastián Pérez Cardona,Bruno Onyemaechi,Pedro Malheiro,César,Robson,Kenji Gorré,Bruno Lourenço,Róbert Boženík,Miguel Reisinho,Filipe Ferreira,Rodrigo Abascal
12,dom,2022-11-06,18:00,Braga,2.6,1.1,Casa Pia,13004,Estádio Municipal de Braga,Luís Godinho,/pt/partidas/0a1d99e1/Braga-Casa-Pia-2022Novembro6-Primeira-Liga,0.0,1.0,4-4-2,3-4-3,13.0,16.0,7.0,1.0,37.0,9.0,853.0,491.0,14.0,10.0,10.0,12.0,7.0,35.0,0.0,1.0,7.0,14.0,60.0,62.0,2.0,0.0,0.0,3.0,0.0,0.0,Matheus,Vítor Tormena,Sikou Niakaté,Nuno Sequeira,Almoatasem Al Musrati,Abel Ruiz,André Horta,Ricardo Horta,Iuri Medeiros,Fabiano,Vitinha,Tiago Sá,Victor Perea,Rodrigo Gomes,Álvaro djaló,Paulo Oliveira,Diego Lainez,Uroš Račić,Simon Banza,Ricardo Batista,Leonardo Lelo,Saviour Godwin,Neto,Diogo Pinto,Rafael Martins,Vasco Fernandes,Fernando Varela,Nermin Zolotić,Lucas Soares,Yan Brice Eteki,Lucas Paes,Eduardo Fereira,João Nunes,Bolgado,Derick,Carnejy Antoine,Cuca,Vitó Ferreira
12,dom,2022-11-06,18:00,Marítimo,1.0,1.9,Famalicão,9438,Estádio dos Barreiros,Fábio Veríssimo,/pt/partidas/86019590/Maritimo-Famalicao-2022Novembro6-Primeira-Liga,0.0,0.0,3-4-1-2,4-3-3,19.0,14.0,7.0,6.0,31.0,19.0,597.0,503.0,18.0,25.0,7.0,4.0,18.0,28.0,3.0,0.0,8.0,13.0,71.0,82.0,2.0,0.0,0.0,2.0,0.0,0.0,Matouš Trmal,Cláudio Winck,Matheus Costa,Zainadine Júnior,André Vidigal,Jesús Ramírez,Diogo Mendes,João Afonso Crispim,Xadas,Léo Andrade,Vitor Costa,João Miguel Macedo Silva,Joel Soñora,Pablo Moreno,Edgar Costa,Miguel Sousa,Gonçalo Cardoso,Luciano Vega,Percy Liza,Luiz Lúcio Reis Júnior,Enea Mihaj,Alexandre Penetra,Ivo Rodrigues,Álex Millán,Gustavo Assuncao,Junior Kadile,Riccieli,José Luis Rodríguez,Pelé,Moura,Ivan Zlobin,Diogo Queirós,Rúben Lima,André Simões,Ivan Jaime Pajuelo,Rui Fonte,Zaydou Youssouf,Jhonder Cádiz
12,dom,2022-11-06,20:30,Estoril,0.9,3.1,Benfica,4858,Estádio António Coimbra da Mota,Nuno Almeida,/pt/partidas/74ad6ddb/Estoril-Benfica-2022Novembro6-Primeira-Liga,1.0,5.0,4-1-4-1,4-4-2,15.0,9.0,1.0,11.0,8.0,20.0,517.0,700.0,14.0,14.0,4.0,8.0,18.0,9.0,0.0,7.0,8.0,6.0,47.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,Pedro José Moreira Silva,Bernardo Vital,Lucas Áfrico,Rodrigo Martins,Francisco Geraldes,Mor Ndiaye,Joãozinho,Loreintz Rosier,Tiago santos,Erison,James Lea Siliki,João Oliveira,Serginho,Shaquil Delos,Gilson Tavares,Mexer,João Carlos,Tiago Araújo,Bamidele Isa Yusuf,Odisseas Vlachodimos,Álex Grimaldo,Alexander Bah,Enzo Fernández,João Mário,Chiquinho,Rafa Silva,Nicolás Otamendi,Petar Musa,Florentino Luís,António Silva,Helton Leite,Gilberto,Lucas Veríssimo,David Neres,Diogo Gonçalves,Mihailo Ristić,John Brooks,João Victor
12,seg,2022-11-07,20:15,Chaves,0.7,0.7,Santa Clara,2224,Estádio Municipal Eng. Manuel Branco Tei...,Bruno Jose Costa,/pt/partidas/6d8eb70d/Chaves-Santa-Clara-2022Novembro7-Primeira-Liga,0.0,0.0,4-1-4-1,4-1-4-1,12.0,12.0,4.0,6.0,22.0,17.0,693.0,483.0,13.0,16.0,4.0,8.0,15.0,36.0,2.0,1.0,12.0,8.0,69.0,78.0,4.0,0.0,0.0,4.0,0.0,0.0,Paulo Vítor Fagundes dos Anjos,Nélson Monte,João Mendes,João Teixeira,Sandro Cruz,Issah Abbas,Steven Vitória,Héctor,Carlos Ponck,Jonathan Monroy,João Pedro Araújo Correia,Rodrigo Nascimento,Luther Singh,Euller,Juninho,Eduardo Borges,João Queirós,Hélder Morim,Bernardo Sousa,Gabriel Batista,Xavi Quintillà,Kennedy Boateng,Kyosuke Tagawa,Ricardinho,Cristian González,Bruno Messi,Adriano,Gabriel Vieira,Victor Bobsin,Pierre Sagna,Ricardo Fernandes,Anderson Carvalho,Diogo Calila,Rodrigo Valente,Andrezinho,Rildo,Matheus Babi,
13,sáb,2022-11-12,18:00,Arouca,0.6,2.2,Rio Ave,1210,Estádio Municipal de Arouca,João Pinheiro,/pt/partidas/382d5b96/Arouca-Rio-Ave-2022Novembro12-Primeira-Liga,0.0,1.0,4-3-3,3-4-3,12.0,15.0,10.0,4.0,31.0,15.0,653.0,464.0,13.0,14.0,12.0,11.0,12.0,38.0,1.0,3.0,6.0,11.0,74.0,69.0,5.0,0.0,0.0,4.0,0.0,0.0,Ignacio De Arruabarrena,Morlaye Sylla,Jerome Opoku,David Simão,Quaresma,André Bukia,Antony,João Othavio Basso,Oday Dabbagh,Ismaila Soro,Tiago Esgaio,João Valido,José Manuel Velázquez,Arsénio Martins Lafuente Nunes,Bruninho,Oriol Busquets,Moses Yaw,Rafa Mújica,Bogdan Milovanov,Jhonatan,Patrick,Gonçalo Rodrigues,Vítor Gomes,Miguel Baeza,Abdul-Aziz Yakubu,Costinha,Emmanuel Boateng,Josué Sá,Aderlan Santos,Paulo Vitor,Magrão,Leonardo Ruíz,Amine Oudrhiri,João Ferreira,Ukra,Andreas Samaris,Renato Pantalon,Fábio Conceição
13,sáb,2022-11-12,20:30,Boavista,0.3,2.7,Porto,11335,Estádio do Bessa Século XXI,Luís Godinho,/pt/partidas/7a1c14a2/Boavista-Porto-2022Novembro12-Primeira-Liga,1.0,4.0,5-4-1,4-4-2,16.0,14.0,5.0,4.0,10.0,13.0,398.0,664.0,8.0,21.0,4.0,11.0,15.0,9.0,0.0,3.0,16.0,4.0,67.0,80.0,5.0,0.0,1.0,1.0,0.0,0.0,Rafael Bracalli,Reggie Cannon,Yusupha Njie,Masaki Watai,Ilija Vukotić,Ricardo Mangas,Salvador Agra,Vincent Sasso,Gaius Makouta,Bruno Onyemaechi,Pedro Malheiro,César,Robson,Ibrahima Camará,Kenji Gorré,Bruno Lourenço,Róbert Boženík,Miguel Reisinho,Filipe Ferreira,Diogo Costa,Fábio Cardoso,Iván Marcano,Mateus Uribe,Mehdi Taremi,Pepê,Galeno,Wendell,Otávio,Evanilson,Stephen Eustáquio,Cláudio Ramos,Pepe,Marko Grujić,Rodrigo Conceição,Wilson Manafá,Danny Loader,Bruno Xavier Almeida Costa,Toni Martínez
13,dom,2022-11-13,15:30,Paços,1.3,2.0,Vizela,5182,Estádio da Capital do Móvel,Nuno Almeida,/pt/partidas/031d0f6b/Pacos-de-Ferreira-Vizela-2022Novembro13-Primeira-Liga,0.0,2.0,4-2-3-1,4-3-3,12.0,17.0,9.0,7.0,44.0,18.0,589.0,496.0,16.0,13.0,5.0,3.0,16.0,42.0,2.0,0.0,11.0,12.0,90.0,66.0,1.0,0.0,0.0,4.0,0.0,0.0,Jordi Almeida,Nuno Lima,Vitorino Antunes,Abbas Ibrahim,Nicolás Gaitán,Bastien Toma,Matchoi Djaló,Adrián Butzke,Philippe Koffi,Jorge Fernando Santos Silva,Erick Ferigra,Igor Vekič,Pedro Ganchas,Jordan Holsgrove,Nigel Thomas,Zé Uilton,Arthur Sales,Luíz Carlos,Fernando Ferreira Fonseca,Fabijan Buntić,Bruno Wilson,Ivanildo Fernandes,Claudemir de Souza,Raphael Guzzo,Milutin Osmajić,Kiko Bondoso,Igor Julião,Samu,Kévin Zohi,Christian Neiva Afonso,Luiz Felipe,Matheus Pereira,Diego Rosa,Alexis Méndez,Osama Rashid,Mohamed Aidara,Alejandro Alvarado Jr.,Nuno Gonçalo Moreira
13,dom,2022-11-13,15:30,Vitória,0.7,0.3,Marítimo,14920,Estádio Dom Afonso Henriques,Bastien Dechepy,/pt/partidas/b5ed148f/Vitoria-Guimaraes-Maritimo-2022Novembro13-Primeira-Liga,1.0,0.0,3-4-3,3-4-1-2,11.0,16.0,1.0,6.0,7.0,19.0,580.0,558.0,17.0,18.0,18.0,11.0,11.0,11.0,3.0,5.0,9.0,9.0,71.0,87.0,1.0,0.0,0.0,2.0,0.0,0.0,Bruno Varela,Mikel Villanueva,Helder Sá,Rúben Lameiras,André Amaro,André Silva,André André,Zé Ferreira,Daniel Bandeira,Mamadou Tounkara,Michael Johnston,Celton Anssumane Biai,Safira,Tiago Silva,Jota Silva,Índio,Ryoya Ogawa,Anderson,Bruno Gaspar,João Miguel Macedo Silva,Cláudio Winck,Matheus Costa,Zainadine Júnior,André Vidigal,Jesús Ramírez,Diogo Mendes,João Afonso Crispim,Xadas,Léo Andrade,Vitor Costa,Vitor Eudes,Rafael Brito,Joel Soñora,Pablo Moreno,Edgar Costa,Gonçalo Cardoso,Paulo Sérgio Mota,Luciano Vega
13,dom,2022-11-13,18:00,Casa Pia,0.9,1.6,Chaves,1035,Estádio Nacional,Hélder Carvalho,/pt/partidas/26ecf38f/Casa-Pia-Chaves-2022Novembro13-Primeira-Liga,1.0,2.0,3-4-3,4-2-3-1,15.0,12.0,2.0,0.0,13.0,10.0,588.0,709.0,12.0,12.0,9.0,10.0,29.0,6.0,0.0,3.0,9.0,6.0,57.0,64.0,4.0,0.0,0.0,1.0,0.0,0.0,Ricardo Batista,João Nunes,Bolgado,Leonardo Lelo,Saviour Godwin,Neto,Diogo Pinto,Rafael Martins,Vasco Fernandes,Lucas Soares,Yan Brice Eteki,Lucas Paes,Eduardo Fereira,Derick,Carnejy Antoine,Cuca,Romário Baró,Nermin Zolotić,Afonso Taira,Paulo Vítor Fagundes dos Anjos,Luther Singh,João Mendes,João Teixeira,Sandro Cruz,Issah Abbas,Steven Vitória,Ricardo Guimarães,Héctor,Carlos Ponck,João Pedro Araújo Correia,Rodrigo Nascimento,Patrick,Euller,Juninho,Eduardo Borges,Jonathan Monroy,Nwankwo Obiora,João Queirós
13,dom,2022-11-13,18:00,Benfica,2.9,1.0,Gil Vicente FC,57266,Estádio do Sport Lisboa e Benfica,Manuel Oliveira,/pt/partidas/7291c85f/Benfica-Gil-Vicente-FC-2022Novembro13-Primeira-Liga,3.0,1.0,4-2-3-1,4-3-3,13.0,12.0,6.0,0.0,17.0,11.0,752.0,651.0,20.0,6.0,13.0,13.0,10.0,5.0,6.0,1.0,4.0,11.0,58.0,59.0,1.0,0.0,0.0,1.0,0.0,0.0,Odisseas Vlachodimos,Álex Grimaldo,Alexander Bah,David Neres,Enzo Fernández,João Mário,Rafa Silva,Nicolás Otamendi,Florentino Luís,António Silva,Gonçalo Ramos,Helton Leite,Gilberto,Lucas Veríssimo,Diogo Gonçalves,Chiquinho,Mihailo Ristić,John Brooks,Petar Musa,Stanislav Kritsyuk,Né lopes,Bilel Aouacheria,Fran Navarro,Kanya Fujimoto,Carraça,Adrián Marín,Vitor Carvalho,Rúben Fernandes,Matheus Bueno,Murilo Costa,Brian Araújo,Emmanuel Hackman,Giorgi Aburjania,André Simões,Mizuki Arai,Juan Manuel Boselli,Ali Alipour,Henrique Gomes
