Jornada,Dia,Data,Horário,home,xG_home,xG_away,away,Assistance,Local,Árbitro,Relatório da Partida,goals_home,goals_away,formacao_home,formacao_away,Faltas_home,Faltas_away,Escanteios_home,Escanteios_away,Cruzamentos_home,Cruzamentos_away,Contatos_home,Contatos_away,Bote defensivo_home,Bote defensivo_away,Cortes_home,Cortes_away,Defesas_home,Defesas_away,Impedimentos_home,Impedimentos_away,Tiro de meta_home,Tiro de meta_away,Bolas longas_home,Bolas longas_away,yellow_card_home,red_card_home,yellow_red_card_home,yellow_card_away,red_card_away,yellow_red_card_away,jogador1_home,jogador2_home,jogador3_home,jogador4_home,jogador5_home,jogador6_home,jogador7_home,jogador8_home,jogador9_home,jogador10_home,jogador11_home,jogador12_home,jogador13_home,jogador14_home,jogador15_home,jogador16_home,jogador17_home,jogador18_home,jogador19_home,jogador1_away,jogador2_away,jogador3_away,jogador4_away,jogador5_away,jogador6_away,jogador7_away,jogador8_away,jogador9_away,jogador10_away,jogador11_away,jogador12_away,jogador13_away,jogador14_away,jogador15_away,jogador16_away,jogador17_away,jogador18_away,jogador19_away
16,dom,2023-01-15,18:00,Benfica,2.3,1.6,Sporting CP,62295,Estádio do Sport Lisboa e Benfica,Artur Soares Dias,/pt/partidas/8f5718d7/Derby-de-Lisboa-Benfica-Sporting-CP-2023Janeiro15-Primeira-Liga,2.0,2.0,4-2-3-1,3-4-3,14.0,16.0,5.0,2.0,20.0,10.0,668.0,541.0,30.0,23.0,9.0,8.0,9.0,21.0,1.0,0.0,6.0,5.0,61.0,63.0,2.0,0.0,0.0,5.0,0.0,0.0,Odisseas Vlachodimos,Álex Grimaldo,Alexander Bah,Fredrik Aursnes,Enzo Fernández,João Mário,Rafa Silva,Nicolás Otamendi,Florentino Luís,António Silva,Gonçalo Ramos,Helton Leite,Lucas Veríssimo,David Neres,Chiquinho,Gil Bastião Dias,Petar Musa,João Neves,Morato,Antonio Adán,Matheus Reis,Sebastián Coates,Marcus Edwards,Nuno Santos,Manuel Ugarte Ribeiro,Francisco Trincão,Paulinho,Pedro Porro,Gonçalo Inácio,Pedro Gonçalves,Franco Israel,Jerry St. Juste,Mateo Tanlongo,Arthur,Ricardo Esgaio,José Marsà,Jovane Cabral,Youssef Chermiti
16,dom,2023-01-15,20:30,Porto,2.3,0.3,Famalicão,33313,Estádio Do Dragão,Gustavo Correia,/pt/partidas/d494b68b/Porto-Famalicao-2023Janeiro15-Primeira-Liga,4.0,1.0,4-2-3-1,4-2-3-1,22.0,14.0,2.0,5.0,11.0,22.0,651.0,580.0,19.0,7.0,9.0,11.0,21.0,22.0,0.0,2.0,6.0,6.0,55.0,73.0,3.0,0.0,0.0,1.0,0.0,0.0,Diogo Costa,Fábio Cardoso,Iván Marcano,Mateus Uribe,Mehdi Taremi,Galeno,Marko Grujić,Wendell,João Mário Lopes,Otávio,Toni Martínez,Cláudio Ramos,Pepe,Gabriel Veron,Pepê,Rodrigo Conceição,Danny Loader,André Franco,Stephen Eustáquio,Luiz Lúcio Reis Júnior,Enea Mihaj,Alexandre Penetra,Ivo Rodrigues,Ivan Jaime Pajuelo,Gustavo Assuncao,Riccieli,Rui Fonte,Moura,Pablo,Santiago Colombatto,Ivan Zlobin,Diogo Queirós,Rúben Lima,Junior Kadile,David Tavares,Gustavo sá,Mihai Dobre,Zaydou Youssouf
16,seg,2023-01-16,19:00,Estoril,1.2,0.1,Casa Pia,1290,Estádio António Coimbra da Mota,Hélder Malheiro,/pt/partidas/73399ce5/Estoril-Casa-Pia-2023Janeiro16-Primeira-Liga,2.0,0.0,4-3-3,3-4-3,12.0,22.0,4.0,4.0,12.0,16.0,658.0,543.0,21.0,16.0,8.0,8.0,24.0,9.0,1.0,2.0,6.0,6.0,66.0,54.0,1.0,0.0,0.0,5.0,1.0,0.0,Daniel Leite,Bernardo Vital,João Gamboa,Rodrigo Martins,Francisco Geraldes,João Carvalho,Tiago Gouveia,Joãozinho,Mexer,Tiago santos,Erison,Pedro José Moreira Silva,Shaquil Delos,Pedro Álvaro,Mor Ndiaye,Gilson Tavares,João Carlos,Tiago Araújo,Bamidele Isa Yusuf,João,Derick,Vasco Fernandes,Takahiro Kunimoto,Fernando Varela,Romário Baró,Nermin Zolotić,Afonso Taira,Lucas Soares,Yan Brice Eteki,Clayton,Lucas Paes,Eduardo Fereira,João Nunes,Bolgado,Saviour Godwin,Carnejy Antoine,Diogo Pinto,Rafael Martins
16,seg,2023-01-16,21:15,Gil Vicente FC,1.6,1.1,Vitória,3088,Estádio Cidade de Barcelos,Fábio Veríssimo,/pt/partidas/3e8108d6/Gil-Vicente-FC-Vitoria-Guimaraes-2023Janeiro16-Primeira-Liga,2.0,1.0,4-2-3-1,3-4-3,14.0,12.0,3.0,0.0,14.0,24.0,659.0,573.0,16.0,20.0,8.0,13.0,16.0,12.0,6.0,4.0,7.0,6.0,61.0,81.0,2.0,0.0,0.0,4.0,0.0,1.0,Stanislav Kritsyuk,Lucas Cunha,Giorgi Aburjania,Fran Navarro,Kanya Fujimoto,Carraça,Adrián Marín,Vitor Carvalho,Ali Alipour,Tomás Araújo,Murilo Costa,Brian Araújo,Né lopes,Emmanuel Hackman,Bilel Aouacheria,André Simões,Kevin Villodres,Juan Manuel Boselli,Henrique Gomes,Bruno Varela,Miguel Magalhães,Mikel Villanueva,Helder Sá,Jota Silva,André Silva,Ibrahima Bamba,Anderson,Jorge Filipe Oliveira Fernandes,Daniel Bandeira,Nicolas Janvier,Celton Anssumane Biai,Rúben Lameiras,Safira,Nelson,Gonçalo Nogueira,Afonso freitas,Bruno Gaspar,Mamadou Tounkara
17,sex,2023-01-20,19:00,Arouca,3.2,0.4,Portimonense,839,Estádio Municipal de Arouca,André Narciso,/pt/partidas/9f39b0a4/Arouca-Portimonense-2023Janeiro20-Primeira-Liga,4.0,0.0,4-2-3-1,4-3-3,9.0,11.0,3.0,7.0,10.0,18.0,612.0,510.0,11.0,13.0,6.0,5.0,21.0,9.0,0.0,2.0,9.0,6.0,61.0,57.0,0.0,0.0,0.0,5.0,0.0,1.0,Ignacio De Arruabarrena,Morlaye Sylla,Quaresma,Arsénio Martins Lafuente Nunes,Alan Ruiz,Antony,João Othavio Basso,Oday Dabbagh,Ismaila Soro,Tiago Esgaio,Nino Galović,João Valido,Bruninho,Oriol Busquets,Moses Yaw,Benji Michel,Pedro Manuel da Silva Moreira,Bogdan Milovanov,Weverson,Kosuke Nakamura,Moustapha Seck,Fahd Moufi,Luquinha,Filipe Relvas,Lamine Diaby,Gustavo Klismahn,Bryan Róchez,Paulo Estrela Moreira,Pedrão,Welinton Júnior,Mateus,Zié Mohamed Ouattara,Wagner,Henrique Jocú,Ricardo Matos,Pedro Sá,Kim Yonghak,Rui Gomes
17,sex,2023-01-20,21:15,Sporting CP,2.9,0.6,Vizela,23358,Estádio José Alvalade,Rui Costa,/pt/partidas/c5b6766b/Sporting-CP-Vizela-2023Janeiro20-Primeira-Liga,2.0,1.0,3-4-3,5-4-1,10.0,8.0,8.0,1.0,36.0,8.0,759.0,511.0,12.0,16.0,11.0,11.0,6.0,29.0,1.0,3.0,3.0,13.0,64.0,57.0,2.0,0.0,0.0,1.0,0.0,0.0,Antonio Adán,Matheus Reis,Sebastián Coates,Marcus Edwards,Nuno Santos,Manuel Ugarte Ribeiro,Francisco Trincão,Paulinho,Pedro Porro,Gonçalo Inácio,Pedro Gonçalves,Franco Israel,Jerry St. Juste,Hidemasa Morita,Rochinha,Mateo Tanlongo,Arthur,Ricardo Esgaio,José Marsà,Fabijan Buntić,Bruno Wilson,Anderson Jesus,Raphael Guzzo,Milutin Osmajić,Kiko Bondoso,Igor Julião,Samu,Christian Neiva Afonso,Mohamed Aidara,Nuno Gonçalo Moreira,Luiz Felipe,Alexander Schmidt,Matheus Pereira,Matías Lacava,Alexis Méndez,Kévin Zohi,Osama Rashid,Tomás Costa Silva
17,sáb,2023-01-21,15:30,Paços,0.7,1.9,Braga,5904,Estádio da Capital do Móvel,Cláudio Ruivo Pereira,/pt/partidas/6fb8e27f/Pacos-de-Ferreira-Braga-2023Janeiro21-Primeira-Liga,1.0,2.0,4-3-3,4-4-2,6.0,13.0,4.0,10.0,23.0,27.0,525.0,716.0,19.0,11.0,12.0,6.0,27.0,16.0,0.0,4.0,5.0,6.0,77.0,94.0,2.0,1.0,0.0,4.0,0.0,0.0,José Carlos Marafona,Nuno Lima,Jordan Holsgrove,Zé Uilton,Nicolás Gaitán,Juan Delgado,Luís Alves,Luíz Carlos,Maracás,Rui Pires,Alexandre Guedes,Igor Vekič,Pedro Ganchas,Nigel Thomas,Fábio,Arthur Sales,Bastien Toma,Adrián Butzke,Jorge Fernando Santos Silva,Matheus,Victor Perea,Vítor Tormena,Nuno Sequeira,Almoatasem Al Musrati,Abel Ruiz,André Horta,Paulo Oliveira,Iuri Medeiros,Hernani Infande,Vitinha,Tiago Sá,Sikou Niakaté,Rodrigo Gomes,Álvaro djaló,Simon Banza,Cristian Borja,Fabiano,André Castro
17,sáb,2023-01-21,17:00,Santa Clara,0.5,2.9,Benfica,9701,Estádio de São Miguel,Fábio Veríssimo,/pt/partidas/6a8aeee5/Santa-Clara-Benfica-2023Janeiro21-Primeira-Liga,0.0,3.0,4-4-2,4-2-3-1,14.0,13.0,8.0,9.0,14.0,23.0,451.0,782.0,14.0,20.0,2.0,19.0,24.0,26.0,0.0,2.0,9.0,4.0,70.0,59.0,1.0,0.0,0.0,2.0,0.0,0.0,Gabriel Batista,Kennedy Boateng,Diogo Calila,Paulo Henrique Rodrigues Cabral,Bruno Messi,Adriano,MT,Matheus Babi,Kento Misao,Ítalo,Gabriel Vieira,Ricardo Fernandes,Xavi Quintillà,Bruno Jordão,Kyosuke Tagawa,Ricardinho,Costinha,Rildo,Paulo Godinho,Odisseas Vlachodimos,Álex Grimaldo,Alexander Bah,Fredrik Aursnes,Enzo Fernández,João Mário,Florentino Luís,António Silva,Gonçalo Ramos,Morato,Julian Draxler,Samuel Soares,Gilberto,Lucas Veríssimo,David Neres,Gonçalo Guedes,Chiquinho,Gil Bastião Dias,Petar Musa
17,sáb,2023-01-21,20:30,Vitória,0.9,1.1,Porto,19653,Estádio Dom Afonso Henriques,Luís Godinho,/pt/partidas/aeb5b68b/Vitoria-Guimaraes-Porto-2023Janeiro21-Primeira-Liga,0.0,1.0,3-4-3,4-4-2,20.0,17.0,3.0,6.0,13.0,19.0,441.0,713.0,10.0,9.0,14.0,14.0,24.0,23.0,1.0,3.0,14.0,10.0,81.0,58.0,6.0,0.0,0.0,4.0,0.0,0.0,Bruno Varela,Miguel Magalhães,Mikel Villanueva,Jota Silva,André Amaro,André Silva,Jorge Filipe Oliveira Fernandes,Afonso freitas,Daniel Bandeira,Michael Johnston,Nicolas Janvier,Celton Anssumane Biai,Helder Sá,Safira,Nelson,Ibrahima Bamba,Índio,Gonçalo Nogueira,Bruno Gaspar,Diogo Costa,Pepe,Iván Marcano,Mateus Uribe,Mehdi Taremi,Galeno,Wendell,João Mário Lopes,Otávio,Toni Martínez,Stephen Eustáquio,Cláudio Ramos,Fábio Cardoso,Gabriel Veron,Pepê,Marko Grujić,Rodrigo Conceição,Danny Loader,André Franco
17,dom,2023-01-22,15:30,Marítimo,0.7,0.7,Estoril,9212,Estádio dos Barreiros,Manuel Mota,/pt/partidas/6fc97257/Maritimo-Estoril-2023Janeiro22-Primeira-Liga,1.0,0.0,4-4-2,4-2-3-1,21.0,14.0,4.0,5.0,12.0,24.0,445.0,585.0,24.0,26.0,14.0,5.0,24.0,7.0,0.0,0.0,14.0,10.0,64.0,60.0,8.0,0.0,1.0,2.0,0.0,0.0,Giorgi Makaridze,Cláudio Winck,Moises Castillo,Valdemir,Pablo Moreno,Rene Santos,João Afonso Crispim,Xadas,Percy Liza,Leo Augusto Pereira,Vitor Costa,João Miguel Macedo Silva,Marcelo Carné,André Vidigal,Stefano Beltrame,Jesús Ramírez,Edgar Costa,Paulo Sérgio Mota,Dylan Collard,Daniel Leite,Bernardo Vital,Francisco Geraldes,João Carvalho,Tiago Gouveia,Mor Ndiaye,Joãozinho,Mexer,Tiago santos,Erison,James Lea Siliki,Pedro José Moreira Silva,Rodrigo Martins,Shaquil Delos,Pedro Álvaro,Gilson Tavares,João Marques,João Carlos,Tiago Araújo
17,dom,2023-01-22,18:00,Casa Pia,1.8,2.0,Gil Vicente FC,772,Estádio Nacional,Manuel Oliveira,/pt/partidas/bb4631d8/Casa-Pia-Gil-Vicente-FC-2023Janeiro22-Primeira-Liga,1.0,3.0,3-4-3,4-2-3-1,18.0,18.0,6.0,4.0,36.0,17.0,569.0,707.0,17.0,18.0,8.0,9.0,11.0,24.0,3.0,1.0,6.0,9.0,58.0,61.0,2.0,0.0,0.0,1.0,0.0,0.0,Ricardo Batista,Derick,Saviour Godwin,Rafael Martins,Vasco Fernandes,Takahiro Kunimoto,Fernando Varela,Romário Baró,Nermin Zolotić,Afonso Taira,Lucas Soares,João,Eduardo Fereira,João Nunes,Bolgado,Carnejy Antoine,Diogo Pinto,Cuca,Yuki Soma,Stanislav Kritsyuk,Lucas Cunha,Giorgi Aburjania,Fran Navarro,Kanya Fujimoto,Carraça,Adrián Marín,Vitor Carvalho,Ali Alipour,Tomás Araújo,Murilo Costa,Brian Araújo,José Carlos,Né lopes,Emmanuel Hackman,Bilel Aouacheria,André Simões,Juan Manuel Boselli,Henrique Gomes
17,dom,2023-01-22,20:30,Famalicão,2.5,0.9,Rio Ave,3660,Estádio Municipal 22 de Junho,João António Gonçalves,/pt/partidas/e0206d65/Famalicao-Rio-Ave-2023Janeiro22-Primeira-Liga,0.0,0.0,4-2-3-1,3-1-4-2,13.0,16.0,4.0,3.0,20.0,20.0,588.0,619.0,17.0,22.0,5.0,5.0,12.0,18.0,1.0,1.0,13.0,11.0,81.0,51.0,0.0,0.0,0.0,3.0,0.0,0.0,Luiz Lúcio Reis Júnior,Enea Mihaj,Alexandre Penetra,Ivo Rodrigues,Leandro Sanca,Ivan Jaime Pajuelo,Riccieli,Zaydou Youssouf,Jhonder Cádiz,Moura,Santiago Colombatto,Ivan Zlobin,Rúben Lima,Gustavo Assuncao,Rui Fonte,David Tavares,Gustavo sá,Mihai Dobre,Martin Agirregabiria,Jhonatan,Patrick,Gonçalo Rodrigues,Amine Oudrhiri,Abdul-Aziz Yakubu,Costinha,João Graça,Josué Sá,Aderlan Santos,Fábio Conceição,André Pereira,Magrão,Vítor Gomes,Leonardo Ruíz,Miguel Baeza,Emmanuel Boateng,Hernâni Fortes,Andreas Samaris,Renato Pantalon
17,seg,2023-01-23,20:15,Boavista,1.7,0.6,Chaves,4011,Estádio do Bessa Século XXI,João Pinheiro,/pt/partidas/b38111f9/Boavista-Chaves-2023Janeiro23-Primeira-Liga,1.0,1.0,4-1-4-1,4-2-3-1,11.0,13.0,11.0,5.0,30.0,16.0,553.0,597.0,26.0,22.0,18.0,10.0,15.0,18.0,0.0,2.0,4.0,12.0,73.0,57.0,2.0,0.0,0.0,4.0,0.0,0.0,Rafael Bracalli,Ibrahima Camará,Bruno Lourenço,Yusupha Njie,Ricardo Mangas,Vincent Sasso,Sebastián Pérez Cardona,Rodrigo Abascal,Gaius Makouta,Bruno Onyemaechi,Pedro Malheiro,João Gonçalves,Reggie Cannon,Kenji Gorré,Róbert Boženík,Masaki Watai,Ilija Vukotić,Salvador Agra,Martim Tavares,Paulo Vítor Fagundes dos Anjos,Habib sylla,Nélson Monte,Bruno Langa,João Teixeira,Issah Abbas,Juninho,Ricardo Guimarães,Carlos Ponck,Jonathan Monroy,Nwankwo Obiora,Gonçalo Filipe,Luther Singh,João Mendes,Sandro Cruz,Euller,Steven Vitória,Hélder Morim,Bernardo Sousa
20,qui,2023-01-26,20:15,Paços,0.6,1.7,Benfica,8060,Estádio da Capital do Móvel,Luís Godinho,/pt/partidas/b39d1997/Pacos-de-Ferreira-Benfica-2023Janeiro26-Primeira-Liga,0.0,2.0,4-3-3,4-2-3-1,14.0,20.0,1.0,10.0,16.0,28.0,509.0,852.0,14.0,18.0,15.0,6.0,29.0,14.0,1.0,3.0,8.0,6.0,60.0,51.0,0.0,0.0,0.0,2.0,0.0,0.0,José Carlos Marafona,Nuno Lima,Vitorino Antunes,Jordan Holsgrove,Nigel Thomas,Nicolás Gaitán,Juan Delgado,Luíz Carlos,Erick Ferigra,Rui Pires,Alexandre Guedes,Igor Vekič,Pedro Ganchas,Zé Uilton,Fábio,Bastien Toma,Matchoi Djaló,Adrián Butzke,Luís Alves,Odisseas Vlachodimos,Álex Grimaldo,Alexander Bah,Fredrik Aursnes,Enzo Fernández,Gonçalo Guedes,João Mário,Nicolás Otamendi,Florentino Luís,António Silva,Gonçalo Ramos,Samuel Soares,Gilberto,Lucas Veríssimo,David Neres,Chiquinho,Petar Musa,João Neves,Morato
18,dom,2023-01-29,15:30,Vizela,1.7,1.6,Rio Ave,3519,Estádio Do Vizela,Manuel Oliveira,/pt/partidas/34d90cf6/Vizela-Rio-Ave-2023Janeiro29-Primeira-Liga,3.0,1.0,4-2-3-1,3-4-1-2,14.0,16.0,3.0,8.0,10.0,21.0,627.0,570.0,21.0,8.0,12.0,8.0,28.0,16.0,2.0,1.0,9.0,4.0,61.0,74.0,4.0,0.0,0.0,3.0,1.0,0.0,Fabijan Buntić,Bruno Wilson,Anderson Jesus,Claudemir de Souza,Raphael Guzzo,Milutin Osmajić,Kiko Bondoso,Igor Julião,Samu,Christian Neiva Afonso,Nuno Gonçalo Moreira,Luiz Felipe,Ivanildo Fernandes,Alexander Schmidt,Matheus Pereira,Matías Lacava,Alexis Méndez,Kévin Zohi,Osama Rashid,Jhonatan,Patrick,Gonçalo Rodrigues,Abdul-Aziz Yakubu,Costinha,João Graça,Josué Sá,Andreas Samaris,Aderlan Santos,Fábio Conceição,André Pereira,Magrão,Leonardo Ruíz,Bruno Ventura,Miguel Baeza,Savio,Emmanuel Boateng,Hernâni Fortes,Renato Pantalon
18,dom,2023-01-29,15:30,Casa Pia,1.6,1.0,Santa Clara,1003,Estádio Nacional,Gustavo Correia,/pt/partidas/b38d1f16/Casa-Pia-Santa-Clara-2023Janeiro29-Primeira-Liga,2.0,1.0,3-4-3,4-2-3-1,12.0,20.0,8.0,3.0,31.0,15.0,519.0,485.0,14.0,19.0,2.0,8.0,16.0,33.0,1.0,2.0,7.0,10.0,74.0,70.0,5.0,0.0,0.0,4.0,0.0,0.0,Ricardo Batista,João Nunes,Derick,Saviour Godwin,Rafael Martins,Takahiro Kunimoto,Fernando Varela,Cuca,Nermin Zolotić,Afonso Taira,Lucas Soares,João,Eduardo Fereira,Bolgado,Diogo Pinto,Vasco Fernandes,Romário Baró,Yuki Soma,Beni,Gabriel Batista,Kennedy Boateng,Allano,Kyosuke Tagawa,Costinha,Diogo Calila,Paulo Henrique Rodrigues Cabral,Adriano,Ítalo,Gabriel Vieira,Victor Bobsin,Marcos Guillermo Díaz,Xavi Quintillà,Bruno Jordão,Bruno Messi,MT,Rildo,Matheus Babi,Kento Misao
18,dom,2023-01-29,18:00,Boavista,2.1,0.4,Portimonense,4371,Estádio do Bessa Século XXI,João António Gonçalves,/pt/partidas/64786d8b/Boavista-Portimonense-2023Janeiro29-Primeira-Liga,4.0,2.0,4-1-4-1,4-4-1-1,10.0,14.0,7.0,6.0,23.0,18.0,512.0,590.0,25.0,12.0,9.0,6.0,15.0,29.0,0.0,2.0,3.0,9.0,68.0,56.0,2.0,0.0,0.0,2.0,0.0,0.0,Rafael Bracalli,Ibrahima Camará,Yusupha Njie,Ilija Vukotić,Ricardo Mangas,Salvador Agra,Vincent Sasso,Sebastián Pérez Cardona,Rodrigo Abascal,Bruno Onyemaechi,Pedro Malheiro,César,Reggie Cannon,Robson,Kenji Gorré,Róbert Boženík,Masaki Watai,Joel silva,Martim Tavares,Kosuke Nakamura,Zié Mohamed Ouattara,Wagner,Fahd Moufi,Luquinha,Pedro Sá,Filipe Relvas,Lamine Diaby,Gustavo Klismahn,Pedrão,Welinton Júnior,Matheus Nogueira,Mateus,Henrique Jocú,Ricardo Matos,Bryan Róchez,Paulo Estrela Moreira,Rui Gomes,Bruno Reis
18,dom,2023-01-29,20:30,Famalicão,1.3,0.6,Estoril,3407,Estádio Municipal 22 de Junho,Miguel Nogueira,/pt/partidas/7eb69bc6/Famalicao-Estoril-2023Janeiro29-Primeira-Liga,1.0,0.0,4-2-3-1,4-2-3-1,15.0,13.0,5.0,7.0,20.0,18.0,572.0,533.0,21.0,13.0,6.0,10.0,22.0,13.0,1.0,1.0,7.0,8.0,75.0,67.0,3.0,0.0,0.0,4.0,0.0,0.0,Luiz Lúcio Reis Júnior,Enea Mihaj,Alexandre Penetra,Ivo Rodrigues,Ivan Jaime Pajuelo,Riccieli,Mihai Dobre,Zaydou Youssouf,Jhonder Cádiz,Moura,Santiago Colombatto,Ivan Zlobin,Rúben Lima,Leandro Sanca,Gustavo Assuncao,Rui Fonte,David Tavares,Gustavo sá,Martin Agirregabiria,Daniel Leite,Bernardo Vital,Rodrigo Martins,Francisco Geraldes,Cassiano,João Carvalho,Tiago Gouveia,Pedro Álvaro,Joãozinho,Mexer,Tiago santos,Pedro José Moreira Silva,Lucas Áfrico,Shaquil Delos,Mor Ndiaye,Gilson Tavares,João Carlos,Tiago Araújo,Mabrouk Rouai
18,seg,2023-01-30,20:15,Vitória,1.9,1.2,Chaves,9347,Estádio Dom Afonso Henriques,Hélder Malheiro,/pt/partidas/ad26bff3/Vitoria-Guimaraes-Chaves-2023Janeiro30-Primeira-Liga,2.0,1.0,3-4-3,4-1-4-1,18.0,10.0,7.0,6.0,22.0,18.0,565.0,627.0,26.0,15.0,12.0,21.0,18.0,23.0,0.0,2.0,6.0,6.0,53.0,64.0,3.0,0.0,0.0,3.0,0.0,0.0,Bruno Varela,Miguel Magalhães,Mikel Villanueva,Tiago Silva,Jota Silva,André Amaro,André Silva,Ibrahima Bamba,Anderson,Afonso freitas,Daniel Bandeira,Rafa,Helder Sá,Safira,Nelson,Índio,Bruno Gaspar,Mamadou Tounkara,Michael Johnston,Paulo Vítor Fagundes dos Anjos,Habib sylla,Nélson Monte,Bruno Langa,Luther Singh,João Mendes,João Teixeira,Euller,Juninho,Carlos Ponck,Nwankwo Obiora,Gonçalo Filipe,Sandro Cruz,Issah Abbas,Steven Vitória,Ricardo Guimarães,João Queirós,Bernardo Sousa,João Pedro
18,ter,2023-01-31,19:00,Paços,1.8,0.7,Gil Vicente FC,2901,Estádio da Capital do Móvel,Bruno Jose Costa,/pt/partidas/7050c727/Pacos-de-Ferreira-Gil-Vicente-FC-2023Janeiro31-Primeira-Liga,2.0,1.0,4-1-4-1,4-2-3-1,14.0,12.0,11.0,12.0,27.0,33.0,470.0,648.0,20.0,6.0,4.0,9.0,36.0,17.0,2.0,3.0,9.0,9.0,75.0,59.0,2.0,0.0,0.0,2.0,0.0,0.0,José Carlos Marafona,Nuno Lima,Vitorino Antunes,Jordan Holsgrove,Nigel Thomas,Nicolás Gaitán,Juan Delgado,Adrián Butzke,Luíz Carlos,Maracás,Rui Pires,Igor Vekič,Pedro Ganchas,Zé Uilton,Fábio,Matchoi Djaló,Luís Alves,Jorge Fernando Santos Silva,,Stanislav Kritsyuk,Né lopes,Giorgi Aburjania,Fran Navarro,Kanya Fujimoto,Carraça,Adrián Marín,Vitor Carvalho,Ali Alipour,Tomás Araújo,Murilo Costa,Andrew,José Carlos,Bilel Aouacheria,Gabriel Pereira,André Simões,Kevin Villodres,Juan Manuel Boselli,Rúben Fernandes
18,ter,2023-01-31,21:15,Arouca,0.3,1.2,Benfica,4614,Estádio Municipal de Arouca,Rui Costa,/pt/partidas/67c81a8a/Arouca-Benfica-2023Janeiro31-Primeira-Liga,0.0,3.0,4-2-3-1,4-2-3-1,10.0,11.0,3.0,3.0,9.0,16.0,510.0,757.0,19.0,19.0,13.0,8.0,18.0,7.0,1.0,4.0,6.0,3.0,60.0,47.0,3.0,0.0,0.0,1.0,0.0,0.0,Ignacio De Arruabarrena,Morlaye Sylla,Jerome Opoku,David Simão,Quaresma,Alan Ruiz,Antony,João Othavio Basso,Benji Michel,Bogdan Milovanov,Ismaila Soro,João Valido,Arsénio Martins Lafuente Nunes,Bruninho,Oriol Busquets,Moses Yaw,Pedro Manuel da Silva Moreira,Nino Galović,,Odisseas Vlachodimos,Álex Grimaldo,Alexander Bah,David Neres,Fredrik Aursnes,Gonçalo Guedes,João Mário,Chiquinho,Nicolás Otamendi,Florentino Luís,António Silva,Samuel Soares,Leo Brian Kokubo,Gilberto,Lucas Veríssimo,Casper Tengstedt,Mihailo Ristić,Petar Musa,João Neves
18,qua,2023-02-01,19:00,Marítimo,0.6,0.7,Porto,9624,Estádio dos Barreiros,Fábio Veríssimo,/pt/partidas/2349c95c/Maritimo-Porto-2023Fevereiro1-Primeira-Liga,0.0,2.0,4-4-2,4-2-3-1,28.0,15.0,5.0,1.0,23.0,13.0,524.0,552.0,15.0,24.0,8.0,6.0,6.0,16.0,1.0,2.0,4.0,4.0,98.0,67.0,6.0,0.0,1.0,3.0,0.0,1.0,Giorgi Makaridze,Cláudio Winck,Moises Castillo,Valdemir,Pablo Moreno,Stefano Beltrame,Rene Santos,Xadas,Brayan Riascos,Leo Augusto Pereira,Vitor Costa,Marcelo Carné,Matheus Costa,André Vidigal,Jesús Ramírez,Paulo Sérgio Mota,Percy Liza,Stanley Kanu,Fábio China,Diogo Costa,Pepe,Iván Marcano,Mateus Uribe,Mehdi Taremi,Pepê,Galeno,Wendell,João Mário Lopes,Otávio,Bernardo Folha,Cláudio Ramos,Fábio Cardoso,Zaidu Sanusi,Rodrigo Conceição,Danny Loader,André Franco,Toni Martínez,Evanilson
18,qua,2023-02-01,21:15,Sporting CP,2.6,0.1,Braga,26338,Estádio José Alvalade,Nuno Almeida,/pt/partidas/9afb04ea/Sporting-CP-Braga-2023Fevereiro1-Primeira-Liga,5.0,0.0,3-4-3,3-4-3,13.0,13.0,10.0,1.0,28.0,4.0,727.0,469.0,12.0,21.0,8.0,13.0,4.0,25.0,3.0,0.0,2.0,4.0,62.0,61.0,1.0,0.0,0.0,2.0,0.0,1.0,Antonio Adán,Jerry St. Juste,Sebastián Coates,Hidemasa Morita,Marcus Edwards,Nuno Santos,Manuel Ugarte Ribeiro,Gonçalo Inácio,Pedro Gonçalves,Ricardo Esgaio,Youssef Chermiti,Franco Israel,Matheus Reis,Sotiris Alexandropoulos,Luís Neto,Rochinha,Francisco Trincão,Abdul Fatawu Issahaku,Mateo Tanlongo,Matheus,Victor Perea,Vítor Tormena,Sikou Niakaté,Nuno Sequeira,Almoatasem Al Musrati,Abel Ruiz,Paulo Oliveira,Uroš Račić,Simon Banza,Iuri Medeiros,Tiago Sá,Serdar Saatçı,Rodrigo Gomes,André Horta,Álvaro djaló,Joe Mendes,Pizzi,Cristian Borja
