Jornada,Dia,Data,Horário,home,xG_home,xG_away,away,Assistance,Local,Árbitro,Relatório da Partida,goals_home,goals_away,formacao_home,formacao_away,Faltas_home,Faltas_away,Escanteios_home,Escanteios_away,Cruzamentos_home,Cruzamentos_away,Contatos_home,Contatos_away,Bote defensivo_home,Bote defensivo_away,Cortes_home,Cortes_away,Defesas_home,Defesas_away,Impedimentos_home,Impedimentos_away,Tiro de meta_home,Tiro de meta_away,Bolas longas_home,Bolas longas_away,yellow_card_home,red_card_home,yellow_red_card_home,yellow_card_away,red_card_away,yellow_red_card_away,jogador1_home,jogador2_home,jogador3_home,jogador4_home,jogador5_home,jogador6_home,jogador7_home,jogador8_home,jogador9_home,jogador10_home,jogador11_home,jogador12_home,jogador13_home,jogador14_home,jogador15_home,jogador16_home,jogador17_home,jogador1_away,jogador2_away,jogador3_away,jogador4_away,jogador5_away,jogador6_away,jogador7_away,jogador8_away,jogador9_away,jogador10_away,jogador11_away,jogador12_away,jogador13_away,jogador14_away,jogador15_away,jogador16_away,jogador17_away,jogador18_home,jogador18_away,jogador19_away,jogador19_home,jogador20_away
7,dom,2019-09-29,18:00,Portimonense,0.7,0.5,Braga,3430,Estádio do Portimonense SC,Hugo Miguel,/pt/partidas/1a83aefc/Portimonense-Braga-2019Setembro29-Primeira-Liga,0,1,4-4-2,4-1-4-1,11.0,22.0,2.0,7.0,12.0,20.0,536.0,525.0,14.0,14.0,12.0,11.0,17.0,14.0,0.0,6.0,9.0,8.0,118.0,90.0,3.0,0.0,0.0,4.0,0.0,0.0,Ricardo Abel Barbosa Ferreira,Jadson,Jackson Martínez,Marlos Moreno,Pedro Sá,Koki Anzai,Júnior Tavares,José Cevallos Enríquez,Willyan,Lucas Fernandes,Aylton Boa Morte,Shūichi Gonda,Romulo,Emmanuel Hackman,Bruno Tabata,Henrique,Rodrigo,Matheus,Nuno Sequeira,Pablo Santos,André Horta,João Novais,Paulinho,Ricardo Horta,Bruno Viana,Ricardo Esgaio,João Palhinha,Galeno,Eduardo Carvalho,Claudemir de Souza,Koka,Diogo Viana,Rui Fonte,Murilo Costa,,,,,
7,dom,2019-09-29,20:00,Rio Ave,0.5,1.3,Porto,4411,Estádio do Rio Ave Futebol Clube,Nuno Almeida,/pt/partidas/d69f1f41/Rio-Ave-Porto-2019Setembro29-Primeira-Liga,0,1,4-4-2,4-4-2,15.0,15.0,0.0,6.0,16.0,21.0,558.0,543.0,22.0,9.0,7.0,9.0,31.0,16.0,2.0,1.0,12.0,7.0,82.0,78.0,3.0,0.0,0.0,3.0,0.0,0.0,Paweł Kieszek,Matheus Reis,Nélson Monte,Filipe Augusto,Toni Borevkovic,Ricardo José Vaz Alves Monteiro,Bruno Moreira,Diego Lopes,Nuno Santos,Aderlan Santos,Carlos Mané,Paulo Vítor Fagundes dos Anjos,Lucas Piazon,Ronan,Nikola Jambor,Pedro Amaral,Messias,Agustín Marchesín,Pepe,Iván Marcano,Shoya Nakajima,Moussa Marega,Alex Telles,Mateus Uribe,Jesús Corona,Zé Luís,Danilo Pereira,Otávio,Diogo Costa,Bruno Xavier Almeida Costa,Luis Díaz,Wilson Manafá,Chancel Mbemba,Tiquinho Soares,,,,,
7,seg,2019-09-30,20:15,Aves,0.3,1.4,Sporting CP,2850,Estádio Clube Desportivo das Aves,Carlos Xistra,/pt/partidas/82bcb826/Aves-Sporting-CP-2019Setembro30-Primeira-Liga,0,1,5-3-2,4-4-2,12.0,19.0,3.0,7.0,14.0,16.0,428.0,737.0,15.0,20.0,11.0,11.0,20.0,15.0,0.0,0.0,12.0,11.0,97.0,58.0,3.0,0.0,0.0,2.0,0.0,0.0,Quentin Beunardeau,Adam Dźwigała,Rúben Alexandre Gomes Oliveira,Enzo Fernández,Jaílson Araújo,Mehrdad Mohammadi,Afonso Figueiredo,Claudio Falcão,Luiz Fernando,Welinton Júnior,Mato Miloš,Raphael Aflalo,Hélder Baldé,Bruninho,Bruno Xavier,Peu,Rúben Macedo,Renan Ribeiro,Sebastián Coates,Eduardo Henrique,Bruno Fernandes,Luciano Vietto,Valentin Rosier,Jesé,Jérémy Mathieu,Cristian Borja,Yannick Bolasie,Idrissa Doumbia,Luís Maximiano,Marcos Acuña,Luís Neto,Gonzalo Plata,Miguel Luís,Luiz Phellype,,,,,
9,sáb,2019-10-05,15:30,Aves,0.5,1.0,Tondela,1336,Estádio Clube Desportivo das Aves,João Pinheiro,/pt/partidas/b31670e1/Aves-Tondela-2019Outubro5-Primeira-Liga,0,1,5-3-2,4-4-2,12.0,14.0,6.0,8.0,21.0,14.0,618.0,557.0,14.0,15.0,20.0,15.0,10.0,22.0,1.0,0.0,7.0,12.0,103.0,82.0,1.0,0.0,0.0,1.0,0.0,0.0,Quentin Beunardeau,Adam Dźwigała,Rúben Alexandre Gomes Oliveira,Enzo Fernández,Jaílson Araújo,Mehrdad Mohammadi,Afonso Figueiredo,Claudio Falcão,Luiz Fernando,Welinton Júnior,Mato Miloš,Fábio Szymonek,Hélder Baldé,Bruno Xavier,Peu,Kahraba,Miguel Tavares,Cláudio Ramos,António Xavier,João Pedro,Denílson,José Luis García Vayá,Fahd Moufi,Yohan Tavares,Tomislav Štrkalj,Filipe Ferreira,Jonathan Rubio,Philipe Sampaio,Babacar Niasse,Bruno Wilson,João Jaquité,Pité,Jhon Murillo,Rúben Fonseca,,,,,
8,sex,2019-10-25,20:30,Paços,1.2,0.6,Rio Ave,2095,Estádio da Capital do Móvel,Tiago Martins,/pt/partidas/662cac24/Pacos-de-Ferreira-Rio-Ave-2019Outubro25-Primeira-Liga,0,0,4-2-3-1,4-4-2,19.0,15.0,2.0,4.0,9.0,16.0,496.0,600.0,15.0,16.0,9.0,9.0,21.0,13.0,2.0,2.0,6.0,15.0,100.0,97.0,0.0,0.0,0.0,1.0,0.0,0.0,Ricardo Ribeiro,Marco Baixinho,André Micael,Bruno Teles,Welthon,Zé Uilton,Pedro Filipe Barbosa Moreira,Bruno Araújo dos Santos,Hélder Ferreira,Luíz Carlos,Lamine Diaby,Simão Bertelli,Oleg Reabciuk,Bernardo Sousa Pereira Brites Martins,Renat Dadaşov,Rafael Gava,Yago César,Paweł Kieszek,Nélson Monte,Filipe Augusto,Toni Borevkovic,Ricardo José Vaz Alves Monteiro,Bruno Moreira,Diego Lopes,Nuno Santos,Aderlan Santos,Pedro Amaral,Mehdi Taremi,Paulo Vítor Fagundes dos Anjos,Diogo Figueiras,Lucas Piazon,Ronan,Carlos Mané,Nikola Jambor,,,,,
8,sáb,2019-10-26,15:30,Gil Vicente FC,1.6,0.9,Portimonense,2628,Estádio Cidade de Barcelos,Gustavo Correia,/pt/partidas/1894e91f/Gil-Vicente-FC-Portimonense-2019Outubro26-Primeira-Liga,1,1,4-3-3,4-2-3-1,22.0,20.0,2.0,3.0,18.0,20.0,482.0,583.0,13.0,9.0,12.0,9.0,15.0,24.0,1.0,0.0,13.0,6.0,87.0,81.0,3.0,0.0,1.0,2.0,0.0,0.0,Denis,Soares,Lourency,Claude Gonçalves,Fernando Ferreira Fonseca,Bozhidar Kraev,Rúben Fernandes,Yves Baraye,Ygor Nogueira,Henrique Gomes,Sandro Lima,Bruno Ferreira,João Afonso Crispim,Zakaria Naidji,Arthur Henrique,Juan Ruiz,Leo Cordeiro,Ricardo Abel Barbosa Ferreira,Lucas Possignolo,Jadson,Emmanuel Hackman,Jackson Martínez,Bruno Tabata,Pedro Sá,Lucas Fernandes,Aylton Boa Morte,Rodrigo,Fernando Medeiros,Samuel Portugal,Romulo,Marlos Moreno,Anderson,Luquinha,José Cevallos Enríquez,,,,,
8,sáb,2019-10-26,15:30,B-SAD,2.1,1.5,Aves,2109,Estádio Nacional,Cláudio Ruivo Pereira,/pt/partidas/42710012/Belenenses-SAD-Aves-2019Outubro26-Primeira-Liga,3,2,4-4-2,4-3-3,15.0,21.0,7.0,6.0,21.0,20.0,446.0,459.0,17.0,13.0,12.0,10.0,24.0,18.0,2.0,2.0,10.0,6.0,85.0,85.0,3.0,0.0,0.0,2.0,0.0,0.0,André Moreira,Francisco Varela,Show,Licá,Tiago Esgaio,Silvestre Varela,André Santos,Tomás Ribeiro,Gonçalo Silva,Nuno Miguel Prata Coelho,Robinho Vieira,Hervé Koffi,André Sousa,Kikas,Bernardo Dias,Diogo Calila,Mateo Cassierra,Quentin Beunardeau,Adam Dźwigała,Adi Mehremić,Rúben Alexandre Gomes Oliveira,Jaílson Araújo,Mehrdad Mohammadi,Afonso Figueiredo,Claudio Falcão,Estrela,Welinton Júnior,Mato Miloš,Raphael Aflalo,Enzo Fernández,Miguel Tavares,Luiz Fernando,Ricardo Rodrigues,Arthur Yamga,,,,,
8,sáb,2019-10-26,18:00,Vitória Setúbal,0.8,0.5,Marítimo,4466,Estádio do Bonfim,Vitor Ferreira Fernandes,/pt/partidas/e923bc50/Vitoria-Setubal-Maritimo-2019Outubro26-Primeira-Liga,0,0,4-1-4-1,4-4-2,14.0,20.0,5.0,5.0,17.0,22.0,552.0,527.0,12.0,16.0,7.0,8.0,26.0,22.0,5.0,3.0,7.0,11.0,79.0,76.0,0.0,0.0,0.0,1.0,0.0,0.0,Giorgi Makaridze,Artur Jorge Marques Amorim,Éber Bessa,André Martins Sousa,Sílvio,Braian Mansilla,Bruno Pires,José Semedo,Carlinhos,Zequinha,Nabil Ghilas,Milton Raphael,Mano,Khaled Hachadi,Hildeberto Pereira,Leandrinho,Kgaogelo Sekgota,Amir Abedzadeh,Douglas Grolli,Zainadine Júnior,Jorge Correa,Edgar Costa,Daizen Maeda,Luciano Nequecaur,Rene Santos,Eulânio Ângelo Chipela Gomes,Fábio China,Pedro Pelágio,Charles,Bebeto,Rodrigo Pinho,Getterson,André Teles,Franck-Yves Bambock,,,,,
8,sáb,2019-10-26,20:30,Moreirense,1.2,1.6,Boavista,2060,P.D. Comendador Joaquim de Almeida Freit...,Hélder Malheiro,/pt/partidas/a11a0eeb/Moreirense-Boavista-2019Outubro26-Primeira-Liga,1,1,4-3-3,3-4-3,18.0,20.0,1.0,10.0,3.0,32.0,394.0,481.0,16.0,13.0,7.0,12.0,32.0,8.0,0.0,3.0,12.0,8.0,72.0,67.0,3.0,1.0,0.0,4.0,0.0,0.0,Mateus Pasinato,Iago Santos,Anthony D'Alberto,Fábio Pacheco,Nenê,Bilel Aouacheria,Filipe Soares,Luther Singh,Rafik Halliche,Pedro Nuno,Bruno Silva,Pedro Trigueira,Ibrahima Camará,Patito Rodríguez,Sori Mané,Steven Vitória,Fábio Abreu,Rafael Bracalli,Nwankwo Obiora,Marlon,Yusupha Njie,Carraça,Fabiano Leismann,Nikola Stojiljković,Ricardo Costa,Rafael Costa,Neris,Heriberto Tavares,Helton Leite,Lucas Tagliapietra,Gustavo Sauer,Mateus Galiano da Costa,Alberto Bueno,Cassiano,,,,,
8,dom,2019-10-27,15:00,Tondela,0.6,0.5,Benfica,4705,Estádio João Cardoso,Hugo Miguel,/pt/partidas/d2bdfb08/Tondela-Benfica-2019Outubro27-Primeira-Liga,0,1,5-4-1,4-2-3-1,17.0,14.0,5.0,5.0,16.0,18.0,439.0,737.0,14.0,19.0,8.0,7.0,17.0,18.0,2.0,1.0,8.0,6.0,86.0,89.0,1.0,0.0,0.0,2.0,0.0,0.0,Cláudio Ramos,Bruno Wilson,António Xavier,João Pedro,Denílson,José Luis García Vayá,Jhon Murillo,Fahd Moufi,Yohan Tavares,Filipe Ferreira,Philipe Sampaio,Babacar Niasse,João Jaquité,João Reis,Tomislav Štrkalj,Ricardo Miguel Martins Alves,Jonathan Rubio,Odisseas Vlachodimos,Álex Grimaldo,Rúben Dias,Gabriel,Franco Cervi,Haris Seferović,Pizzi,André Almeida,Adel Taarabt,Florentino Luís,Francisco Reis Ferreira,Ivan Zlobin,Chiquinho,Jardel,Jota,Gedson Fernandes,Tomás Tavares,,,,,
8,dom,2019-10-27,17:30,Porto,2.2,0.2,Famalicão,47807,Estádio Do Dragão,Fábio Costa,/pt/partidas/39c72f33/Porto-Famalicao-2019Outubro27-Primeira-Liga,3,0,4-2-3-1,4-1-4-1,14.0,12.0,4.0,3.0,20.0,9.0,680.0,530.0,16.0,21.0,12.0,14.0,10.0,21.0,2.0,1.0,3.0,9.0,71.0,68.0,0.0,0.0,0.0,3.0,0.0,0.0,Agustín Marchesín,Pepe,Iván Marcano,Luis Díaz,Mateus Uribe,Jesús Corona,Wilson Manafá,Chancel Mbemba,Danilo Pereira,Otávio,Tiquinho Soares,Diogo Costa,Bruno Xavier Almeida Costa,Shoya Nakajima,Alex Telles,Mamadou Loum,Zé Luís,Rafael Defendi,Lionn,Gonçalo Rodrigues,Rúben Lameiras,Fábio Martins,Gustavo Assuncao,Nehuén Pérez,Pedro Gonçalves,Álex Centelles,Anderson,Patrick,Vitor Caetano,Walterson,Nicolás Schiappacasse,Riccieli,Diogo Gonçalves,Toni Martínez,,,,,
8,dom,2019-10-27,20:00,Sporting CP,2.4,2.0,Vitória,28135,Estádio José Alvalade,Artur Soares Dias,/pt/partidas/f79247d1/Sporting-CP-Vitoria-Guimaraes-2019Outubro27-Primeira-Liga,3,1,4-2-3-1,4-1-4-1,7.0,9.0,3.0,4.0,10.0,34.0,584.0,600.0,33.0,19.0,10.0,12.0,36.0,10.0,1.0,1.0,16.0,10.0,97.0,72.0,1.0,0.0,0.0,2.0,0.0,0.0,Renan Ribeiro,Sebastián Coates,Eduardo Henrique,Bruno Fernandes,Marcos Acuña,Luciano Vietto,Valentin Rosier,Jesé,Jérémy Mathieu,Yannick Bolasie,Idrissa Doumbia,Luís Maximiano,Tiago Ilori,Gonzalo Plata,Cristian Borja,Miguel Luís,Luiz Phellype,João Miguel Macedo Silva,Frederico Venâncio,Edmond Tapsoba,Lucas Evangelista,Léo Bonatini,Víctor Hugo García,Marcus Edwards,Mikel Agu,Florent Hanin,Domingos André Ribeiro Almeida,Davidson da Luz Pereira,Douglas,Pedrão,Rafa Soares,João Carlos Teixeira,Rochinha,Almoatasem Al Musrati,,,,,
8,seg,2019-10-28,20:15,Braga,3.5,0.5,Santa Clara,6785,Estádio Municipal de Braga,Rui Costa,/pt/partidas/8ce2eb8f/Braga-Santa-Clara-2019Outubro28-Primeira-Liga,2,0,4-4-2,4-2-3-1,18.0,6.0,4.0,6.0,17.0,10.0,651.0,560.0,19.0,14.0,11.0,17.0,10.0,18.0,1.0,1.0,3.0,12.0,92.0,67.0,1.0,0.0,0.0,1.0,0.0,0.0,Matheus,Nuno Sequeira,Wilson Eduardo,Wallace,André Horta,Paulinho,Ricardo Horta,Bruno Viana,Ricardo Esgaio,João Palhinha,Galeno,Eduardo Carvalho,Uche Henry Agbo,Diogo Viana,João Novais,Rui Fonte,Fransérgio,Marco André Rocha Pereira,Fábio Cardoso,Osama Rashid,Bruno Lamas,César,Carlos,Thiago Santana,Lincoln,Mamadu Candé,Francisco Ramos,Patrick,André Ferreira,João Afonso,Malick Evouna,João Paulo Lázaro Lucas,Rui Filipe Cunha Correia,Lucas Marques,,,,,
9,qua,2019-10-30,17:00,Rio Ave,2.2,0.5,Moreirense,1387,Estádio do Rio Ave Futebol Clube,António Nobre,/pt/partidas/6aea2780/Rio-Ave-Moreirense-2019Outubro30-Primeira-Liga,1,1,4-2-3-1,4-2-3-1,14.0,13.0,13.0,3.0,54.0,11.0,804.0,412.0,13.0,11.0,5.0,13.0,8.0,41.0,1.0,0.0,8.0,17.0,88.0,74.0,1.0,0.0,0.0,1.0,0.0,0.0,Paweł Kieszek,Matheus Reis,Filipe Augusto,Toni Borevkovic,Diogo Figueiras,Ricardo José Vaz Alves Monteiro,Bruno Moreira,Diego Lopes,Nuno Santos,Aderlan Santos,Carlos Mané,Paulo Vítor Fagundes dos Anjos,Nélson Monte,Lucas Piazon,Ronan,Nikola Jambor,Pedro Amaral,Mateus Pasinato,Iago Santos,Anthony D'Alberto,Ibrahima Camará,Sori Mané,Steven Vitória,Filipe Soares,Luther Singh,Pedro Nuno,Fábio Abreu,Abdu Conté,Pedro Trigueira,Lazar Rosić,David Texeira,Bilel Aouacheria,Alexandre Miguel Barros Soares,Bruno Silva,,,,,
9,qua,2019-10-30,18:45,Marítimo,0.3,1.3,Porto,9381,Estádio dos Barreiros,Jorge de Sousa,/pt/partidas/e1098f5a/Maritimo-Porto-2019Outubro30-Primeira-Liga,1,1,4-1-4-1,4-3-3,17.0,20.0,6.0,9.0,11.0,31.0,295.0,705.0,19.0,16.0,9.0,2.0,31.0,11.0,2.0,3.0,14.0,3.0,85.0,75.0,4.0,0.0,0.0,5.0,0.0,0.0,Amir Abedzadeh,Douglas Grolli,Jorge Correa,Edgar Costa,Daizen Maeda,Franck-Yves Bambock,Luciano Nequecaur,Rene Santos,Eulânio Ângelo Chipela Gomes,Fábio China,Pedro Pelágio,Charles,Bebeto,Rodrigo Pinho,André Teles,Erivaldo,Josip Vuković,Agustín Marchesín,Pepe,Iván Marcano,Luis Díaz,Mateus Uribe,Jesús Corona,Wilson Manafá,Chancel Mbemba,Danilo Pereira,Otávio,Tiquinho Soares,Diogo Costa,Bruno Xavier Almeida Costa,Shoya Nakajima,Alex Telles,Mamadou Loum,Zé Luís,,,,,
9,qua,2019-10-30,20:00,Vitória,2.4,1.1,B-SAD,11346,Estádio Dom Afonso Henriques,Rui Oliveira,/pt/partidas/9746d269/Vitoria-Guimaraes-Belenenses-SAD-2019Outubro30-Primeira-Liga,5,0,4-1-4-1,4-4-2,13.0,13.0,6.0,3.0,13.0,12.0,481.0,526.0,22.0,13.0,8.0,6.0,15.0,15.0,4.0,1.0,3.0,9.0,76.0,78.0,1.0,0.0,0.0,4.0,0.0,0.0,Douglas,Pedrão,Edmond Tapsoba,Lucas Evangelista,João Carlos Teixeira,Rochinha,André Pereira,Marcus Edwards,Mikel Agu,Florent Hanin,Bruno Duarte,João Miguel Macedo Silva,Frederico Venâncio,Rafa Soares,Léo Bonatini,Almoatasem Al Musrati,Lucas Soares,André Moreira,Francisco Varela,Licá,Tiago Esgaio,Silvestre Varela,Diogo Calila,André Santos,Tomás Ribeiro,Gonçalo Silva,Nuno Miguel Prata Coelho,Robinho Vieira,Hervé Koffi,André Sousa,Kikas,Bernardo Dias,Mateo Cassierra,Sphephelo Sithole,,,,,
9,qua,2019-10-30,20:15,Benfica,3.4,0.7,Portimonense,42037,Estádio do Sport Lisboa e Benfica,Manuel Mota,/pt/partidas/719eb172/Benfica-Portimonense-2019Outubro30-Primeira-Liga,4,0,4-4-2,5-4-1,14.0,9.0,5.0,1.0,25.0,7.0,667.0,523.0,34.0,12.0,15.0,9.0,8.0,15.0,3.0,0.0,4.0,9.0,63.0,57.0,1.0,0.0,0.0,1.0,0.0,0.0,Odisseas Vlachodimos,Álex Grimaldo,Rúben Dias,Gabriel,Franco Cervi,Chiquinho,Andreas Samaris,Jardel,André Almeida,Gedson Fernandes,Carlos Vinícius,Ivan Zlobin,Haris Seferović,Pizzi,Adel Taarabt,Jota,Tomás Tavares,Ricardo Abel Barbosa Ferreira,Lucas Possignolo,Jadson,Emmanuel Hackman,Bruno Tabata,Pedro Sá,Koki Anzai,Lucas Fernandes,Aylton Boa Morte,Rodrigo,Iury de Castilho,Samuel Portugal,Romulo,Marlos Moreno,Beto,Luquinha,José Cevallos Enríquez,,,,,
9,qua,2019-10-30,21:00,Famalicão,2.2,1.3,Gil Vicente FC,3375,Estádio Municipal 22 de Junho,Cláudio Ruivo Pereira,/pt/partidas/a833de0f/Famalicao-Gil-Vicente-FC-2019Outubro30-Primeira-Liga,2,1,4-1-4-1,4-2-3-1,17.0,15.0,9.0,2.0,18.0,18.0,500.0,567.0,17.0,12.0,19.0,10.0,15.0,18.0,2.0,3.0,7.0,9.0,90.0,89.0,3.0,0.0,0.0,1.0,0.0,0.0,Vaná,Lionn,Fábio Martins,Gustavo Assuncao,Diogo Gonçalves,Nehuén Pérez,Toni Martínez,Roderick Miranda,Pedro Gonçalves,Álex Centelles,Uroš Račić,Rafael Defendi,Gonçalo Rodrigues,Walterson,Lawrence Ofori,Rúben Lameiras,Anderson,Denis,Soares,João Afonso Crispim,Zakaria Naidji,Arthur Henrique,Fernando Ferreira Fonseca,Bozhidar Kraev,Rúben Fernandes,Yves Baraye,Ygor Nogueira,Henrique Gomes,Bruno Ferreira,Alexandre Pinto,Lourency,Erick,Juan Ruiz,Leo Cordeiro,,,,,
9,qui,2019-10-31,19:15,Santa Clara,2.0,1.2,Vitória Setúbal,1632,Estádio de São Miguel,Iancu Vasilica,/pt/partidas/b0ac9439/Santa-Clara-Vitoria-Setubal-2019Outubro31-Primeira-Liga,1,1,4-4-2,4-1-2-1-2,9.0,17.0,7.0,7.0,34.0,18.0,461.0,479.0,17.0,11.0,4.0,6.0,23.0,23.0,3.0,4.0,12.0,16.0,88.0,73.0,3.0,0.0,0.0,5.0,0.0,1.0,Marco André Rocha Pereira,Rafael Ramos,Fábio Cardoso,Osama Rashid,César,Carlos,Thiago Santana,João Paulo Lázaro Lucas,Lincoln,Zé Manuel,Francisco Ramos,João Lopes,Zaidu Sanusi,João Afonso,Ukra,Bruno Lamas,Alfredo Stephens,Giorgi Makaridze,Artur Jorge Marques Amorim,Nuno Daniel Costeira Valente,Hildeberto Pereira,André Martins Sousa,Sílvio,Braian Mansilla,Bruno Pires,José Semedo,Carlinhos,Nabil Ghilas,Milton Raphael,Jubal,Mano,Khaled Hachadi,Éber Bessa,Leandrinho,,,,,
9,qui,2019-10-31,19:45,Paços,0.9,1.8,Sporting CP,2901,Estádio da Capital do Móvel,Rui Costa,/pt/partidas/ab7fcc1c/Pacos-de-Ferreira-Sporting-CP-2019Outubro31-Primeira-Liga,1,2,4-2-3-1,4-2-3-1,20.0,24.0,10.0,4.0,30.0,18.0,435.0,574.0,23.0,12.0,6.0,6.0,15.0,20.0,1.0,4.0,6.0,8.0,79.0,66.0,5.0,0.0,0.0,7.0,0.0,0.0,Ricardo Ribeiro,André Micael,Oleg Reabciuk,Bruno Teles,Welthon,Pedro Filipe Barbosa Moreira,Bruno Araújo dos Santos,Hélder Ferreira,Luíz Carlos,Lamine Diaby,Murilo Oliveira de Freitas,Simão Bertelli,Bernardo Sousa Pereira Brites Martins,Zé Uilton,Renat Dadaşov,Rafael Gava,Jorge Fernando Santos Silva,Renan Ribeiro,Sebastián Coates,Eduardo Henrique,Bruno Fernandes,Marcos Acuña,Luciano Vietto,Stefan Ristovski,Jesé,Jérémy Mathieu,Luiz Phellype,Idrissa Doumbia,Luís Maximiano,Tiago Ilori,Rafael Camacho,Luís Neto,Cristian Borja,Miguel Luís,,,,,
9,qui,2019-10-31,20:15,Boavista,2.4,1.3,Braga,8452,Estádio do Bessa Século XXI,Tiago Martins,/pt/partidas/27cba5e5/Boavista-Braga-2019Outubro31-Primeira-Liga,2,0,5-4-1,4-2-3-1,14.0,8.0,3.0,7.0,7.0,44.0,349.0,744.0,17.0,14.0,14.0,8.0,46.0,8.0,0.0,3.0,19.0,7.0,90.0,88.0,4.0,0.0,0.0,2.0,0.0,0.0,Rafael Bracalli,Nwankwo Obiora,Marlon,Gustavo Sauer,Yusupha Njie,Carraça,Fabiano Leismann,Ricardo Costa,Rafael Costa,Neris,Heriberto Tavares,Helton Leite,Mateus Galiano da Costa,Gustavo Dulanto,Alberto Bueno,Cassiano,Idrissa Mandiang,Matheus,Nuno Sequeira,Wilson Eduardo,Wallace,Pablo Santos,João Novais,Rui Fonte,Ricardo Horta,Fransérgio,Ricardo Esgaio,João Palhinha,Eduardo Carvalho,Uche Henry Agbo,Diogo Viana,André Horta,Paulinho,Francisco Trincão,,,,,
10,sáb,2019-11-02,18:00,Benfica,1.7,0.5,Rio Ave,53579,Estádio do Sport Lisboa e Benfica,Carlos Xistra,/pt/partidas/cffed75e/Benfica-Rio-Ave-2019Novembro2-Primeira-Liga,2,0,4-4-2,4-2-3-1,12.0,14.0,10.0,2.0,28.0,9.0,746.0,609.0,13.0,11.0,16.0,16.0,7.0,20.0,0.0,1.0,5.0,10.0,57.0,75.0,1.0,0.0,0.0,3.0,0.0,0.0,Odisseas Vlachodimos,Álex Grimaldo,Rúben Dias,Gabriel,Franco Cervi,Chiquinho,Pizzi,André Almeida,Florentino Luís,Carlos Vinícius,Francisco Reis Ferreira,Ivan Zlobin,Haris Seferović,Jardel,Adel Taarabt,Jota,Gedson Fernandes,Paweł Kieszek,Matheus Reis,Nélson Monte,Filipe Augusto,Toni Borevkovic,Ricardo José Vaz Alves Monteiro,Nuno Santos,Aderlan Santos,Nikola Jambor,Gabriel Airton de Souza,Mehdi Taremi,Paulo Vítor Fagundes dos Anjos,Diego Lopes,Lucas Piazon,Ronan,Carlos Mané,Pedro Amaral,,,,,
10,sáb,2019-11-02,20:30,Moreirense,1.1,2.0,Vitória,3369,P.D. Comendador Joaquim de Almeida Freit...,João Pinheiro,/pt/partidas/b6231a51/Moreirense-Vitoria-Guimaraes-2019Novembro2-Primeira-Liga,1,1,4-1-4-1,4-3-3,21.0,11.0,8.0,9.0,17.0,25.0,435.0,495.0,19.0,32.0,14.0,14.0,19.0,17.0,1.0,4.0,14.0,8.0,70.0,68.0,5.0,0.0,0.0,3.0,0.0,0.0,Mateus Pasinato,Anthony D'Alberto,Fábio Pacheco,Nenê,Bilel Aouacheria,Steven Vitória,Filipe Soares,Luther Singh,Rafik Halliche,Alexandre Miguel Barros Soares,Abdu Conté,Pedro Trigueira,Iago Santos,Ibrahima Camará,Sori Mané,Pedro Nuno,Fábio Abreu,Douglas,Pedrão,Edmond Tapsoba,Lucas Evangelista,João Carlos Teixeira,Rochinha,André Pereira,Marcus Edwards,Mikel Agu,Florent Hanin,Bruno Duarte,João Miguel Macedo Silva,Frederico Venâncio,Rafa Soares,Léo Bonatini,Almoatasem Al Musrati,Pedro Rodrigues,,,,,
10,dom,2019-11-03,15:00,Gil Vicente FC,2.1,0.7,Marítimo,2479,Estádio Cidade de Barcelos,Tiago Martins,/pt/partidas/62331c69/Gil-Vicente-FC-Maritimo-2019Novembro3-Primeira-Liga,2,0,4-2-3-1,4-3-3,19.0,13.0,4.0,3.0,27.0,13.0,638.0,448.0,22.0,20.0,10.0,13.0,12.0,22.0,1.0,3.0,8.0,13.0,86.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,Denis,João Afonso Crispim,Claude Gonçalves,Arthur Henrique,Fernando Ferreira Fonseca,Bozhidar Kraev,Rúben Fernandes,Yves Baraye,Ygor Nogueira,Henrique Gomes,Sandro Lima,Bruno Ferreira,Alexandre Pinto,Lourency,Zakaria Naidji,Erick,Juan Ruiz,Amir Abedzadeh,Douglas Grolli,Zainadine Júnior,Jorge Correa,Daizen Maeda,Franck-Yves Bambock,Luciano Nequecaur,Rene Santos,Eulânio Ângelo Chipela Gomes,Fábio China,Pedro Pelágio,Charles,Bebeto,Rodrigo Pinho,André Teles,Erivaldo,Jhon Cley,,,,,
