Jornada,Dia,Data,Horário,home,xG_home,xG_away,away,Assistance,Local,Árbitro,Relatório da Partida,goals_home,goals_away,formacao_home,formacao_away,Faltas_home,Faltas_away,Escanteios_home,Escanteios_away,Cruzamentos_home,Cruzamentos_away,Contatos_home,Contatos_away,Bote defensivo_home,Bote defensivo_away,Cortes_home,Cortes_away,Defesas_home,Defesas_away,Impedimentos_home,Impedimentos_away,Tiro de meta_home,Tiro de meta_away,Bolas longas_home,Bolas longas_away,yellow_card_home,red_card_home,yellow_red_card_home,yellow_card_away,red_card_away,yellow_red_card_away,jogador1_home,jogador2_home,jogador3_home,jogador4_home,jogador5_home,jogador6_home,jogador7_home,jogador8_home,jogador9_home,jogador10_home,jogador11_home,jogador12_home,jogador13_home,jogador14_home,jogador15_home,jogador16_home,jogador17_home,jogador1_away,jogador2_away,jogador3_away,jogador4_away,jogador5_away,jogador6_away,jogador7_away,jogador8_away,jogador9_away,jogador10_away,jogador11_away,jogador12_away,jogador13_away,jogador14_away,jogador15_away,jogador16_away,jogador17_away,jogador18_home,jogador18_away,jogador19_away,jogador19_home,jogador20_away
3,dom,2019-08-25,21:00,Vitória,1.5,1.2,Famalicão,16225,Estádio Dom Afonso Henriques,Manuel Oliveira,/pt/partidas/b62b3928/Vitoria-Guimaraes-Famalicao-2019Agosto25-Primeira-Liga,1,1,4-1-4-1,4-1-4-1,16.0,12.0,12.0,5.0,32.0,11.0,503.0,610.0,17.0,20.0,17.0,7.0,13.0,20.0,3.0,0.0,9.0,8.0,85.0,77.0,4.0,0.0,0.0,1.0,0.0,0.0,Douglas,Pedrão,Frederico Venâncio,Rafa Soares,João Carlos Teixeira,Víctor Hugo García,Rochinha,Almoatasem Al Musrati,Denis-Will Poha,Davidson da Luz Pereira,Bruno Duarte,João Miguel Macedo Silva,Edmond Tapsoba,Ola John,Falaye Sacko,João Pedro Sousa Silva,Domingos André Ribeiro Almeida,Rafael Defendi,Lionn,Gonçalo Rodrigues,Rúben Lameiras,Fábio Martins,Gustavo Assuncao,Nehuén Pérez,Toni Martínez,Josh Tymon,Pedro Gonçalves,Patrick,Vitor Caetano,Walterson,Riccieli,Diogo Gonçalves,Álex Centelles,Anderson,,,,,
4,sex,2019-08-30,19:00,Moreirense,0.7,0.7,Portimonense,1432,P.D. Comendador Joaquim de Almeida Freit...,Gustavo Correia,/pt/partidas/aefd56a8/Moreirense-Portimonense-2019Agosto30-Primeira-Liga,1,0,4-3-3,4-3-3,21.0,23.0,0.0,3.0,17.0,17.0,483.0,557.0,16.0,11.0,16.0,8.0,26.0,11.0,3.0,1.0,7.0,8.0,70.0,93.0,2.0,0.0,0.0,5.0,0.0,1.0,Mateus Pasinato,João Aurélio,Iago Santos,Fábio Pacheco,Bilel Aouacheria,Steven Vitória,Filipe Soares,Alexandre Miguel Barros Soares,Pedro Nuno,Fábio Abreu,Abdu Conté,Pedro Trigueira,Lazar Rosić,Anthony D'Alberto,Nenê,Sori Mané,Luther Singh,Ricardo Abel Barbosa Ferreira,Jadson,Romulo,Bruno Tabata,Henrique,Pedro Sá,Koki Anzai,José Cevallos Enríquez,Willyan,Aylton Boa Morte,Iury de Castilho,Shūichi Gonda,Lucas Possignolo,Dener,Jackson Martínez,Marlos Moreno,Lucas Fernandes,,,,,
4,sex,2019-08-30,21:15,B-SAD,1.0,0.6,Boavista,1213,Estádio Nacional,Hugo Miguel,/pt/partidas/8e77064f/Belenenses-SAD-Boavista-2019Agosto30-Primeira-Liga,0,1,3-4-1-2,3-4-3,17.0,20.0,5.0,1.0,19.0,10.0,634.0,378.0,9.0,20.0,6.0,6.0,7.0,28.0,0.0,2.0,6.0,10.0,111.0,77.0,3.0,0.0,1.0,4.0,0.0,0.0,Hervé Koffi,Francisco Varela,Show,Licá,Kikas,Matija Ljujić,Diogo Calila,Chima Akas,Gonçalo Silva,Jonatan Lucca,Nuno Miguel Prata Coelho,André Moreira,Eduardo Kau,Dieguinho,Nicolás Vélez,André Santos,Charles-Andréas Brym,Rafael Bracalli,Lucas Tagliapietra,Nwankwo Obiora,Marlon,Mateus Galiano da Costa,Carraça,Nikola Stojiljković,Ricardo Costa,Rafael Costa,Neris,Heriberto Tavares,João Gonçalves,Gustavo Sauer,Yusupha Njie,Alberto Bueno,Fabiano Leismann,Cassiano,,,,,
4,sáb,2019-08-31,16:30,Paços,1.4,0.6,Marítimo,1714,Estádio da Capital do Móvel,Rui Oliveira,/pt/partidas/2fe3c153/Pacos-de-Ferreira-Maritimo-2019Agosto31-Primeira-Liga,0,1,4-2-3-1,4-4-2,19.0,14.0,7.0,0.0,32.0,8.0,606.0,310.0,11.0,17.0,5.0,8.0,6.0,39.0,3.0,0.0,5.0,24.0,85.0,91.0,1.0,0.0,0.0,4.0,1.0,0.0,Simão Bertelli,Marco Baixinho,Bruno Teles,Pedro Filipe Barbosa Moreira,Renat Dadaşov,Bruno Araújo dos Santos,Hélder Ferreira,Luíz Carlos,Lamine Diaby,Maracás,Murilo Oliveira de Freitas,Ricardo Ribeiro,André Micael,Oleg Reabciuk,Bernardo Sousa Pereira Brites Martins,Rafael Gava,Diogo Almeida,Charles,Zainadine Júnior,Rodrigo Pinho,Edgar Costa,Daizen Maeda,Dejan Kerkez,Rúben Rafael Sousa Ferreira,Franck-Yves Bambock,Rene Santos,Eulânio Ângelo Chipela Gomes,Marcelinho,Amir Abedzadeh,Bebeto,Getterson,Luciano Nequecaur,Erivaldo,Jhon Cley,,,,,
4,sáb,2019-08-31,16:30,Aves,1.5,2.2,Famalicão,3573,Estádio Clube Desportivo das Aves,Luís Godinho,/pt/partidas/3f793aab/Aves-Famalicao-2019Agosto31-Primeira-Liga,2,3,4-2-3-1,4-3-3,21.0,12.0,4.0,7.0,22.0,9.0,471.0,431.0,15.0,20.0,17.0,4.0,18.0,21.0,4.0,2.0,5.0,8.0,79.0,90.0,5.0,1.0,0.0,3.0,1.0,0.0,Quentin Beunardeau,Adam Dźwigała,Adi Mehremić,Enzo Fernández,Miguel Tavares,Mehrdad Mohammadi,Afonso Figueiredo,Claudio Falcão,Luiz Fernando,Welinton Júnior,Mato Miloš,Fábio Szymonek,Andrej Šimunec,Rúben Alexandre Gomes Oliveira,Bruno Xavier,Kahraba,Rúben Macedo,Rafael Defendi,Lionn,Rúben Lameiras,Fábio Martins,Gustavo Assuncao,Nehuén Pérez,Toni Martínez,Josh Tymon,Pedro Gonçalves,Uroš Račić,Patrick,Vitor Caetano,Gonçalo Rodrigues,Walterson,Riccieli,Diogo Gonçalves,Álex Centelles,,,,,
4,sáb,2019-08-31,19:00,Sporting CP,1.2,2.5,Rio Ave,37942,Estádio José Alvalade,João Pinheiro,/pt/partidas/4af1b297/Sporting-CP-Rio-Ave-2019Agosto31-Primeira-Liga,2,3,4-2-3-1,4-4-2,17.0,12.0,1.0,2.0,14.0,13.0,554.0,603.0,13.0,14.0,12.0,17.0,10.0,21.0,4.0,2.0,6.0,4.0,82.0,87.0,2.0,0.0,1.0,2.0,0.0,0.0,Renan Ribeiro,Sebastián Coates,Bruno Fernandes,Marcos Acuña,Luciano Vietto,Raphinha,Jérémy Mathieu,Luiz Phellype,Wendel,Thierry Correia,Idrissa Doumbia,Luís Maximiano,Eduardo Henrique,Rafael Camacho,Luís Neto,Gonzalo Plata,Abdoulay Diaby,Paweł Kieszek,Matheus Reis,Nélson Monte,Filipe Augusto,Toni Borevkovic,Ricardo José Vaz Alves Monteiro,Bruno Moreira,Diego Lopes,Nuno Santos,Aderlan Santos,Mehdi Taremi,Paulo Vítor Fagundes dos Anjos,Ronan,Carlos Mané,Nikola Jambor,Pedro Amaral,Messias,,,,,
4,sáb,2019-08-31,21:30,Gil Vicente FC,1.4,0.4,Vitória Setúbal,3200,Estádio Cidade de Barcelos,Hélder Malheiro,/pt/partidas/5ef1f3a8/Gil-Vicente-FC-Vitoria-Setubal-2019Agosto31-Primeira-Liga,0,0,4-3-3,4-1-4-1,18.0,18.0,7.0,6.0,24.0,16.0,574.0,496.0,17.0,22.0,7.0,13.0,11.0,24.0,2.0,1.0,8.0,10.0,95.0,62.0,3.0,0.0,0.0,6.0,0.0,0.0,Denis,Alexandre Pinto,Soares,Rodrigão,João Afonso Crispim,Lourency,Arthur Henrique,Bozhidar Kraev,Rúben Fernandes,Samuel,Sandro Lima,Zakaria Naidji,Erick,Leo Cordeiro,Edwin Banguera,Yves Baraye,Wellington Luís,Giorgi Makaridze,Artur Jorge Marques Amorim,Mano,Nuno Daniel Costeira Valente,Khaled Hachadi,Éber Bessa,Hildeberto Pereira,Sílvio,Bruno Pires,José Semedo,Zequinha,Milton Raphael,André Martins Sousa,Mathiola,Braian Mansilla,Kgaogelo Sekgota,Baba Fernandes,,,,,
4,dom,2019-09-01,16:00,Tondela,3.0,1.3,Santa Clara,2122,Estádio João Cardoso,Manuel Mota,/pt/partidas/fad96e96/Tondela-Santa-Clara-2019Setembro1-Primeira-Liga,0,0,4-4-2,4-2-3-1,9.0,12.0,7.0,11.0,17.0,28.0,393.0,590.0,11.0,16.0,9.0,5.0,32.0,17.0,0.0,1.0,9.0,12.0,54.0,80.0,2.0,1.0,0.0,2.0,0.0,0.0,Cláudio Ramos,Bruno Wilson,João Jaquité,António Xavier,Denílson,José Luis García Vayá,Jhon Murillo,Fahd Moufi,Yohan Tavares,Filipe Ferreira,Richard,Babacar Niasse,João Pedro,Pité,Román Castillo,Tomislav Štrkalj,Jonathan Rubio,Marco André Rocha Pereira,Fábio Cardoso,João Afonso,Osama Rashid,Bruno Lamas,Denis Pineda,Carlos,Thiago Santana,Mamadu Candé,Francisco Ramos,Patrick,André Ferreira,Ukra,César,João Paulo Lázaro Lucas,Alfredo Stephens,Rui Filipe Cunha Correia,,,,,
4,dom,2019-09-01,18:30,Porto,2.6,0.8,Vitória,47711,Estádio Do Dragão,Carlos Xistra,/pt/partidas/afafd623/Porto-Vitoria-Guimaraes-2019Setembro1-Primeira-Liga,3,0,4-4-2,4-2-3-1,20.0,7.0,7.0,5.0,18.0,12.0,657.0,376.0,15.0,18.0,6.0,6.0,14.0,22.0,1.0,1.0,8.0,9.0,55.0,62.0,3.0,0.0,0.0,3.0,2.0,0.0,Agustín Marchesín,Pepe,Iván Marcano,Luis Díaz,Romário Baró,Moussa Marega,Alex Telles,Mateus Uribe,Jesús Corona,Zé Luís,Danilo Pereira,Diogo Costa,Bruno Xavier Almeida Costa,Wilson Manafá,Chancel Mbemba,Otávio,Tiquinho Soares,João Miguel Macedo Silva,Valeriy Bondarenko,Rafa Soares,Edmond Tapsoba,Lucas Evangelista,Rochinha,Falaye Sacko,Almoatasem Al Musrati,Denis-Will Poha,Pedro Rodrigues,Davidson da Luz Pereira,Douglas,Pedrão,João Carlos Teixeira,Florent Hanin,Lucas Soares,Domingos André Ribeiro Almeida,,,,,
4,dom,2019-09-01,21:00,Braga,1.1,1.7,Benfica,15499,Estádio Municipal de Braga,Nuno Almeida,/pt/partidas/fa13fa90/Braga-Benfica-2019Setembro1-Primeira-Liga,0,4,4-4-2,4-4-2,11.0,15.0,4.0,5.0,26.0,14.0,601.0,625.0,13.0,21.0,11.0,14.0,12.0,16.0,0.0,0.0,4.0,12.0,89.0,78.0,2.0,0.0,0.0,1.0,0.0,0.0,Matheus,Lucas Cunha,Nuno Sequeira,Koka,André Horta,João Novais,Ricardo Horta,Bruno Viana,Ricardo Esgaio,João Palhinha,Galeno,Tiago Sá,Claudemir de Souza,Diogo Viana,Rui Fonte,Murilo Costa,Fransérgio,Odisseas Vlachodimos,Álex Grimaldo,Rúben Dias,Raúl de Tomás,Haris Seferović,Pizzi,Rafa Silva,André Almeida,Adel Taarabt,Florentino Luís,Francisco Reis Ferreira,Ivan Zlobin,Caio Lucas Fernandes,Andreas Samaris,Jardel,Jota,Tomás Tavares,,,,,
1,dom,2019-09-08,15:00,Rio Ave,0.7,1.8,Vitória,2713,Estádio do Rio Ave Futebol Clube,Hugo Miguel,/pt/partidas/6f934b5c/Rio-Ave-Vitoria-Guimaraes-2019Setembro8-Primeira-Liga,1,1,4-2-3-1,4-1-4-1,12.0,16.0,5.0,8.0,20.0,21.0,540.0,530.0,14.0,12.0,7.0,8.0,21.0,16.0,0.0,3.0,13.0,4.0,77.0,56.0,3.0,1.0,0.0,2.0,0.0,0.0,Paweł Kieszek,Matheus Reis,Nélson Monte,Filipe Augusto,Toni Borevkovic,Ricardo José Vaz Alves Monteiro,Bruno Moreira,Diego Lopes,Nuno Santos,Carlos Mané,Messias,Paulo Vítor Fagundes dos Anjos,Junio,Ronan,Nikola Jambor,Pedro Amaral,Joca,Douglas,Pedrão,Frederico Venâncio,Valeriy Bondarenko,Rafa Soares,João Carlos Teixeira,Falaye Sacko,André Pereira,Florent Hanin,Domingos André Ribeiro Almeida,Pedro Rodrigues,João Miguel Macedo Silva,Mikel Agu,José Diogo Macedo Silva,Lucas Soares,João Pedro Sousa Silva,Jefferson Encada,,,,,
5,sex,2019-09-13,20:30,Vitória Setúbal,1.4,1.2,Braga,3527,Estádio do Bonfim,Artur Soares Dias,/pt/partidas/3a40a8c1/Vitoria-Setubal-Braga-2019Setembro13-Primeira-Liga,1,0,4-3-3,4-4-2,14.0,12.0,1.0,7.0,9.0,41.0,432.0,686.0,15.0,21.0,10.0,13.0,45.0,11.0,1.0,1.0,15.0,5.0,82.0,102.0,1.0,0.0,0.0,3.0,1.0,0.0,Giorgi Makaridze,Artur Jorge Marques Amorim,Hélder Guedes,Nuno Daniel Costeira Valente,Hildeberto Pereira,André Martins Sousa,Sílvio,Braian Mansilla,Bruno Pires,José Semedo,Carlinhos,Milton Raphael,Jubal,Mano,Khaled Hachadi,Éber Bessa,Leandrinho,Matheus,Nuno Sequeira,Wallace,João Novais,Paulinho,Ricardo Horta,Fransérgio,Bruno Viana,Ricardo Esgaio,João Palhinha,Galeno,Eduardo Carvalho,Claudemir de Souza,Diogo Viana,Pablo Santos,André Horta,Rui Fonte,,,,,
5,sáb,2019-09-14,16:30,Famalicão,1.5,2.1,Paços,4855,Estádio Municipal 22 de Junho,António Nobre,/pt/partidas/83bf25b1/Famalicao-Pacos-de-Ferreira-2019Setembro14-Primeira-Liga,4,2,4-3-3,4-2-3-1,21.0,17.0,1.0,9.0,5.0,23.0,521.0,542.0,24.0,12.0,9.0,8.0,26.0,6.0,0.0,2.0,10.0,7.0,97.0,77.0,3.0,0.0,0.0,2.0,0.0,0.0,Rafael Defendi,Rúben Lameiras,Fábio Martins,Gustavo Assuncao,Nehuén Pérez,Toni Martínez,Roderick Miranda,Pedro Gonçalves,Álex Centelles,Uroš Račić,Patrick,Vaná,Gonçalo Rodrigues,Walterson,Riccieli,Diogo Gonçalves,Josh Tymon,Ricardo Ribeiro,Marco Baixinho,André Micael,Bruno Teles,Welthon,Pedro Filipe Barbosa Moreira,Bruno Araújo dos Santos,Hélder Ferreira,Rafael Gava,Luíz Carlos,Murilo Oliveira de Freitas,Simão Bertelli,Oleg Reabciuk,Bernardo Sousa Pereira Brites Martins,Zé Uilton,Jorge Fernando Santos Silva,Lamine Diaby,,,,,
5,sáb,2019-09-14,19:00,Benfica,1.7,0.8,Gil Vicente FC,54706,Estádio do Sport Lisboa e Benfica,João Pinheiro,/pt/partidas/ae7cc300/Benfica-Gil-Vicente-FC-2019Setembro14-Primeira-Liga,2,0,4-4-2,4-2-3-1,13.0,13.0,9.0,7.0,27.0,16.0,785.0,505.0,26.0,22.0,8.0,20.0,14.0,24.0,3.0,3.0,6.0,10.0,69.0,88.0,1.0,0.0,0.0,4.0,0.0,0.0,Odisseas Vlachodimos,Álex Grimaldo,Ljubomir Fejsa,Rúben Dias,Raúl de Tomás,Haris Seferović,Pizzi,Rafa Silva,André Almeida,Adel Taarabt,Francisco Reis Ferreira,Ivan Zlobin,Caio Lucas Fernandes,Franco Cervi,Andreas Samaris,Jardel,Jota,Denis,Soares,Rodrigão,João Afonso Crispim,Fernando Ferreira Fonseca,Bozhidar Kraev,Rúben Fernandes,Yves Baraye,Samuel,Ygor Nogueira,Sandro Lima,Erick,Arthur Henrique,Romário Baldé,Leo Cordeiro,Edwin Banguera,Wellington Luís,,,,,
5,sáb,2019-09-14,21:30,Vitória,2.2,1.4,Aves,14529,Estádio Dom Afonso Henriques,Nuno Almeida,/pt/partidas/1cd680c9/Vitoria-Guimaraes-Aves-2019Setembro14-Primeira-Liga,5,1,4-2-3-1,3-4-1-2,12.0,15.0,9.0,6.0,26.0,15.0,630.0,491.0,6.0,14.0,9.0,11.0,15.0,28.0,0.0,0.0,7.0,10.0,73.0,71.0,3.0,0.0,0.0,2.0,0.0,0.0,Douglas,Pedrão,Edmond Tapsoba,Lucas Evangelista,Léo Bonatini,Rochinha,Falaye Sacko,André Pereira,Mikel Agu,Denis-Will Poha,Florent Hanin,João Miguel Macedo Silva,Valeriy Bondarenko,Rafa Soares,Alexandre Guedes,Domingos André Ribeiro Almeida,Pedro Rodrigues,Quentin Beunardeau,Andrej Šimunec,Hélder Baldé,Adam Dźwigała,Bruninho,Enzo Fernández,Mehrdad Mohammadi,Claudio Falcão,Luiz Fernando,Welinton Júnior,Mato Miloš,Fábio Szymonek,Bruno Xavier,Kahraba,Jaílson Araújo,Miguel Tavares,Rúben Macedo,,,,,
5,dom,2019-09-15,15:00,Santa Clara,2.0,0.6,Moreirense,2248,Estádio de São Miguel,Hélder Malheiro,/pt/partidas/629dd50d/Santa-Clara-Moreirense-2019Setembro15-Primeira-Liga,2,0,3-4-1-2,4-1-4-1,13.0,19.0,6.0,3.0,27.0,22.0,545.0,466.0,12.0,11.0,14.0,9.0,37.0,20.0,2.0,0.0,9.0,15.0,112.0,81.0,3.0,0.0,0.0,2.0,0.0,0.0,Marco André Rocha Pereira,Fábio Cardoso,João Afonso,César,Thiago Santana,João Paulo Lázaro Lucas,Lincoln,Rui Filipe Cunha Correia,Zé Manuel,Francisco Ramos,Patrick,André Ferreira,Rafael Ramos,Zaidu Sanusi,Osama Rashid,Malick Evouna,Bruno Lamas,Mateus Pasinato,João Aurélio,Iago Santos,Fábio Pacheco,Bilel Aouacheria,Steven Vitória,Filipe Soares,Alexandre Miguel Barros Soares,Pedro Nuno,Fábio Abreu,Abdu Conté,Pedro Trigueira,Lazar Rosić,Anthony D'Alberto,Nenê,Sori Mané,Luther Singh,,,,,
5,dom,2019-09-15,16:00,Rio Ave,3.0,0.7,Tondela,2103,Estádio do Rio Ave Futebol Clube,Rui Oliveira,/pt/partidas/1e26d54f/Rio-Ave-Tondela-2019Setembro15-Primeira-Liga,2,4,4-2-3-1,4-4-2,15.0,18.0,9.0,0.0,42.0,3.0,667.0,362.0,20.0,10.0,15.0,21.0,6.0,29.0,3.0,1.0,1.0,17.0,72.0,78.0,2.0,0.0,0.0,3.0,0.0,0.0,Paweł Kieszek,Matheus Reis,Nélson Monte,Filipe Augusto,Diogo Figueiras,Ricardo José Vaz Alves Monteiro,Bruno Moreira,Diego Lopes,Nuno Santos,Aderlan Santos,Carlos Mané,Paulo Vítor Fagundes dos Anjos,Lucas Piazon,Ronan,Nikola Jambor,Pedro Amaral,Messias,Cláudio Ramos,Bruno Wilson,António Xavier,João Pedro,Denílson,Pité,José Luis García Vayá,Jhon Murillo,Yohan Tavares,Filipe Ferreira,Richard,Babacar Niasse,João Jaquité,João Vigário,Bruno Monteiro,Tomislav Štrkalj,Jonathan Rubio,,,,,
5,dom,2019-09-15,16:00,Marítimo,0.7,1.5,B-SAD,5551,Estádio dos Barreiros,João Bento,/pt/partidas/76891b7e/Maritimo-Belenenses-SAD-2019Setembro15-Primeira-Liga,1,3,4-4-2,4-4-2,12.0,24.0,8.0,8.0,23.0,14.0,487.0,539.0,11.0,20.0,11.0,12.0,14.0,27.0,2.0,1.0,6.0,13.0,101.0,114.0,2.0,0.0,0.0,3.0,0.0,0.0,Charles,Zainadine Júnior,Rodrigo Pinho,Edgar Costa,Daizen Maeda,Dejan Kerkez,Rúben Rafael Sousa Ferreira,Rene Santos,Eulânio Ângelo Chipela Gomes,Josip Vuković,Marcelinho,Amir Abedzadeh,Bebeto,Douglas Grolli,Getterson,Luciano Nequecaur,Erivaldo,Hervé Koffi,Licá,André Sousa,Kikas,Matija Ljujić,Diogo Calila,André Santos,Chima Akas,Tomás Ribeiro,Gonçalo Silva,Nuno Miguel Prata Coelho,André Moreira,Tiago Esgaio,Bernardo Dias,Mateo Cassierra,Luca van der Gaag,Imad Faraj,,,,,
5,dom,2019-09-15,18:00,Portimonense,0.7,3.2,Porto,5499,Estádio do Portimonense SC,Rui Costa,/pt/partidas/a9afefc6/Portimonense-Porto-2019Setembro15-Primeira-Liga,2,3,4-3-3,4-4-2,8.0,16.0,1.0,10.0,12.0,28.0,426.0,583.0,13.0,14.0,7.0,12.0,21.0,14.0,0.0,3.0,13.0,7.0,74.0,102.0,1.0,0.0,0.0,1.0,1.0,0.0,Ricardo Abel Barbosa Ferreira,Jadson,Romulo,Jackson Martínez,Bruno Tabata,Pedro Sá,Koki Anzai,Júnior Tavares,Lucas Fernandes,Aylton Boa Morte,Rodrigo,Shūichi Gonda,Emmanuel Hackman,Dener,Marlos Moreno,Anderson,José Cevallos Enríquez,Agustín Marchesín,Pepe,Iván Marcano,Luis Díaz,Moussa Marega,Alex Telles,Mateus Uribe,Jesús Corona,Zé Luís,Danilo Pereira,Otávio,Diogo Costa,Bruno Xavier Almeida Costa,Shoya Nakajima,Wilson Manafá,Chancel Mbemba,Tiquinho Soares,,,,,
5,dom,2019-09-15,20:00,Boavista,0.4,0.9,Sporting CP,12314,Estádio do Bessa Século XXI,Jorge de Sousa,/pt/partidas/b07770d2/Boavista-Sporting-CP-2019Setembro15-Primeira-Liga,1,1,5-4-1,4-2-3-1,22.0,17.0,5.0,8.0,14.0,18.0,364.0,695.0,25.0,11.0,18.0,10.0,25.0,15.0,1.0,2.0,12.0,5.0,80.0,70.0,2.0,0.0,0.0,6.0,0.0,1.0,Rafael Bracalli,Marlon,Gustavo Sauer,Yusupha Njie,Carraça,Fabiano Leismann,Nikola Stojiljković,Ricardo Costa,Rafael Costa,Neris,Yaw Ackah,Helton Leite,Nwankwo Obiora,Mateus Galiano da Costa,Alberto Bueno,Edu Machado,Cassiano,Renan Ribeiro,Bruno Fernandes,Marcos Acuña,Luís Neto,Valentin Rosier,Gonzalo Plata,Jérémy Mathieu,Cristian Borja,Wendel,Yannick Bolasie,Idrissa Doumbia,Luís Maximiano,Tiago Ilori,Eduardo Henrique,Rafael Camacho,Rodrigo Battaglia,Jesé,,,,,
6,sex,2019-09-20,20:30,Paços,1.6,0.3,Aves,2239,Estádio da Capital do Móvel,Cláudio Ruivo Pereira,/pt/partidas/e7f07d32/Pacos-de-Ferreira-Aves-2019Setembro20-Primeira-Liga,2,1,4-4-2,3-4-1-2,24.0,13.0,9.0,2.0,21.0,7.0,537.0,406.0,17.0,21.0,16.0,12.0,12.0,19.0,1.0,2.0,9.0,11.0,89.0,76.0,5.0,0.0,1.0,3.0,0.0,0.0,Ricardo Ribeiro,Marco Baixinho,André Micael,Bruno Teles,Welthon,Pedro Filipe Barbosa Moreira,Bruno Araújo dos Santos,Luíz Carlos,Lamine Diaby,Murilo Oliveira de Freitas,Douglas Tanque,Simão Bertelli,Oleg Reabciuk,Zé Uilton,Renat Dadaşov,Hélder Ferreira,Rafael Gava,Quentin Beunardeau,Andrej Šimunec,Adam Dźwigała,Rúben Alexandre Gomes Oliveira,Enzo Fernández,Jaílson Araújo,Mehrdad Mohammadi,Afonso Figueiredo,Claudio Falcão,Luiz Fernando,Welinton Júnior,Raphael Aflalo,Bruninho,Bruno Xavier,Peu,Rúben Macedo,Estrela,,,,,
6,sáb,2019-09-21,18:00,B-SAD,0.9,2.0,Rio Ave,821,Estádio Nacional,André Narciso,/pt/partidas/3b29594f/Belenenses-SAD-Rio-Ave-2019Setembro21-Primeira-Liga,0,2,4-4-2,4-4-2,21.0,12.0,4.0,1.0,21.0,7.0,613.0,556.0,13.0,14.0,9.0,11.0,7.0,26.0,2.0,1.0,10.0,8.0,107.0,106.0,3.0,0.0,0.0,0.0,0.0,0.0,Hervé Koffi,Licá,André Sousa,Kikas,Bernardo Dias,Diogo Calila,André Santos,Chima Akas,Tomás Ribeiro,Gonçalo Silva,Nuno Miguel Prata Coelho,André Moreira,Show,Tiago Esgaio,Hakim Ouro-Sama,Mateo Cassierra,Imad Faraj,Paweł Kieszek,Matheus Reis,Nélson Monte,Filipe Augusto,Toni Borevkovic,Ricardo José Vaz Alves Monteiro,Bruno Moreira,Diego Lopes,Nuno Santos,Aderlan Santos,Carlos Mané,Paulo Vítor Fagundes dos Anjos,Lucas Piazon,Ronan,Nikola Jambor,Pedro Amaral,Messias,,,,,
6,sáb,2019-09-21,20:30,Moreirense,0.7,2.0,Benfica,4220,P.D. Comendador Joaquim de Almeida Freit...,Artur Soares Dias,/pt/partidas/a3a7e154/Moreirense-Benfica-2019Setembro21-Primeira-Liga,1,2,4-1-4-1,4-4-2,12.0,15.0,3.0,5.0,14.0,25.0,523.0,762.0,21.0,21.0,19.0,6.0,26.0,14.0,1.0,1.0,12.0,8.0,91.0,104.0,3.0,0.0,0.0,2.0,0.0,0.0,Mateus Pasinato,João Aurélio,Iago Santos,Fábio Pacheco,Nenê,Bilel Aouacheria,Steven Vitória,Djavan da Silva Ferreira,Filipe Soares,Luther Singh,Alexandre Miguel Barros Soares,Pedro Trigueira,Lazar Rosić,Anthony D'Alberto,Ibrahima Camará,Pedro Nuno,Fábio Abreu,Odisseas Vlachodimos,Álex Grimaldo,Ljubomir Fejsa,Rúben Dias,Raúl de Tomás,Haris Seferović,Pizzi,Rafa Silva,André Almeida,Adel Taarabt,Francisco Reis Ferreira,Ivan Zlobin,Caio Lucas Fernandes,Jardel,Jota,Gedson Fernandes,Tomás Tavares,,,,,
6,dom,2019-09-22,15:30,Gil Vicente FC,0.7,0.3,Boavista,3885,Estádio Cidade de Barcelos,Fábio Costa,/pt/partidas/28050cda/Gil-Vicente-FC-Boavista-2019Setembro22-Primeira-Liga,0,0,4-2-3-1,4-2-3-1,19.0,19.0,10.0,5.0,27.0,11.0,574.0,376.0,19.0,18.0,5.0,4.0,12.0,27.0,3.0,3.0,4.0,14.0,105.0,89.0,5.0,0.0,0.0,2.0,1.0,0.0,Denis,Soares,Rodrigão,João Afonso Crispim,Erick,Arthur Henrique,Fernando Ferreira Fonseca,Bozhidar Kraev,Yves Baraye,Ygor Nogueira,Sandro Lima,Claude Gonçalves,Romário Baldé,Juan Ruiz,Samuel,Wellington Luís,Henrique Gomes,Rafael Bracalli,Marlon,Gustavo Sauer,Mateus Galiano da Costa,Fabiano Leismann,Nikola Stojiljković,Ricardo Costa,Rafael Costa,Neris,Paulinho,Yaw Ackah,Helton Leite,Nwankwo Obiora,Yusupha Njie,Alberto Bueno,Carraça,Cassiano,,,,,
